name,regulator_id,site,target_id,modality,tissue,cluster,weight
SM 32:0;O2 (regulates) MRPS33,SM 32:0;O2,NA,ENSG00000090263.16,EE,blood.muscle,4,0.110975744438216
SM 32:0;O2 (regulates) LZTS3,SM 32:0;O2,NA,ENSG00000088899.16,EE,blood.muscle,4,0.122931441963137
SM 32:0;O2 (regulates) C3orf18,SM 32:0;O2,NA,ENSG00000088543.15,EE,blood.muscle,4,0.120341724585383
SM 32:0;O2 (regulates) OGFOD1,SM 32:0;O2,NA,ENSG00000087263.17,EE,blood.muscle,4,0.106711183290064
SM 32:0;O2 (regulates) HADHA,SM 32:0;O2,NA,ENSG00000084754.12,EE,blood.muscle,4,0.146496891378171
SM 32:0;O2 (regulates) VDAC3,SM 32:0;O2,NA,ENSG00000078668.14,EE,blood.muscle,4,0.12100174610938
SM 32:0;O2 (regulates) ARHGEF10L,SM 32:0;O2,NA,ENSG00000074964.17,EE,blood.muscle,4,0.121831536488629
SM 32:0;O2 (regulates) ACADVL,SM 32:0;O2,NA,ENSG00000072778.20,EE,blood.muscle,4,0.13696846274211
SM 32:0;O2 (regulates) GBA2,SM 32:0;O2,NA,ENSG00000070610.14,EE,blood.muscle,4,0.108327282897203
SM 32:0;O2 (regulates) ERLEC1,SM 32:0;O2,NA,ENSG00000068912.15,RE,blood.muscle,3,0.124080715038158
SM 32:0;O2 (regulates) PLPP1,SM 32:0;O2,NA,ENSG00000067113.17,EE,blood.muscle,4,0.115136834882835
SM 32:0;O2 (regulates) ISOC1,SM 32:0;O2,NA,ENSG00000066583.12,EE,blood.muscle,4,0.137933314498559
SM 32:0;O2 (regulates) ADAT1,SM 32:0;O2,NA,ENSG00000065457.11,EE,blood.muscle,4,0.134476723447687
SM 32:0;O2 (regulates) CLPTM1L,SM 32:0;O2,NA,ENSG00000049656.14,EE,blood.muscle,4,0.113845884548954
SM 32:0;O2 (regulates) BAK1,SM 32:0;O2,NA,ENSG00000030110.14,EE,blood.muscle,4,0.104531936275278
SM 32:0;O2 (regulates) NCDN,SM 32:0;O2,NA,ENSG00000020129.16,EE,blood.muscle,4,0.142109637271215
SM 32:0;O2 (regulates) AP2B1,SM 32:0;O2,NA,ENSG00000006125.18,EE,blood.muscle,4,0.108429243062599
Cer 20:1;O2/24:0 (regulates) LINC02604,Cer 20:1;O2/24:0,NA,ENSG00000273142.1,RE,blood.muscle,13,0.129582966205456
Cer 20:1;O2/24:0 (regulates) MTCO2P2,Cer 20:1;O2/24:0,NA,ENSG00000267541.1,RE,blood.muscle,13,0.129824321817219
Cer 20:1;O2/24:0 (regulates) ENSG00000259495.3,Cer 20:1;O2/24:0,NA,ENSG00000259495.3,RE,blood.muscle,13,0.129162537580152
Cer 20:1;O2/24:0 (regulates) PICART1,Cer 20:1;O2/24:0,NA,ENSG00000246640.2,RE,blood.muscle,13,0.109912856920756
Cer 20:1;O2/24:0 (regulates) STAG3L5P,Cer 20:1;O2/24:0,NA,ENSG00000242294.6,RE,blood.muscle,13,0.109217676133188
Cer 20:1;O2/24:0 (regulates) AMY2B,Cer 20:1;O2/24:0,NA,ENSG00000240038.7,RE,blood.muscle,13,0.10164335391718
Cer 20:1;O2/24:0 (regulates) ENSG00000237301.1,Cer 20:1;O2/24:0,NA,ENSG00000237301.1,RE,blood.muscle,13,0.121230397024448
Cer 20:1;O2/24:0 (regulates) ENSG00000233251.8,Cer 20:1;O2/24:0,NA,ENSG00000233251.8,RE,blood.muscle,13,0.157547971417765
Cer 20:1;O2/24:0 (regulates) PRR3,Cer 20:1;O2/24:0,NA,ENSG00000204576.12,RE,blood.muscle,13,0.102878942920346
Cer 20:1;O2/24:0 (regulates) CCHCR1,Cer 20:1;O2/24:0,NA,ENSG00000204536.15,RE,blood.muscle,13,0.138415138718954
Cer 20:1;O2/24:0 (regulates) MT-ND4,Cer 20:1;O2/24:0,NA,ENSG00000198886.2,RE,blood.muscle,13,0.171427276040761
Cer 20:1;O2/24:0 (regulates) MT-CYB,Cer 20:1;O2/24:0,NA,ENSG00000198727.2,RE,blood.muscle,13,0.153234851749898
Cer 20:1;O2/24:0 (regulates) CCDC69,Cer 20:1;O2/24:0,NA,ENSG00000198624.13,RE,blood.muscle,13,0.126035823903441
Cer 20:1;O2/24:0 (regulates) PDXDC2P-NPIPB14P,Cer 20:1;O2/24:0,NA,ENSG00000196696.13,RE,blood.muscle,13,0.108860531920329
Cer 20:1;O2/24:0 (regulates) TRRAP,Cer 20:1;O2/24:0,NA,ENSG00000196367.14,RE,blood.muscle,13,0.137838075957711
Cer 20:1;O2/24:0 (regulates) CYP4X1,Cer 20:1;O2/24:0,NA,ENSG00000186377.8,RE,blood.muscle,13,0.137556743525943
Cer 20:1;O2/24:0 (regulates) IGIP,Cer 20:1;O2/24:0,NA,ENSG00000182700.5,RE,blood.muscle,13,0.113950373517361
Cer 20:1;O2/24:0 (regulates) PLAG1,Cer 20:1;O2/24:0,NA,ENSG00000181690.8,RE,blood.muscle,13,0.128974538945729
Cer 20:1;O2/24:0 (regulates) TMEM80,Cer 20:1;O2/24:0,NA,ENSG00000177042.16,RE,blood.muscle,13,0.137394827790865
Cer 20:1;O2/24:0 (regulates) LPCAT4,Cer 20:1;O2/24:0,NA,ENSG00000176454.15,RE,blood.muscle,13,0.100440131075739
Cer 20:1;O2/24:0 (regulates) C12orf76,Cer 20:1;O2/24:0,NA,ENSG00000174456.16,RE,blood.muscle,13,0.144150413144616
Cer 20:1;O2/24:0 (regulates) BPTF,Cer 20:1;O2/24:0,NA,ENSG00000171634.19,RE,blood.muscle,13,0.142307354542756
Cer 20:1;O2/24:0 (regulates) MTSS1,Cer 20:1;O2/24:0,NA,ENSG00000170873.19,RE,blood.muscle,13,0.183169547376082
Cer 20:1;O2/24:0 (regulates) LDB2,Cer 20:1;O2/24:0,NA,ENSG00000169744.13,RE,blood.muscle,13,0.149829496708679
Cer 20:1;O2/24:0 (regulates) SPNS1,Cer 20:1;O2/24:0,NA,ENSG00000169682.18,RE,blood.muscle,13,0.10615478209178
Cer 20:1;O2/24:0 (regulates) EFNA1,Cer 20:1;O2/24:0,NA,ENSG00000169242.12,RE,blood.muscle,13,0.168822633924248
Cer 20:1;O2/24:0 (regulates) ZNF641,Cer 20:1;O2/24:0,NA,ENSG00000167528.13,RE,blood.muscle,13,0.176984224416886
Cer 20:1;O2/24:0 (regulates) TSC22D4,Cer 20:1;O2/24:0,NA,ENSG00000166925.9,RE,blood.muscle,13,0.125923196308829
Cer 20:1;O2/24:0 (regulates) BLCAP,Cer 20:1;O2/24:0,NA,ENSG00000166619.15,RE,blood.muscle,13,0.11994307440301
Cer 20:1;O2/24:0 (regulates) FRS2,Cer 20:1;O2/24:0,NA,ENSG00000166225.9,RE,blood.muscle,13,0.144634337130975
Cer 20:1;O2/24:0 (regulates) TMEM25,Cer 20:1;O2/24:0,NA,ENSG00000149582.16,RE,blood.muscle,13,0.156876024052873
Cer 20:1;O2/24:0 (regulates) CEP170,Cer 20:1;O2/24:0,NA,ENSG00000143702.16,RE,blood.muscle,13,0.130560487849896
Cer 20:1;O2/24:0 (regulates) ARMC5,Cer 20:1;O2/24:0,NA,ENSG00000140691.18,RE,blood.muscle,13,0.135068584910657
Cer 20:1;O2/24:0 (regulates) RBM26,Cer 20:1;O2/24:0,NA,ENSG00000139746.16,RE,blood.muscle,13,0.14187794946667
Cer 20:1;O2/24:0 (regulates) VPS37B,Cer 20:1;O2/24:0,NA,ENSG00000139722.7,RE,blood.muscle,13,0.151496371994634
Cer 20:1;O2/24:0 (regulates) SCARB2,Cer 20:1;O2/24:0,NA,ENSG00000138760.11,RE,blood.muscle,13,0.119387371461246
Cer 20:1;O2/24:0 (regulates) MRPL44,Cer 20:1;O2/24:0,NA,ENSG00000135900.4,RE,blood.muscle,13,0.112731615871083
Cer 20:1;O2/24:0 (regulates) CARS2,Cer 20:1;O2/24:0,NA,ENSG00000134905.17,RE,blood.muscle,13,0.112828810389261
Cer 20:1;O2/24:0 (regulates) DSTYK,Cer 20:1;O2/24:0,NA,ENSG00000133059.17,RE,blood.muscle,13,0.101265644043266
Cer 20:1;O2/24:0 (regulates) RBSN,Cer 20:1;O2/24:0,NA,ENSG00000131381.12,RE,blood.muscle,13,0.213697900379868
Cer 20:1;O2/24:0 (regulates) IDO1,Cer 20:1;O2/24:0,NA,ENSG00000131203.13,RE,blood.muscle,13,0.10637443276789
Cer 20:1;O2/24:0 (regulates) DYNC2I1,Cer 20:1;O2/24:0,NA,ENSG00000126870.16,RE,blood.muscle,13,0.124420380144398
Cer 20:1;O2/24:0 (regulates) NAPB,Cer 20:1;O2/24:0,NA,ENSG00000125814.17,RE,blood.muscle,13,0.10387423164115
Cer 20:1;O2/24:0 (regulates) PILRB,Cer 20:1;O2/24:0,NA,ENSG00000121716.21,RE,blood.muscle,13,0.165756931500414
Cer 20:1;O2/24:0 (regulates) FAAH,Cer 20:1;O2/24:0,NA,ENSG00000117480.16,RE,blood.muscle,13,0.117483337610592
Cer 20:1;O2/24:0 (regulates) ZNF451,Cer 20:1;O2/24:0,NA,ENSG00000112200.17,RE,blood.muscle,13,0.140070754488748
Cer 20:1;O2/24:0 (regulates) CAND1,Cer 20:1;O2/24:0,NA,ENSG00000111530.13,RE,blood.muscle,13,0.132654953310597
Cer 20:1;O2/24:0 (regulates) DCUN1D4,Cer 20:1;O2/24:0,NA,ENSG00000109184.15,RE,blood.muscle,13,0.123422146429246
Cer 20:1;O2/24:0 (regulates) DDX58,Cer 20:1;O2/24:0,NA,ENSG00000107201.11,RE,blood.muscle,13,0.119739258589728
Cer 20:1;O2/24:0 (regulates) NIN,Cer 20:1;O2/24:0,NA,ENSG00000100503.26,RE,blood.muscle,13,0.166985716556056
Cer 20:1;O2/24:0 (regulates) SEPHS1,Cer 20:1;O2/24:0,NA,ENSG00000086475.15,RE,blood.muscle,13,0.10342491224305
Cer 20:1;O2/24:0 (regulates) BAZ2A,Cer 20:1;O2/24:0,NA,ENSG00000076108.12,RE,blood.muscle,13,0.151224727386986
Cer 20:1;O2/24:0 (regulates) MCM6,Cer 20:1;O2/24:0,NA,ENSG00000076003.5,RE,blood.muscle,13,0.191683938028076
Cer 20:1;O2/24:0 (regulates) NFATC3,Cer 20:1;O2/24:0,NA,ENSG00000072736.19,RE,blood.muscle,13,0.145501691845152
Cer 20:1;O2/24:0 (regulates) APPBP2,Cer 20:1;O2/24:0,NA,ENSG00000062725.10,RE,blood.muscle,13,0.110170060931859
Cer 20:1;O2/24:0 (regulates) ENSG00000286689.1,Cer 20:1;O2/24:0,NA,ENSG00000286689.1,EE,blood.muscle,4,0.141985625297106
Cer 20:1;O2/24:0 (regulates) ENSG00000283175.1,Cer 20:1;O2/24:0,NA,ENSG00000283175.1,EE,blood.muscle,4,0.105069285010148
Cer 20:1;O2/24:0 (regulates) AGBL1,Cer 20:1;O2/24:0,NA,ENSG00000273540.5,EE,blood.muscle,4,0.172503447495052
Cer 20:1;O2/24:0 (regulates) LINC01963,Cer 20:1;O2/24:0,NA,ENSG00000260804.3,EE,blood.muscle,4,0.179664695310555
Cer 20:1;O2/24:0 (regulates) ZNF710-AS1,Cer 20:1;O2/24:0,NA,ENSG00000259291.2,EE,blood.muscle,4,0.181462818662118
Cer 20:1;O2/24:0 (regulates) LINC01505,Cer 20:1;O2/24:0,NA,ENSG00000234323.9,EE,blood.muscle,4,0.106311626419905
Cer 20:1;O2/24:0 (regulates) ZSWIM7,Cer 20:1;O2/24:0,NA,ENSG00000214941.8,EE,blood.muscle,4,0.149122694904117
Cer 20:1;O2/24:0 (regulates) SMCO1,Cer 20:1;O2/24:0,NA,ENSG00000214097.5,EE,blood.muscle,4,0.102224856664349
Cer 20:1;O2/24:0 (regulates) LIN52,Cer 20:1;O2/24:0,NA,ENSG00000205659.12,EE,blood.muscle,4,0.128129111837761
Cer 20:1;O2/24:0 (regulates) PPP1R11,Cer 20:1;O2/24:0,NA,ENSG00000204619.8,EE,blood.muscle,4,0.116054444535559
Cer 20:1;O2/24:0 (regulates) TIMM23B,Cer 20:1;O2/24:0,NA,ENSG00000204152.14,EE,blood.muscle,4,0.168774685113471
Cer 20:1;O2/24:0 (regulates) GTF2F2,Cer 20:1;O2/24:0,NA,ENSG00000188342.12,EE,blood.muscle,4,0.148495273861805
Cer 20:1;O2/24:0 (regulates) EIF3C,Cer 20:1;O2/24:0,NA,ENSG00000184110.15,EE,blood.muscle,4,0.169643811771471
Cer 20:1;O2/24:0 (regulates) IBA57,Cer 20:1;O2/24:0,NA,ENSG00000181873.13,EE,blood.muscle,4,0.127174962832072
Cer 20:1;O2/24:0 (regulates) P4HTM,Cer 20:1;O2/24:0,NA,ENSG00000178467.18,EE,blood.muscle,4,0.119190788561901
Cer 20:1;O2/24:0 (regulates) ZNF518A,Cer 20:1;O2/24:0,NA,ENSG00000177853.15,EE,blood.muscle,4,0.110728221487233
Cer 20:1;O2/24:0 (regulates) PTPRM,Cer 20:1;O2/24:0,NA,ENSG00000173482.17,EE,blood.muscle,4,0.141411019050008
Cer 20:1;O2/24:0 (regulates) CAMTA1,Cer 20:1;O2/24:0,NA,ENSG00000171735.19,EE,blood.muscle,4,0.156346244335005
Cer 20:1;O2/24:0 (regulates) CHCHD7,Cer 20:1;O2/24:0,NA,ENSG00000170791.18,EE,blood.muscle,4,0.145199396468504
Cer 20:1;O2/24:0 (regulates) HARS1,Cer 20:1;O2/24:0,NA,ENSG00000170445.16,EE,blood.muscle,4,0.132594267042886
Cer 20:1;O2/24:0 (regulates) DCXR,Cer 20:1;O2/24:0,NA,ENSG00000169738.8,EE,blood.muscle,4,0.125356437448494
Cer 20:1;O2/24:0 (regulates) GFM1,Cer 20:1;O2/24:0,NA,ENSG00000168827.15,EE,blood.muscle,4,0.103606364979306
Cer 20:1;O2/24:0 (regulates) TP53I13,Cer 20:1;O2/24:0,NA,ENSG00000167543.16,EE,blood.muscle,4,0.155217474475376
Cer 20:1;O2/24:0 (regulates) CKB,Cer 20:1;O2/24:0,NA,ENSG00000166165.14,EE,blood.muscle,4,0.115549692232073
Cer 20:1;O2/24:0 (regulates) PPM1K,Cer 20:1;O2/24:0,NA,ENSG00000163644.15,EE,blood.muscle,4,0.141037837136707
Cer 20:1;O2/24:0 (regulates) STT3B,Cer 20:1;O2/24:0,NA,ENSG00000163527.10,EE,blood.muscle,4,0.112189031200096
Cer 20:1;O2/24:0 (regulates) TYW5,Cer 20:1;O2/24:0,NA,ENSG00000162971.11,EE,blood.muscle,4,0.125853745018581
Cer 20:1;O2/24:0 (regulates) EXOG,Cer 20:1;O2/24:0,NA,ENSG00000157036.13,EE,blood.muscle,4,0.128778757968078
Cer 20:1;O2/24:0 (regulates) GAS2,Cer 20:1;O2/24:0,NA,ENSG00000148935.12,EE,blood.muscle,4,0.103267349922786
Cer 20:1;O2/24:0 (regulates) MYOM3,Cer 20:1;O2/24:0,NA,ENSG00000142661.19,EE,blood.muscle,4,0.121047570670648
Cer 20:1;O2/24:0 (regulates) SAT2,Cer 20:1;O2/24:0,NA,ENSG00000141504.12,EE,blood.muscle,4,0.105458875282129
Cer 20:1;O2/24:0 (regulates) GREB1L,Cer 20:1;O2/24:0,NA,ENSG00000141449.16,EE,blood.muscle,4,0.166208284692796
Cer 20:1;O2/24:0 (regulates) SORD,Cer 20:1;O2/24:0,NA,ENSG00000140263.15,EE,blood.muscle,4,0.125593855302292
Cer 20:1;O2/24:0 (regulates) FHOD3,Cer 20:1;O2/24:0,NA,ENSG00000134775.16,EE,blood.muscle,4,0.10220505932722
Cer 20:1;O2/24:0 (regulates) UBE2M,Cer 20:1;O2/24:0,NA,ENSG00000130725.8,EE,blood.muscle,4,0.113027516227356
Cer 20:1;O2/24:0 (regulates) PLA2G12A,Cer 20:1;O2/24:0,NA,ENSG00000123739.11,EE,blood.muscle,4,0.132220466380536
Cer 20:1;O2/24:0 (regulates) EIF2B2,Cer 20:1;O2/24:0,NA,ENSG00000119718.11,EE,blood.muscle,4,0.169013455624492
Cer 20:1;O2/24:0 (regulates) TCEANC2,Cer 20:1;O2/24:0,NA,ENSG00000116205.14,EE,blood.muscle,4,0.176279730341994
Cer 20:1;O2/24:0 (regulates) GOLT1B,Cer 20:1;O2/24:0,NA,ENSG00000111711.10,EE,blood.muscle,4,0.112812910515866
Cer 20:1;O2/24:0 (regulates) APBA1,Cer 20:1;O2/24:0,NA,ENSG00000107282.8,EE,blood.muscle,4,0.123071815683783
Cer 20:1;O2/24:0 (regulates) CLPTM1,Cer 20:1;O2/24:0,NA,ENSG00000104853.16,EE,blood.muscle,4,0.124311529389925
Cer 20:1;O2/24:0 (regulates) ECH1,Cer 20:1;O2/24:0,NA,ENSG00000104823.9,EE,blood.muscle,4,0.104293156100111
Cer 20:1;O2/24:0 (regulates) HCFC1R1,Cer 20:1;O2/24:0,NA,ENSG00000103145.11,EE,blood.muscle,4,0.110761273445349
Cer 20:1;O2/24:0 (regulates) ATG4A,Cer 20:1;O2/24:0,NA,ENSG00000101844.18,EE,blood.muscle,4,0.161696531577269
Cer 20:1;O2/24:0 (regulates) TLL2,Cer 20:1;O2/24:0,NA,ENSG00000095587.9,EE,blood.muscle,4,0.195231204798511
Cer 20:1;O2/24:0 (regulates) KRT31,Cer 20:1;O2/24:0,NA,ENSG00000094796.5,EE,blood.muscle,4,0.114749842229001
Cer 20:1;O2/24:0 (regulates) COMT,Cer 20:1;O2/24:0,NA,ENSG00000093010.15,EE,blood.muscle,4,0.119666760401246
Cer 20:1;O2/24:0 (regulates) SPEG,Cer 20:1;O2/24:0,NA,ENSG00000072195.15,EE,blood.muscle,4,0.126284371985747
Cer 20:1;O2/24:0 (regulates) TBC1D1,Cer 20:1;O2/24:0,NA,ENSG00000065882.17,EE,blood.muscle,4,0.127220092648634
Cer 20:1;O2/24:0 (regulates) PLEKHH1,Cer 20:1;O2/24:0,NA,ENSG00000054690.14,EE,blood.muscle,4,0.103437463593762
Cer 20:1;O2/24:0 (regulates) HEBP1,Cer 20:1;O2/24:0,NA,ENSG00000013583.10,EE,blood.muscle,4,0.137228765547083
Cer 20:1;O2/24:0 (regulates) AP2B1,Cer 20:1;O2/24:0,NA,ENSG00000006125.18,EE,blood.muscle,4,0.168340262181175
PE P-38:6 or PE O-38:7 (regulates) RAB30-DT,PE P-38:6 or PE O-38:7,NA,ENSG00000246067.9,RE,blood.muscle,9,0.141891709689137
PE P-38:6 or PE O-38:7 (regulates) ENSG00000232346.1,PE P-38:6 or PE O-38:7,NA,ENSG00000232346.1,RE,blood.muscle,9,0.106784925149191
PE P-38:6 or PE O-38:7 (regulates) CIITA,PE P-38:6 or PE O-38:7,NA,ENSG00000179583.20,RE,blood.muscle,9,0.163417319441206
PE P-38:6 or PE O-38:7 (regulates) PRDX2,PE P-38:6 or PE O-38:7,NA,ENSG00000167815.12,RE,blood.muscle,9,0.113353566376539
PE P-38:6 or PE O-38:7 (regulates) MEAF6,PE P-38:6 or PE O-38:7,NA,ENSG00000163875.16,RE,blood.muscle,9,0.126869854643333
PE P-38:6 or PE O-38:7 (regulates) FLRT3,PE P-38:6 or PE O-38:7,NA,ENSG00000125848.10,RE,blood.muscle,9,0.174135690846068
PE P-38:6 or PE O-38:7 (regulates) RPL24,PE P-38:6 or PE O-38:7,NA,ENSG00000114391.13,RE,blood.muscle,9,0.104708769190687
PE P-38:6 or PE O-38:7 (regulates) CUTA,PE P-38:6 or PE O-38:7,NA,ENSG00000112514.18,RE,blood.muscle,9,0.113867799133611
PE P-38:6 or PE O-38:7 (regulates) APOL1,PE P-38:6 or PE O-38:7,NA,ENSG00000100342.21,RE,blood.muscle,9,0.120759072893469
PE P-38:6 or PE O-38:7 (regulates) SBF1,PE P-38:6 or PE O-38:7,NA,ENSG00000100241.22,RE,blood.muscle,9,0.148784134579928
PE P-38:6 or PE O-38:7 (regulates) ENSG00000287592.1,PE P-38:6 or PE O-38:7,NA,ENSG00000287592.1,EE,blood.muscle,4,0.113855506422208
PE P-38:6 or PE O-38:7 (regulates) ENSG00000286689.1,PE P-38:6 or PE O-38:7,NA,ENSG00000286689.1,EE,blood.muscle,4,0.126048839881349
PE P-38:6 or PE O-38:7 (regulates) ABCF2-H2BE1,PE P-38:6 or PE O-38:7,NA,ENSG00000285292.1,EE,blood.muscle,4,0.13423274993135
PE P-38:6 or PE O-38:7 (regulates) NKILA,PE P-38:6 or PE O-38:7,NA,ENSG00000278709.2,EE,blood.muscle,4,0.138522307698268
PE P-38:6 or PE O-38:7 (regulates) MYO19,PE P-38:6 or PE O-38:7,NA,ENSG00000278259.5,EE,blood.muscle,4,0.148136291162395
PE P-38:6 or PE O-38:7 (regulates) ENSG00000267385.1,PE P-38:6 or PE O-38:7,NA,ENSG00000267385.1,EE,blood.muscle,4,0.10900974213639
PE P-38:6 or PE O-38:7 (regulates) DYNLL2,PE P-38:6 or PE O-38:7,NA,ENSG00000264364.3,EE,blood.muscle,4,0.154078443606694
PE P-38:6 or PE O-38:7 (regulates) MYZAP,PE P-38:6 or PE O-38:7,NA,ENSG00000263155.6,EE,blood.muscle,4,0.142101196318297
PE P-38:6 or PE O-38:7 (regulates) LINC01963,PE P-38:6 or PE O-38:7,NA,ENSG00000260804.3,EE,blood.muscle,4,0.115073563858069
PE P-38:6 or PE O-38:7 (regulates) MRPL20,PE P-38:6 or PE O-38:7,NA,ENSG00000242485.6,EE,blood.muscle,4,0.113925473408667
PE P-38:6 or PE O-38:7 (regulates) HOXA11-AS,PE P-38:6 or PE O-38:7,NA,ENSG00000240990.10,EE,blood.muscle,4,0.128498961733822
PE P-38:6 or PE O-38:7 (regulates) UQCRHL,PE P-38:6 or PE O-38:7,NA,ENSG00000233954.6,EE,blood.muscle,4,0.138128334562977
PE P-38:6 or PE O-38:7 (regulates) FAAHP1,PE P-38:6 or PE O-38:7,NA,ENSG00000232022.8,EE,blood.muscle,4,0.106956371495297
PE P-38:6 or PE O-38:7 (regulates) HSBP1,PE P-38:6 or PE O-38:7,NA,ENSG00000230989.8,EE,blood.muscle,4,0.114051100198713
PE P-38:6 or PE O-38:7 (regulates) AKR1B15,PE P-38:6 or PE O-38:7,NA,ENSG00000227471.9,EE,blood.muscle,4,0.102578511361732
PE P-38:6 or PE O-38:7 (regulates) TPI1P1,PE P-38:6 or PE O-38:7,NA,ENSG00000226415.1,EE,blood.muscle,4,0.115713183145841
PE P-38:6 or PE O-38:7 (regulates) ZBED1,PE P-38:6 or PE O-38:7,NA,ENSG00000214717.12;ENSG00000214717.12_PAR_Y,EE,blood.muscle,4,0.118346408189598
PE P-38:6 or PE O-38:7 (regulates) PLIN5,PE P-38:6 or PE O-38:7,NA,ENSG00000214456.8,EE,blood.muscle,4,0.142079408098804
PE P-38:6 or PE O-38:7 (regulates) ITSN1,PE P-38:6 or PE O-38:7,NA,ENSG00000205726.15,EE,blood.muscle,4,0.119082431345399
PE P-38:6 or PE O-38:7 (regulates) NAP1L4,PE P-38:6 or PE O-38:7,NA,ENSG00000205531.13,EE,blood.muscle,4,0.139452038546283
PE P-38:6 or PE O-38:7 (regulates) UQCC3,PE P-38:6 or PE O-38:7,NA,ENSG00000204922.5,EE,blood.muscle,4,0.102974247892138
PE P-38:6 or PE O-38:7 (regulates) ABCF1,PE P-38:6 or PE O-38:7,NA,ENSG00000204574.14,EE,blood.muscle,4,0.157192366525687
PE P-38:6 or PE O-38:7 (regulates) EIF1AY,PE P-38:6 or PE O-38:7,NA,ENSG00000198692.10,EE,blood.muscle,4,0.139212044662869
PE P-38:6 or PE O-38:7 (regulates) HOXA4,PE P-38:6 or PE O-38:7,NA,ENSG00000197576.14,EE,blood.muscle,4,0.144070228557668
PE P-38:6 or PE O-38:7 (regulates) GSTK1,PE P-38:6 or PE O-38:7,NA,ENSG00000197448.14,EE,blood.muscle,4,0.116620677094006
PE P-38:6 or PE O-38:7 (regulates) RRP7A,PE P-38:6 or PE O-38:7,NA,ENSG00000189306.11,EE,blood.muscle,4,0.118046583351871
PE P-38:6 or PE O-38:7 (regulates) ADAT2,PE P-38:6 or PE O-38:7,NA,ENSG00000189007.16,EE,blood.muscle,4,0.109128173602909
PE P-38:6 or PE O-38:7 (regulates) PAQR9,PE P-38:6 or PE O-38:7,NA,ENSG00000188582.10,EE,blood.muscle,4,0.10316286743426
PE P-38:6 or PE O-38:7 (regulates) GTF2F2,PE P-38:6 or PE O-38:7,NA,ENSG00000188342.12,EE,blood.muscle,4,0.120776404774224
PE P-38:6 or PE O-38:7 (regulates) MAGEH1,PE P-38:6 or PE O-38:7,NA,ENSG00000187601.5,EE,blood.muscle,4,0.126961342003388
PE P-38:6 or PE O-38:7 (regulates) THNSL1,PE P-38:6 or PE O-38:7,NA,ENSG00000185875.13,EE,blood.muscle,4,0.104672330928983
PE P-38:6 or PE O-38:7 (regulates) CIB1,PE P-38:6 or PE O-38:7,NA,ENSG00000185043.12,EE,blood.muscle,4,0.11923118699587
PE P-38:6 or PE O-38:7 (regulates) NOC4L,PE P-38:6 or PE O-38:7,NA,ENSG00000184967.7,EE,blood.muscle,4,0.195184612068077
PE P-38:6 or PE O-38:7 (regulates) MROH7,PE P-38:6 or PE O-38:7,NA,ENSG00000184313.20,EE,blood.muscle,4,0.117573706221951
PE P-38:6 or PE O-38:7 (regulates) SMTN,PE P-38:6 or PE O-38:7,NA,ENSG00000183963.19,EE,blood.muscle,4,0.121993462968822
PE P-38:6 or PE O-38:7 (regulates) CLN8,PE P-38:6 or PE O-38:7,NA,ENSG00000182372.10,EE,blood.muscle,4,0.128360866908648
PE P-38:6 or PE O-38:7 (regulates) DHTKD1,PE P-38:6 or PE O-38:7,NA,ENSG00000181192.12,EE,blood.muscle,4,0.106169197582154
PE P-38:6 or PE O-38:7 (regulates) PUF60,PE P-38:6 or PE O-38:7,NA,ENSG00000179950.14,EE,blood.muscle,4,0.12953369872401
PE P-38:6 or PE O-38:7 (regulates) MTHFR,PE P-38:6 or PE O-38:7,NA,ENSG00000177000.13,EE,blood.muscle,4,0.12791043656422
PE P-38:6 or PE O-38:7 (regulates) WSB2,PE P-38:6 or PE O-38:7,NA,ENSG00000176871.9,EE,blood.muscle,4,0.11753548606829
PE P-38:6 or PE O-38:7 (regulates) LRRC25,PE P-38:6 or PE O-38:7,NA,ENSG00000175489.10,EE,blood.muscle,4,0.101995278311902
PE P-38:6 or PE O-38:7 (regulates) UQCRH,PE P-38:6 or PE O-38:7,NA,ENSG00000173660.12,EE,blood.muscle,4,0.114449016355668
PE P-38:6 or PE O-38:7 (regulates) CCDC106,PE P-38:6 or PE O-38:7,NA,ENSG00000173581.8,EE,blood.muscle,4,0.101424578145648
PE P-38:6 or PE O-38:7 (regulates) ATP6V0E2,PE P-38:6 or PE O-38:7,NA,ENSG00000171130.19,EE,blood.muscle,4,0.115327773073596
PE P-38:6 or PE O-38:7 (regulates) LMBRD1,PE P-38:6 or PE O-38:7,NA,ENSG00000168216.13,EE,blood.muscle,4,0.177860847270617
PE P-38:6 or PE O-38:7 (regulates) PLIN4,PE P-38:6 or PE O-38:7,NA,ENSG00000167676.5,EE,blood.muscle,4,0.150572587166357
PE P-38:6 or PE O-38:7 (regulates) PEX11A,PE P-38:6 or PE O-38:7,NA,ENSG00000166821.9,EE,blood.muscle,4,0.114869096090305
PE P-38:6 or PE O-38:7 (regulates) COG1,PE P-38:6 or PE O-38:7,NA,ENSG00000166685.13,EE,blood.muscle,4,0.154906119648632
PE P-38:6 or PE O-38:7 (regulates) KDM1B,PE P-38:6 or PE O-38:7,NA,ENSG00000165097.16,EE,blood.muscle,4,0.124410951969618
PE P-38:6 or PE O-38:7 (regulates) ADGRF2,PE P-38:6 or PE O-38:7,NA,ENSG00000164393.10,RE,blood.muscle,9,0.102776829971116
