feature_id,assay,entrez_gene,gene_symbol,ensembl_gene,Gambardella_et_al_2020,MSigDb_TFEB_TARGET_GENES,Settembre_et_al_2013,Doronzo_et_al_2018,any
ENSG00000224470.9,transcript-rna-seq,342371,ATXN1L,ENSG00000224470,Y,N,N,N,Y
ENSG00000100154.15,transcript-rna-seq,23331,TTC28,ENSG00000100154,N,N,N,N,N
ENSG00000104814.13,transcript-rna-seq,11184,MAP4K1,ENSG00000104814,N,Y,N,Y,Y
ENSG00000092969.12,transcript-rna-seq,7042,TGFB2,ENSG00000092969,N,N,N,N,N
ENSG00000182872.16,transcript-rna-seq,8241,RBM10,ENSG00000182872,N,N,N,N,N
ENSG00000108528.14,transcript-rna-seq,8402,SLC25A11,ENSG00000108528,N,N,N,N,N
ENSG00000166797.11,transcript-rna-seq,84191,CIAO2A,ENSG00000166797,N,N,N,N,N
ENSG00000158683.10,transcript-rna-seq,168507,PKD1L1,ENSG00000158683,N,Y,N,Y,Y
ENSG00000167393.18,transcript-rna-seq,28227,PPP2R3B,ENSG00000167393,N,N,N,N,N
ENSG00000167393.18_PAR_Y,transcript-rna-seq,28227,PPP2R3B,ENSG00000167393,N,N,N,N,N
ENSG00000258708.1,transcript-rna-seq,100129794,SLC25A21-AS1,ENSG00000258708,N,N,N,N,N
ENSG00000169016.17,transcript-rna-seq,1876,E2F6,ENSG00000169016,N,Y,N,N,Y
ENSG00000124783.14,transcript-rna-seq,6745,SSR1,ENSG00000124783,Y,Y,N,Y,Y
ENSG00000215114.10,transcript-rna-seq,137886,UBXN2B,ENSG00000215114,Y,N,N,N,Y
ENSG00000204314.12,transcript-rna-seq,80863,PRRT1,ENSG00000204314,N,N,N,N,N
ENSG00000114391.13,transcript-rna-seq,6152,RPL24,ENSG00000114391,N,N,N,Y,Y
ENSG00000180185.12,transcript-rna-seq,81889,FAHD1,ENSG00000180185,N,Y,N,Y,Y
ENSG00000196922.11,transcript-rna-seq,286101,ZNF252P,ENSG00000196922,N,N,N,Y,Y
ENSG00000104313.20,transcript-rna-seq,2138,EYA1,ENSG00000104313,N,N,N,N,N
ENSG00000198056.15,transcript-rna-seq,5557,PRIM1,ENSG00000198056,N,N,N,N,N
ENSG00000245958.7,transcript-rna-seq,NA,SEPTIN7P14,ENSG00000245958,N,N,N,N,N
ENSG00000054967.13,transcript-rna-seq,84957,RELT,ENSG00000054967,N,N,N,N,N
ENSG00000137513.10,transcript-rna-seq,79731,NARS2,ENSG00000137513,N,N,N,N,N
ENSG00000100784.12,transcript-rna-seq,9252,RPS6KA5,ENSG00000100784,N,N,N,N,N
ENSG00000249936.3,transcript-rna-seq,NA,RAC1P2,ENSG00000249936,N,N,N,N,N
ENSG00000155657.29,transcript-rna-seq,7273,TTN,ENSG00000155657,N,N,N,N,N
ENSG00000175611.13,transcript-rna-seq,100128782,LINC00476,ENSG00000175611,N,N,N,N,N
ENSG00000111641.12,transcript-rna-seq,4839,NOP2,ENSG00000111641,N,N,N,N,N
ENSG00000157578.14,transcript-rna-seq,150082,LCA5L,ENSG00000157578,N,N,N,Y,Y
ENSG00000053702.15,transcript-rna-seq,83714,NRIP2,ENSG00000053702,N,N,N,N,N
ENSG00000023330.15,transcript-rna-seq,211,ALAS1,ENSG00000023330,N,N,N,N,N
ENSG00000178381.12,transcript-rna-seq,90637,ZFAND2A,ENSG00000178381,Y,N,N,N,Y
ENSG00000260806.1,transcript-rna-seq,NA,PAPOLA-DT,ENSG00000260806,N,N,N,N,N
ENSG00000152382.6,transcript-rna-seq,117143,TADA1,ENSG00000152382,N,Y,N,Y,Y
ENSG00000139266.6,transcript-rna-seq,92979,MARCHF9,ENSG00000139266,N,N,N,Y,Y
ENSG00000180353.11,transcript-rna-seq,3059,HCLS1,ENSG00000180353,N,N,N,N,N
ENSG00000082458.12,transcript-rna-seq,1741,DLG3,ENSG00000082458,N,N,N,N,N
ENSG00000231419.6,transcript-rna-seq,154822,LINC00689,ENSG00000231419,N,N,N,N,N
ENSG00000101888.12,transcript-rna-seq,55916,NXT2,ENSG00000101888,N,N,N,Y,Y
ENSG00000091513.16,transcript-rna-seq,7018,TF,ENSG00000091513,N,N,N,N,N
ENSG00000099219.15,transcript-rna-seq,79956,ERMP1,ENSG00000099219,N,N,N,N,N
ENSG00000169604.21,transcript-rna-seq,84168,ANTXR1,ENSG00000169604,N,N,N,Y,Y
ENSG00000212802.4,transcript-rna-seq,NA,RPL15P3,ENSG00000212802,N,N,N,N,N
ENSG00000241186.10,transcript-rna-seq,6997,TDGF1,ENSG00000241186,N,N,N,N,N
ENSG00000005893.16,transcript-rna-seq,3920,LAMP2,ENSG00000005893,N,N,N,N,N
ENSG00000064012.23,transcript-rna-seq,841,CASP8,ENSG00000064012,N,N,N,Y,Y
ENSG00000086475.15,transcript-rna-seq,22929,SEPHS1,ENSG00000086475,N,N,N,Y,Y
ENSG00000011347.10,transcript-rna-seq,9066,SYT7,ENSG00000011347,N,N,N,N,N
ENSG00000006125.18,transcript-rna-seq,163,AP2B1,ENSG00000006125,N,N,N,N,N
ENSG00000121417.14,transcript-rna-seq,10520,ZNF211,ENSG00000121417,N,N,N,N,N
ENSG00000096093.16,transcript-rna-seq,114327,EFHC1,ENSG00000096093,N,Y,N,Y,Y
ENSG00000178980.16,transcript-rna-seq,6415,SELENOW,ENSG00000178980,N,N,N,N,N
ENSG00000080371.6,transcript-rna-seq,23011,RAB21,ENSG00000080371,N,Y,N,Y,Y
ENSG00000105171.10,transcript-rna-seq,10775,POP4,ENSG00000105171,Y,N,N,N,Y
ENSG00000226742.4,transcript-rna-seq,440498,HSBP1L1,ENSG00000226742,Y,N,N,N,Y
ENSG00000269929.4,transcript-rna-seq,112903833,MIRLET7A1HG,ENSG00000269929,N,N,N,N,N
ENSG00000132182.12,transcript-rna-seq,23225,NUP210,ENSG00000132182,N,N,N,N,N
ENSG00000088298.13,transcript-rna-seq,55741,EDEM2,ENSG00000088298,N,N,N,N,N
ENSG00000076344.16,transcript-rna-seq,8786,RGS11,ENSG00000076344,N,N,N,N,N
ENSG00000119396.11,transcript-rna-seq,51552,RAB14,ENSG00000119396,N,N,N,N,N
ENSG00000168575.10,transcript-rna-seq,6575,SLC20A2,ENSG00000168575,N,N,N,N,N
ENSG00000177192.14,transcript-rna-seq,80324,PUS1,ENSG00000177192,Y,N,N,Y,Y
ENSG00000188167.9,transcript-rna-seq,643853,TMPPE,ENSG00000188167,N,N,N,N,N
ENSG00000145107.16,transcript-rna-seq,116211,TM4SF19,ENSG00000145107,N,N,N,N,N
ENSG00000135439.12,transcript-rna-seq,116986,AGAP2,ENSG00000135439,N,N,N,N,N
ENSG00000184792.16,transcript-rna-seq,23762,OSBP2,ENSG00000184792,N,N,N,N,N
ENSG00000111358.14,transcript-rna-seq,2967,GTF2H3,ENSG00000111358,N,N,N,Y,Y
ENSG00000090530.10,transcript-rna-seq,55214,P3H2,ENSG00000090530,N,N,N,N,N
ENSG00000231246.3,transcript-rna-seq,105378909,LINC02884,ENSG00000231246,N,N,N,N,N
ENSG00000161677.12,transcript-rna-seq,126119,JOSD2,ENSG00000161677,Y,N,N,N,Y
ENSG00000167005.14,transcript-rna-seq,11051,NUDT21,ENSG00000167005,N,N,N,N,N
ENSG00000067601.9,transcript-rna-seq,5382,PMS2P4,ENSG00000067601,N,N,N,N,N
ENSG00000135525.19,transcript-rna-seq,9053,MAP7,ENSG00000135525,N,N,N,N,N
ENSG00000141030.13,transcript-rna-seq,8533,COPS3,ENSG00000141030,N,N,N,N,N
ENSG00000100600.15,transcript-rna-seq,5641,LGMN,ENSG00000100600,N,N,N,N,N
ENSG00000107186.17,transcript-rna-seq,8777,MPDZ,ENSG00000107186,N,N,N,N,N
ENSG00000203710.12,transcript-rna-seq,1378,CR1,ENSG00000203710,N,N,N,N,N
ENSG00000135905.20,transcript-rna-seq,55619,DOCK10,ENSG00000135905,N,N,N,Y,Y
ENSG00000172348.16,transcript-rna-seq,10231,RCAN2,ENSG00000172348,N,N,N,N,N
ENSG00000189180.16,transcript-rna-seq,7581,ZNF33A,ENSG00000189180,N,N,N,N,N
ENSG00000125735.11,transcript-rna-seq,8740,TNFSF14,ENSG00000125735,N,N,N,Y,Y
ENSG00000117597.18,transcript-rna-seq,27042,UTP25,ENSG00000117597,N,Y,N,Y,Y
ENSG00000145247.12,transcript-rna-seq,132299,OCIAD2,ENSG00000145247,N,N,N,Y,Y
ENSG00000185924.7,transcript-rna-seq,146760,RTN4RL1,ENSG00000185924,N,N,N,N,N
ENSG00000147852.17,transcript-rna-seq,7436,VLDLR,ENSG00000147852,N,N,N,N,N
ENSG00000002933.9,transcript-rna-seq,55365,TMEM176A,ENSG00000002933,N,N,N,N,N
ENSG00000186446.12,transcript-rna-seq,115560,ZNF501,ENSG00000186446,Y,N,N,N,Y
ENSG00000120805.14,transcript-rna-seq,400,ARL1,ENSG00000120805,N,N,N,N,N
ENSG00000132906.18,transcript-rna-seq,842,CASP9,ENSG00000132906,N,N,N,Y,Y
ENSG00000163535.18,transcript-rna-seq,151246,SGO2,ENSG00000163535,N,N,N,N,N
ENSG00000170264.13,transcript-rna-seq,84140,FAM161A,ENSG00000170264,N,N,N,N,N
ENSG00000175324.10,transcript-rna-seq,27257,LSM1,ENSG00000175324,N,N,N,N,N
ENSG00000158882.15,transcript-rna-seq,84134,TOMM40L,ENSG00000158882,N,N,N,N,N
ENSG00000115761.16,transcript-rna-seq,79954,NOL10,ENSG00000115761,N,N,N,N,N
ENSG00000136715.19,transcript-rna-seq,79595,SAP130,ENSG00000136715,N,N,N,N,N
ENSG00000262919.8,transcript-rna-seq,92002,CCNQ,ENSG00000262919,N,N,N,N,N
ENSG00000273117.1,transcript-rna-seq,NA,INSIG1-DT,ENSG00000273117,N,N,N,N,N
ENSG00000101474.12,transcript-rna-seq,57136,APMAP,ENSG00000101474,N,N,N,Y,Y
ENSG00000004948.16,transcript-rna-seq,799,CALCR,ENSG00000004948,N,N,N,N,N
ENSG00000172766.19,transcript-rna-seq,79612,NAA16,ENSG00000172766,N,N,N,N,N
ENSG00000198948.12,transcript-rna-seq,9848,MFAP3L,ENSG00000198948,N,N,N,N,N
ENSG00000135446.17,transcript-rna-seq,1019,CDK4,ENSG00000135446,Y,Y,N,Y,Y
ENSG00000115514.12,transcript-rna-seq,10190,TXNDC9,ENSG00000115514,N,N,N,N,N
ENSG00000224831.3,transcript-rna-seq,NA,TMEM183BP,ENSG00000224831,N,N,N,N,N
ENSG00000188643.11,transcript-rna-seq,140576,S100A16,ENSG00000188643,N,N,N,Y,Y
ENSG00000185963.14,transcript-rna-seq,23299,BICD2,ENSG00000185963,Y,N,N,N,Y
ENSG00000168096.15,transcript-rna-seq,124401,ANKS3,ENSG00000168096,Y,N,N,N,Y
ENSG00000148803.12,transcript-rna-seq,282969,FUOM,ENSG00000148803,N,N,N,N,N
ENSG00000249242.8,transcript-rna-seq,441027,TMEM150C,ENSG00000249242,N,N,N,N,N
ENSG00000087299.12,transcript-rna-seq,79944,L2HGDH,ENSG00000087299,N,N,N,N,N
ENSG00000245571.7,transcript-rna-seq,101927204,FAM111A-DT,ENSG00000245571,N,N,N,N,N
ENSG00000175387.16,transcript-rna-seq,4087,SMAD2,ENSG00000175387,N,N,N,N,N
ENSG00000167186.11,transcript-rna-seq,10229,COQ7,ENSG00000167186,N,N,N,N,N
ENSG00000054654.20,transcript-rna-seq,23224,SYNE2,ENSG00000054654,N,N,N,N,N
ENSG00000174227.16,transcript-rna-seq,54872,PIGG,ENSG00000174227,N,N,N,N,N
ENSG00000105851.11,transcript-rna-seq,5294,PIK3CG,ENSG00000105851,N,N,N,Y,Y
ENSG00000079819.19,transcript-rna-seq,2037,EPB41L2,ENSG00000079819,N,N,N,N,N
ENSG00000141956.14,transcript-rna-seq,63977,PRDM15,ENSG00000141956,Y,N,N,N,Y
ENSG00000163902.12,transcript-rna-seq,6184,RPN1,ENSG00000163902,N,N,N,N,N
ENSG00000080947.15,transcript-rna-seq,114819,CROCCP3,ENSG00000080947,N,N,N,N,N
ENSG00000119906.13,transcript-rna-seq,55719,SLF2,ENSG00000119906,N,N,N,Y,Y
ENSG00000121775.18,transcript-rna-seq,55116,TMEM39B,ENSG00000121775,N,N,N,N,N
ENSG00000152700.14,transcript-rna-seq,51128,SAR1B,ENSG00000152700,Y,N,N,N,Y
ENSG00000164010.15,transcript-rna-seq,114625,ERMAP,ENSG00000164010,N,N,N,N,N
ENSG00000102531.16,transcript-rna-seq,22862,FNDC3A,ENSG00000102531,Y,N,N,Y,Y
ENSG00000184678.11,transcript-rna-seq,8349,H2BC21,ENSG00000184678,N,N,N,N,N
ENSG00000166770.12,transcript-rna-seq,100128252,ZNF667-AS1,ENSG00000166770,N,N,N,N,N
ENSG00000102096.9,transcript-rna-seq,11040,PIM2,ENSG00000102096,N,N,N,N,N
ENSG00000107554.17,transcript-rna-seq,23268,DNMBP,ENSG00000107554,N,N,N,N,N
ENSG00000213020.10,transcript-rna-seq,81856,ZNF611,ENSG00000213020,Y,N,N,N,Y
ENSG00000100297.16,transcript-rna-seq,4174,MCM5,ENSG00000100297,N,N,N,N,N
ENSG00000189007.16,transcript-rna-seq,134637,ADAT2,ENSG00000189007,N,N,N,Y,Y
ENSG00000132313.15,transcript-rna-seq,51318,MRPL35,ENSG00000132313,Y,N,N,N,Y
ENSG00000079459.13,transcript-rna-seq,2222,FDFT1,ENSG00000079459,N,N,N,N,N
ENSG00000211899.10,transcript-rna-seq,NA,IGHM,ENSG00000211899,N,N,N,N,N
ENSG00000102967.12,transcript-rna-seq,1723,DHODH,ENSG00000102967,Y,N,N,N,Y
ENSG00000119801.13,transcript-rna-seq,51646,YPEL5,ENSG00000119801,N,N,N,N,N
ENSG00000167311.14,transcript-rna-seq,116969,ART5,ENSG00000167311,N,N,N,N,N
ENSG00000102032.13,transcript-rna-seq,5973,RENBP,ENSG00000102032,N,N,N,N,N
ENSG00000000457.14,transcript-rna-seq,57147,SCYL3,ENSG00000000457,N,N,N,N,N
ENSG00000124104.19,transcript-rna-seq,90203,SNX21,ENSG00000124104,N,N,N,Y,Y
ENSG00000171612.7,transcript-rna-seq,84275,SLC25A33,ENSG00000171612,N,Y,N,Y,Y
ENSG00000205309.14,transcript-rna-seq,56953,NT5M,ENSG00000205309,N,N,N,N,N
ENSG00000164329.14,transcript-rna-seq,167153,TENT2,ENSG00000164329,N,N,N,N,N
ENSG00000187066.9,transcript-rna-seq,100130348,TMEM262,ENSG00000187066,N,N,N,N,N
ENSG00000230487.9,transcript-rna-seq,114796,PSMG3-AS1,ENSG00000230487,N,N,N,N,N
ENSG00000110786.18,transcript-rna-seq,84867,PTPN5,ENSG00000110786,N,N,N,N,N
ENSG00000149534.9,transcript-rna-seq,2206,MS4A2,ENSG00000149534,N,N,N,N,N
ENSG00000090263.16,transcript-rna-seq,51650,MRPS33,ENSG00000090263,N,N,N,N,N
ENSG00000237036.6,transcript-rna-seq,220930,ZEB1-AS1,ENSG00000237036,N,N,N,N,N
ENSG00000102890.16,transcript-rna-seq,79767,ELMO3,ENSG00000102890,N,N,N,N,N
ENSG00000251136.10,transcript-rna-seq,101929709,RIPK2-DT,ENSG00000251136,N,N,N,N,N
ENSG00000173517.11,transcript-rna-seq,79834,PEAK1,ENSG00000173517,N,N,N,N,N
ENSG00000102897.10,transcript-rna-seq,57149,LYRM1,ENSG00000102897,N,N,N,N,N
ENSG00000107897.20,transcript-rna-seq,91452,ACBD5,ENSG00000107897,N,N,N,Y,Y
ENSG00000141699.11,transcript-rna-seq,162427,RETREG3,ENSG00000141699,N,N,N,N,N
ENSG00000275832.5,transcript-rna-seq,57636,ARHGAP23,ENSG00000275832,N,Y,N,Y,Y
ENSG00000164344.16,transcript-rna-seq,3818,KLKB1,ENSG00000164344,N,N,N,N,N
ENSG00000082293.13,transcript-rna-seq,1310,COL19A1,ENSG00000082293,N,N,N,N,N
ENSG00000164418.22,transcript-rna-seq,2898,GRIK2,ENSG00000164418,N,N,N,N,N
ENSG00000253352.10,transcript-rna-seq,NA,TUG1,ENSG00000253352,N,N,N,Y,Y
ENSG00000259207.9,transcript-rna-seq,3690,ITGB3,ENSG00000259207,N,N,N,Y,Y
ENSG00000171885.18,transcript-rna-seq,361,AQP4,ENSG00000171885,N,N,N,N,N
ENSG00000119522.17,transcript-rna-seq,57706,DENND1A,ENSG00000119522,N,Y,N,Y,Y
ENSG00000178741.12,transcript-rna-seq,9377,COX5A,ENSG00000178741,Y,Y,N,Y,Y
ENSG00000255302.5,transcript-rna-seq,23741,EID1,ENSG00000255302,Y,N,N,N,Y
ENSG00000181982.19,transcript-rna-seq,91050,CCDC149,ENSG00000181982,N,N,N,N,N
ENSG00000166068.13,transcript-rna-seq,161742,SPRED1,ENSG00000166068,N,N,N,Y,Y
ENSG00000144827.9,transcript-rna-seq,55347,ABHD10,ENSG00000144827,N,N,N,N,N
ENSG00000198791.12,transcript-rna-seq,29883,CNOT7,ENSG00000198791,N,N,N,N,N
ENSG00000206053.13,transcript-rna-seq,90861,JPT2,ENSG00000206053,N,N,N,N,N
ENSG00000152583.13,transcript-rna-seq,8404,SPARCL1,ENSG00000152583,N,N,N,N,N
ENSG00000185721.13,transcript-rna-seq,4733,DRG1,ENSG00000185721,Y,N,N,Y,Y
ENSG00000237541.4,transcript-rna-seq,3117,HLA-DQA2,ENSG00000237541,N,N,N,N,N
ENSG00000163104.18,transcript-rna-seq,56916,SMARCAD1,ENSG00000163104,N,N,N,Y,Y
ENSG00000144837.9,transcript-rna-seq,51365,PLA1A,ENSG00000144837,N,N,N,Y,Y
ENSG00000214900.12,transcript-rna-seq,196913,LINC01588,ENSG00000214900,N,N,N,N,N
ENSG00000173482.17,transcript-rna-seq,5797,PTPRM,ENSG00000173482,Y,Y,N,Y,Y
ENSG00000099290.17,transcript-rna-seq,387680,WASHC2A,ENSG00000099290,N,Y,N,Y,Y
ENSG00000066923.18,transcript-rna-seq,10734,STAG3,ENSG00000066923,N,N,N,Y,Y
ENSG00000196391.11,transcript-rna-seq,342132,ZNF774,ENSG00000196391,N,N,N,N,N
ENSG00000053524.13,transcript-rna-seq,23101,MCF2L2,ENSG00000053524,N,N,N,N,N
ENSG00000196456.13,transcript-rna-seq,285971,ZNF775,ENSG00000196456,N,Y,N,N,Y
ENSG00000153015.17,transcript-rna-seq,10283,CWC27,ENSG00000153015,N,N,N,N,N
ENSG00000069188.17,transcript-rna-seq,54549,SDK2,ENSG00000069188,N,N,N,N,N
ENSG00000184182.19,transcript-rna-seq,140739,UBE2F,ENSG00000184182,N,N,N,N,N
ENSG00000154330.13,transcript-rna-seq,5239,PGM5,ENSG00000154330,N,N,N,N,N
ENSG00000150471.17,transcript-rna-seq,23284,ADGRL3,ENSG00000150471,N,N,N,N,N
ENSG00000175348.11,transcript-rna-seq,56674,TMEM9B,ENSG00000175348,N,N,N,N,N
ENSG00000047621.12,transcript-rna-seq,57102,C12orf4,ENSG00000047621,N,N,N,N,N
ENSG00000126458.4,transcript-rna-seq,6237,RRAS,ENSG00000126458,N,N,N,N,N
ENSG00000139574.9,transcript-rna-seq,8620,NPFF,ENSG00000139574,N,N,N,N,N
ENSG00000125414.19,transcript-rna-seq,4620,MYH2,ENSG00000125414,N,N,N,N,N
ENSG00000051620.11,transcript-rna-seq,23593,HEBP2,ENSG00000051620,N,N,N,N,N
ENSG00000151062.15,transcript-rna-seq,93589,CACNA2D4,ENSG00000151062,N,N,N,Y,Y
ENSG00000164442.10,transcript-rna-seq,10370,CITED2,ENSG00000164442,Y,N,N,N,Y
ENSG00000113732.9,transcript-rna-seq,8992,ATP6V0E1,ENSG00000113732,N,Y,N,Y,Y
ENSG00000270765.7,transcript-rna-seq,246176,GAS2L2,ENSG00000270765,N,N,N,N,N
ENSG00000270276.3,transcript-rna-seq,554313,H4C15,ENSG00000270276,N,N,N,N,N
ENSG00000172935.9,transcript-rna-seq,116535,MRGPRF,ENSG00000172935,N,N,N,N,N
ENSG00000170425.4,transcript-rna-seq,136,ADORA2B,ENSG00000170425,N,N,N,N,N
ENSG00000170469.11,transcript-rna-seq,202051,SPATA24,ENSG00000170469,N,N,N,N,N
ENSG00000107362.14,transcript-rna-seq,51104,ABHD17B,ENSG00000107362,Y,N,N,Y,Y
ENSG00000229619.5,transcript-rna-seq,401093,MBNL1-AS1,ENSG00000229619,N,N,N,N,N
ENSG00000113615.13,transcript-rna-seq,10802,SEC24A,ENSG00000113615,N,N,N,Y,Y
ENSG00000169967.17,transcript-rna-seq,10746,MAP3K2,ENSG00000169967,N,N,N,N,N
ENSG00000100811.14,transcript-rna-seq,7528,YY1,ENSG00000100811,N,N,N,N,N
ENSG00000168872.17,transcript-rna-seq,55308,DDX19A,ENSG00000168872,Y,N,N,Y,Y
ENSG00000058673.17,transcript-rna-seq,9877,ZC3H11A,ENSG00000058673,Y,Y,N,N,Y
ENSG00000196821.10,transcript-rna-seq,64771,ILRUN,ENSG00000196821,N,N,N,Y,Y
ENSG00000139173.10,transcript-rna-seq,84216,TMEM117,ENSG00000139173,N,N,N,N,N
ENSG00000196189.14,transcript-rna-seq,64218,SEMA4A,ENSG00000196189,N,N,N,Y,Y
ENSG00000184708.18,transcript-rna-seq,56478,EIF4ENIF1,ENSG00000184708,N,N,N,Y,Y
ENSG00000154864.14,transcript-rna-seq,63895,PIEZO2,ENSG00000154864,N,N,N,N,N
ENSG00000175115.13,transcript-rna-seq,55690,PACS1,ENSG00000175115,N,N,N,N,N
ENSG00000162981.14,transcript-rna-seq,151354,LRATD1,ENSG00000162981,N,N,N,N,N
ENSG00000249859.13,transcript-rna-seq,NA,PVT1,ENSG00000249859,N,N,N,N,N
ENSG00000134152.11,transcript-rna-seq,79768,KATNBL1,ENSG00000134152,N,N,N,N,N
ENSG00000170412.18,transcript-rna-seq,55890,GPRC5C,ENSG00000170412,N,N,N,N,N
ENSG00000067365.15,transcript-rna-seq,79091,METTL22,ENSG00000067365,N,N,N,N,N
ENSG00000143845.15,transcript-rna-seq,55224,ETNK2,ENSG00000143845,N,N,N,N,N
ENSG00000070087.15,transcript-rna-seq,5217,PFN2,ENSG00000070087,N,N,N,N,N
ENSG00000147027.4,transcript-rna-seq,83604,TMEM47,ENSG00000147027,N,N,N,N,N
ENSG00000260528.6,transcript-rna-seq,NA,FAM157C,ENSG00000260528,N,N,N,N,N
ENSG00000151136.15,transcript-rna-seq,121551,BTBD11,ENSG00000151136,Y,N,N,N,Y
ENSG00000155324.10,transcript-rna-seq,65983,GRAMD2B,ENSG00000155324,N,N,N,N,N
ENSG00000141384.13,transcript-rna-seq,6875,TAF4B,ENSG00000141384,Y,Y,N,Y,Y
ENSG00000171310.11,transcript-rna-seq,50515,CHST11,ENSG00000171310,N,N,N,N,N
ENSG00000126461.15,transcript-rna-seq,58506,SCAF1,ENSG00000126461,N,N,N,N,N
ENSG00000156709.15,transcript-rna-seq,9131,AIFM1,ENSG00000156709,N,N,N,N,N
ENSG00000122779.18,transcript-rna-seq,8805,TRIM24,ENSG00000122779,Y,N,N,N,Y
ENSG00000173575.22,transcript-rna-seq,1106,CHD2,ENSG00000173575,Y,N,N,Y,Y
ENSG00000204177.11,transcript-rna-seq,399761,BMS1P1,ENSG00000204177,N,N,N,N,N
ENSG00000243749.1,transcript-rna-seq,100506144,TMEM35B,ENSG00000243749,N,N,N,N,N
ENSG00000225573.4,transcript-rna-seq,NA,RPL35P5,ENSG00000225573,N,N,N,N,N
ENSG00000128607.14,transcript-rna-seq,23008,KLHDC10,ENSG00000128607,N,N,N,N,N
ENSG00000159884.12,transcript-rna-seq,203260,CCDC107,ENSG00000159884,N,N,N,Y,Y
ENSG00000121864.10,transcript-rna-seq,51193,ZNF639,ENSG00000121864,N,N,N,N,N
ENSG00000177556.12,transcript-rna-seq,475,ATOX1,ENSG00000177556,Y,N,N,N,Y
ENSG00000196116.8,transcript-rna-seq,23424,TDRD7,ENSG00000196116,N,N,N,N,N
ENSG00000105221.18,transcript-rna-seq,208,AKT2,ENSG00000105221,N,N,N,N,N
ENSG00000143653.10,transcript-rna-seq,51097,SCCPDH,ENSG00000143653,N,N,N,N,N
ENSG00000105483.18,transcript-rna-seq,22900,CARD8,ENSG00000105483,N,Y,N,Y,Y
ENSG00000124107.5,transcript-rna-seq,6590,SLPI,ENSG00000124107,N,N,N,N,N
ENSG00000172269.20,transcript-rna-seq,1798,DPAGT1,ENSG00000172269,N,N,N,Y,Y
ENSG00000188010.16,transcript-rna-seq,729967,MORN2,ENSG00000188010,Y,N,N,N,Y
ENSG00000211456.13,transcript-rna-seq,22908,SACM1L,ENSG00000211456,Y,N,N,Y,Y
ENSG00000113272.14,transcript-rna-seq,54974,THG1L,ENSG00000113272,Y,N,N,N,Y
ENSG00000114988.12,transcript-rna-seq,81562,LMAN2L,ENSG00000114988,N,N,N,N,N
ENSG00000170525.21,transcript-rna-seq,5209,PFKFB3,ENSG00000170525,N,N,N,N,N
ENSG00000013573.17,transcript-rna-seq,1663,DDX11,ENSG00000013573,N,N,N,N,N
ENSG00000101935.12,transcript-rna-seq,9949,AMMECR1,ENSG00000101935,Y,N,N,N,Y
ENSG00000099910.17,transcript-rna-seq,84861,KLHL22,ENSG00000099910,N,Y,N,Y,Y
ENSG00000237489.5,transcript-rna-seq,387723,C10orf143,ENSG00000237489,N,N,N,N,N
ENSG00000167637.18,transcript-rna-seq,284349,ZNF283,ENSG00000167637,N,N,N,N,N
ENSG00000129559.13,transcript-rna-seq,4738,NEDD8,ENSG00000129559,N,N,N,N,N
ENSG00000174099.12,transcript-rna-seq,253827,MSRB3,ENSG00000174099,N,N,N,N,N
ENSG00000254986.8,transcript-rna-seq,10072,DPP3,ENSG00000254986,N,N,N,N,N
ENSG00000196597.13,transcript-rna-seq,158431,ZNF782,ENSG00000196597,N,N,N,N,N
ENSG00000016391.11,transcript-rna-seq,55349,CHDH,ENSG00000016391,N,N,N,N,N
ENSG00000245275.8,transcript-rna-seq,386627,SAP30L-AS1,ENSG00000245275,Y,N,N,N,Y
ENSG00000116005.12,transcript-rna-seq,51449,PCYOX1,ENSG00000116005,N,N,N,N,N
ENSG00000087086.15,transcript-rna-seq,2512,FTL,ENSG00000087086,Y,Y,N,Y,Y
ENSG00000182568.17,transcript-rna-seq,6304,SATB1,ENSG00000182568,N,N,N,N,N
ENSG00000117862.13,transcript-rna-seq,51060,TXNDC12,ENSG00000117862,N,N,N,N,N
ENSG00000185028.4,transcript-rna-seq,389257,LRRC14B,ENSG00000185028,N,N,N,N,N
ENSG00000106992.19,transcript-rna-seq,203,AK1,ENSG00000106992,N,N,N,N,N
ENSG00000184730.12,transcript-rna-seq,55911,APOBR,ENSG00000184730,N,N,N,Y,Y
ENSG00000070367.16,transcript-rna-seq,10640,EXOC5,ENSG00000070367,N,N,N,N,N
ENSG00000110881.12,transcript-rna-seq,41,ASIC1,ENSG00000110881,N,N,N,N,N
ENSG00000127946.17,transcript-rna-seq,3092,HIP1,ENSG00000127946,N,N,N,N,N
ENSG00000011009.11,transcript-rna-seq,11313,LYPLA2,ENSG00000011009,N,N,N,N,N
ENSG00000196482.18,transcript-rna-seq,2104,ESRRG,ENSG00000196482,N,N,N,N,N
ENSG00000126698.11,transcript-rna-seq,22826,DNAJC8,ENSG00000126698,N,N,N,Y,Y
ENSG00000124151.19,transcript-rna-seq,8202,NCOA3,ENSG00000124151,Y,Y,N,Y,Y
ENSG00000078328.23,transcript-rna-seq,54715,RBFOX1,ENSG00000078328,Y,N,N,N,Y
ENSG00000182973.20,transcript-rna-seq,25904,CNOT10,ENSG00000182973,N,N,N,N,N
ENSG00000205861.13,transcript-rna-seq,542767,PCOTH,ENSG00000205861,N,N,N,Y,Y
