"Cluster","interaction","modality","name","regulator_id","selected","shared interaction","shared name","site","target_id","tissue","Weight"
"9","regulates","EE","Retinol (regulates) SCO1",,"false","regulates","Retinol (regulates) SCO1",,"ENSG00000133028.12","blood.muscle","0.100834861226015"
"9","regulates","EE","Retinol (regulates) FAM104A",,"false","regulates","Retinol (regulates) FAM104A",,"ENSG00000133193.13","blood.muscle","0.166066920257637"
"9","regulates","EE","Retinol (regulates) ACTR3B",,"false","regulates","Retinol (regulates) ACTR3B",,"ENSG00000133627.18","blood.muscle","0.202501233785898"
"9","regulates","EE","Retinol (regulates) RSAD2",,"false","regulates","Retinol (regulates) RSAD2",,"ENSG00000134321.13","blood.muscle","0.106876034939323"
"9","regulates","EE","Retinol (regulates) PIGC",,"false","regulates","Retinol (regulates) PIGC",,"ENSG00000135845.10","blood.muscle","0.1473949167002"
"9","regulates","EE","Retinol (regulates) BAAT",,"false","regulates","Retinol (regulates) BAAT",,"ENSG00000136881.12","blood.muscle","0.152940548374603"
"9","regulates","EE","Retinol (regulates) GARNL3",,"false","regulates","Retinol (regulates) GARNL3",,"ENSG00000136895.19","blood.muscle","0.102447074659671"
"9","regulates","EE","Retinol (regulates) RIPK1",,"false","regulates","Retinol (regulates) RIPK1",,"ENSG00000137275.16","blood.muscle","0.170068273869816"
"9","regulates","EE","Retinol (regulates) MDC1",,"false","regulates","Retinol (regulates) MDC1",,"ENSG00000137337.16","blood.muscle","0.116444013322876"
"9","regulates","EE","Retinol (regulates) THAP12",,"false","regulates","Retinol (regulates) THAP12",,"ENSG00000137492.9","blood.muscle","0.1589820219745"
"9","regulates","EE","Retinol (regulates) TTLL7",,"false","regulates","Retinol (regulates) TTLL7",,"ENSG00000137941.17","blood.muscle","0.129162651667947"
"9","regulates","EE","Retinol (regulates) RITA1",,"false","regulates","Retinol (regulates) RITA1",,"ENSG00000139405.16","blood.muscle","0.109273423957117"
"9","regulates","EE","Retinol (regulates) SLC46A3",,"false","regulates","Retinol (regulates) SLC46A3",,"ENSG00000139508.15","blood.muscle","0.201856671801475"
"9","regulates","EE","Retinol (regulates) SETD1B",,"false","regulates","Retinol (regulates) SETD1B",,"ENSG00000139718.12","blood.muscle","0.1404848932975"
"9","regulates","EE","Retinol (regulates) COMMD4",,"false","regulates","Retinol (regulates) COMMD4",,"ENSG00000140365.16","blood.muscle","0.118717223344323"
"9","regulates","EE","Retinol (regulates) GLYR1",,"false","regulates","Retinol (regulates) GLYR1",,"ENSG00000140632.17","blood.muscle","0.13591605912167"
"9","regulates","EE","Retinol (regulates) NT5C3B",,"false","regulates","Retinol (regulates) NT5C3B",,"ENSG00000141698.17","blood.muscle","0.210106586519016"
"9","regulates","EE","Retinol (regulates) NFIC",,"false","regulates","Retinol (regulates) NFIC",,"ENSG00000141905.19","blood.muscle","0.158984826870391"
"9","regulates","EE","Retinol (regulates) ITGB3BP",,"false","regulates","Retinol (regulates) ITGB3BP",,"ENSG00000142856.17","blood.muscle","0.145361568155109"
"9","regulates","EE","Retinol (regulates) TARS2",,"false","regulates","Retinol (regulates) TARS2",,"ENSG00000143374.18","blood.muscle","0.129062197357513"
"9","regulates","EE","Retinol (regulates) ADAMTSL4",,"false","regulates","Retinol (regulates) ADAMTSL4",,"ENSG00000143382.16","blood.muscle","0.246795649988867"
"9","regulates","EE","Retinol (regulates) INTS3",,"false","regulates","Retinol (regulates) INTS3",,"ENSG00000143624.14","blood.muscle","0.120849752007931"
"9","regulates","EE","Retinol (regulates) TTC13",,"false","regulates","Retinol (regulates) TTC13",,"ENSG00000143643.13","blood.muscle","0.103423495573264"
"9","regulates","EE","Retinol (regulates) RABL2A",,"false","regulates","Retinol (regulates) RABL2A",,"ENSG00000144134.19","blood.muscle","0.149261871755417"
"9","regulates","EE","Retinol (regulates) ANKMY1",,"false","regulates","Retinol (regulates) ANKMY1",,"ENSG00000144504.16","blood.muscle","0.158269098199399"
"9","regulates","EE","Retinol (regulates) COPS7B",,"false","regulates","Retinol (regulates) COPS7B",,"ENSG00000144524.18","blood.muscle","0.252091326370447"
"9","regulates","EE","Retinol (regulates) FAM193B",,"false","regulates","Retinol (regulates) FAM193B",,"ENSG00000146067.16","blood.muscle","0.144939934215303"
"9","regulates","EE","Retinol (regulates) CLVS2",,"false","regulates","Retinol (regulates) CLVS2",,"ENSG00000146352.13","blood.muscle","0.112778497186232"
"9","regulates","EE","Retinol (regulates) ASB15",,"false","regulates","Retinol (regulates) ASB15",,"ENSG00000146809.14","blood.muscle","0.116291634791459"
"9","regulates","EE","Retinol (regulates) LUC7L2",,"false","regulates","Retinol (regulates) LUC7L2",,"ENSG00000146963.18","blood.muscle","0.145847233668853"
"9","regulates","EE","Retinol (regulates) NSD3",,"false","regulates","Retinol (regulates) NSD3",,"ENSG00000147548.17","blood.muscle","0.137033678117501"
"9","regulates","EE","Retinol (regulates) TERF1",,"false","regulates","Retinol (regulates) TERF1",,"ENSG00000147601.15","blood.muscle","0.157690956185355"
"9","regulates","EE","Retinol (regulates) RPL7",,"false","regulates","Retinol (regulates) RPL7",,"ENSG00000147604.14","blood.muscle","0.186027791488121"
"9","regulates","EE","Retinol (regulates) GPR107",,"false","regulates","Retinol (regulates) GPR107",,"ENSG00000148358.20","blood.muscle","0.235159604315118"
"9","regulates","EE","Retinol (regulates) DPH7",,"false","regulates","Retinol (regulates) DPH7",,"ENSG00000148399.13","blood.muscle","0.159462861891344"
"9","regulates","EE","Retinol (regulates) TKFC",,"false","regulates","Retinol (regulates) TKFC",,"ENSG00000149476.16","blood.muscle","0.110776400724762"
"9","regulates","EE","Retinol (regulates) CPSF7",,"false","regulates","Retinol (regulates) CPSF7",,"ENSG00000149532.16","blood.muscle","0.104520490284631"
"9","regulates","EE","Retinol (regulates) CYRIB",,"false","regulates","Retinol (regulates) CYRIB",,"ENSG00000153310.20","blood.muscle","0.112012591630384"
"9","regulates","EE","Retinol (regulates) CXXC1",,"false","regulates","Retinol (regulates) CXXC1",,"ENSG00000154832.16","blood.muscle","0.108999211320044"
"9","regulates","EE","Retinol (regulates) MPPE1",,"false","regulates","Retinol (regulates) MPPE1",,"ENSG00000154889.17","blood.muscle","0.308379342319411"
"9","regulates","EE","Retinol (regulates) DKK2",,"false","regulates","Retinol (regulates) DKK2",,"ENSG00000155011.9","blood.muscle","0.139936817182504"
"9","regulates","EE","Retinol (regulates) FBXL18",,"false","regulates","Retinol (regulates) FBXL18",,"ENSG00000155034.20","blood.muscle","0.1287493054981"
"9","regulates","EE","Retinol (regulates) AK9",,"false","regulates","Retinol (regulates) AK9",,"ENSG00000155085.16","blood.muscle","0.258325825300967"
"9","regulates","EE","Retinol (regulates) GRAMD2B",,"false","regulates","Retinol (regulates) GRAMD2B",,"ENSG00000155324.10","blood.muscle","0.182348355265074"
"9","regulates","EE","Retinol (regulates) NUP205",,"false","regulates","Retinol (regulates) NUP205",,"ENSG00000155561.15","blood.muscle","0.113560042217058"
"9","regulates","EE","Retinol (regulates) FAM126B",,"false","regulates","Retinol (regulates) FAM126B",,"ENSG00000155744.10","blood.muscle","0.123310589783753"
"9","regulates","EE","Retinol (regulates) TMEM237",,"false","regulates","Retinol (regulates) TMEM237",,"ENSG00000155755.20","blood.muscle","0.156411793458588"
"9","regulates","EE","Retinol (regulates) RNF20",,"false","regulates","Retinol (regulates) RNF20",,"ENSG00000155827.12","blood.muscle","0.123528314281398"
"9","regulates","EE","Retinol (regulates) PWWP3B",,"false","regulates","Retinol (regulates) PWWP3B",,"ENSG00000157502.13","blood.muscle","0.109189082829836"
"9","regulates","EE","Retinol (regulates) LAD1",,"false","regulates","Retinol (regulates) LAD1",,"ENSG00000159166.15","blood.muscle","0.181854169371508"
"9","regulates","EE","Retinol (regulates) THEM4",,"false","regulates","Retinol (regulates) THEM4",,"ENSG00000159445.13","blood.muscle","0.119867590179891"
"9","regulates","EE","Retinol (regulates) ZNF714",,"false","regulates","Retinol (regulates) ZNF714",,"ENSG00000160352.16","blood.muscle","0.135269340679165"
"9","regulates","EE","Retinol (regulates) ZNF333",,"false","regulates","Retinol (regulates) ZNF333",,"ENSG00000160961.12","blood.muscle","0.185558076413442"
"9","regulates","EE","Retinol (regulates) SPSB3",,"false","regulates","Retinol (regulates) SPSB3",,"ENSG00000162032.16","blood.muscle","0.182241623307994"
"9","regulates","EE","Retinol (regulates) PPP1R32",,"false","regulates","Retinol (regulates) PPP1R32",,"ENSG00000162148.11","blood.muscle","0.120183318642442"
"9","regulates","EE","Retinol (regulates) DIRAS3",,"false","regulates","Retinol (regulates) DIRAS3",,"ENSG00000162595.8","blood.muscle","0.108879798752161"
"9","regulates","EE","Retinol (regulates) SLC15A2",,"false","regulates","Retinol (regulates) SLC15A2",,"ENSG00000163406.11","blood.muscle","0.115224825586682"
"9","regulates","EE","Retinol (regulates) STK36",,"false","regulates","Retinol (regulates) STK36",,"ENSG00000163482.12","blood.muscle","0.103604477482502"
"9","regulates","EE","Retinol (regulates) RPP14",,"false","regulates","Retinol (regulates) RPP14",,"ENSG00000163684.12","blood.muscle","0.141527014566962"
"9","regulates","EE","Retinol (regulates) APBB2",,"false","regulates","Retinol (regulates) APBB2",,"ENSG00000163697.17","blood.muscle","0.131583115757466"
"9","regulates","EE","Retinol (regulates) ZNF589",,"false","regulates","Retinol (regulates) ZNF589",,"ENSG00000164048.14","blood.muscle","0.117591944512771"
"9","regulates","EE","Retinol (regulates) RAD54L2",,"false","regulates","Retinol (regulates) RAD54L2",,"ENSG00000164080.14","blood.muscle","0.110506214485834"
"9","regulates","EE","Retinol (regulates) IL15",,"false","regulates","Retinol (regulates) IL15",,"ENSG00000164136.17","blood.muscle","0.127822581979623"
"9","regulates","EE","Retinol (regulates) PGGT1B",,"false","regulates","Retinol (regulates) PGGT1B",,"ENSG00000164219.10","blood.muscle","0.108621832843793"
"9","regulates","EE","Retinol (regulates) ANKRA2",,"false","regulates","Retinol (regulates) ANKRA2",,"ENSG00000164331.10","blood.muscle","0.291906775177673"
"9","regulates","EE","Retinol (regulates) SLC13A4",,"false","regulates","Retinol (regulates) SLC13A4",,"ENSG00000164707.16","blood.muscle","0.182663831724149"
"9","regulates","EE","Retinol (regulates) CDK5",,"false","regulates","Retinol (regulates) CDK5",,"ENSG00000164885.13","blood.muscle","0.126523650364467"
"9","regulates","EE","Retinol (regulates) PGAP4",,"false","regulates","Retinol (regulates) PGAP4",,"ENSG00000165152.9","blood.muscle","0.125834722655729"
"9","regulates","EE","Retinol (regulates) TSHR",,"false","regulates","Retinol (regulates) TSHR",,"ENSG00000165409.18","blood.muscle","0.125598150383434"
"9","regulates","EE","Retinol (regulates) CRYL1",,"false","regulates","Retinol (regulates) CRYL1",,"ENSG00000165475.15","blood.muscle","0.127109102675495"
"9","regulates","EE","Retinol (regulates) SNAPC4",,"false","regulates","Retinol (regulates) SNAPC4",,"ENSG00000165684.6","blood.muscle","0.170545790891086"
"9","regulates","EE","Retinol (regulates) MSS51",,"false","regulates","Retinol (regulates) MSS51",,"ENSG00000166343.10","blood.muscle","0.131849410989098"
"9","regulates","EE","Retinol (regulates) TRIM66",,"false","regulates","Retinol (regulates) TRIM66",,"ENSG00000166436.17","blood.muscle","0.153647511804774"
"9","regulates","EE","Retinol (regulates) PLEKHA7",,"false","regulates","Retinol (regulates) PLEKHA7",,"ENSG00000166689.16","blood.muscle","0.100638915761039"
"9","regulates","EE","Retinol (regulates) VPS39",,"false","regulates","Retinol (regulates) VPS39",,"ENSG00000166887.16","blood.muscle","0.186612569853569"
"9","regulates","EE","Retinol (regulates) MBD6",,"false","regulates","Retinol (regulates) MBD6",,"ENSG00000166987.15","blood.muscle","0.128059244677178"
"9","regulates","EE","Retinol (regulates) ISLR2",,"false","regulates","Retinol (regulates) ISLR2",,"ENSG00000167178.17","blood.muscle","0.138064387386686"
"9","regulates","EE","Retinol (regulates) KATNAL2",,"false","regulates","Retinol (regulates) KATNAL2",,"ENSG00000167216.19","blood.muscle","0.183093356434447"
"9","regulates","EE","Retinol (regulates) TRAPPC2L",,"false","regulates","Retinol (regulates) TRAPPC2L",,"ENSG00000167515.10","blood.muscle","0.136898384426969"
"9","regulates","EE","Retinol (regulates) ATCAY",,"false","regulates","Retinol (regulates) ATCAY",,"ENSG00000167654.18","blood.muscle","0.243751489570134"
"9","regulates","EE","Retinol (regulates) ANKS3",,"false","regulates","Retinol (regulates) ANKS3",,"ENSG00000168096.15","blood.muscle","0.169681110510534"
"9","regulates","EE","Retinol (regulates) CPLX1",,"false","regulates","Retinol (regulates) CPLX1",,"ENSG00000168993.15","blood.muscle","0.152989034983961"
"9","regulates","EE","Retinol (regulates) RGS14",,"false","regulates","Retinol (regulates) RGS14",,"ENSG00000169220.18","blood.muscle","0.151154564036357"
"9","regulates","EE","Retinol (regulates) CA5B",,"false","regulates","Retinol (regulates) CA5B",,"ENSG00000169239.13","blood.muscle","0.104785793121222"
"9","regulates","EE","Retinol (regulates) SIN3A",,"false","regulates","Retinol (regulates) SIN3A",,"ENSG00000169375.16","blood.muscle","0.168616422806573"
"9","regulates","EE","Retinol (regulates) MT1E",,"false","regulates","Retinol (regulates) MT1E",,"ENSG00000169715.15","blood.muscle","0.184482897382886"
"9","regulates","EE","Retinol (regulates) PCDH7",,"false","regulates","Retinol (regulates) PCDH7",,"ENSG00000169851.15","blood.muscle","0.12960997490184"
"9","regulates","EE","Retinol (regulates) BRD3",,"false","regulates","Retinol (regulates) BRD3",,"ENSG00000169925.17","blood.muscle","0.293082667319925"
"9","regulates","EE","Retinol (regulates) NFRKB",,"false","regulates","Retinol (regulates) NFRKB",,"ENSG00000170322.15","blood.muscle","0.217519185409359"
"9","regulates","EE","Retinol (regulates) RASA4B",,"false","regulates","Retinol (regulates) RASA4B",,"ENSG00000170667.15","blood.muscle","0.177606438013533"
"9","regulates","EE","Retinol (regulates) LGALS4",,"false","regulates","Retinol (regulates) LGALS4",,"ENSG00000171747.9","blood.muscle","0.104070258549384"
"9","regulates","EE","Retinol (regulates) EXOSC10",,"false","regulates","Retinol (regulates) EXOSC10",,"ENSG00000171824.14","blood.muscle","0.101978701159554"
"9","regulates","EE","Retinol (regulates) MTBP",,"false","regulates","Retinol (regulates) MTBP",,"ENSG00000172167.8","blood.muscle","0.266870716940382"
"9","regulates","EE","Retinol (regulates) ALG14",,"false","regulates","Retinol (regulates) ALG14",,"ENSG00000172339.10","blood.muscle","0.143721674662967"
"9","regulates","EE","Retinol (regulates) ZNF596",,"false","regulates","Retinol (regulates) ZNF596",,"ENSG00000172748.14","blood.muscle","0.270597711817425"
"9","regulates","EE","Retinol (regulates) PHF8",,"false","regulates","Retinol (regulates) PHF8",,"ENSG00000172943.21","blood.muscle","0.193340303647439"
"9","regulates","EE","Retinol (regulates) FAM222B",,"false","regulates","Retinol (regulates) FAM222B",,"ENSG00000173065.14","blood.muscle","0.128387970800731"
"9","regulates","EE","Retinol (regulates) AHSA2P",,"false","regulates","Retinol (regulates) AHSA2P",,"ENSG00000173209.23","blood.muscle","0.15264518298979"
"9","regulates","EE","Retinol (regulates) PIGG",,"false","regulates","Retinol (regulates) PIGG",,"ENSG00000174227.16","blood.muscle","0.207217722710028"
"9","regulates","EE","Retinol (regulates) GTF2IRD2B",,"false","regulates","Retinol (regulates) GTF2IRD2B",,"ENSG00000174428.19","blood.muscle","0.206819671146822"
"9","regulates","EE","Retinol (regulates) ANGEL2",,"false","regulates","Retinol (regulates) ANGEL2",,"ENSG00000174606.14","blood.muscle","0.117208924625689"
"9","regulates","EE","Retinol (regulates) ZNF519",,"false","regulates","Retinol (regulates) ZNF519",,"ENSG00000175322.12","blood.muscle","0.162209252672577"
"9","regulates","EE","Retinol (regulates) ZNF404",,"false","regulates","Retinol (regulates) ZNF404",,"ENSG00000176222.9","blood.muscle","0.185646520175811"
"9","regulates","EE","Retinol (regulates) RTTN",,"false","regulates","Retinol (regulates) RTTN",,"ENSG00000176225.15","blood.muscle","0.13440846910659"
"9","regulates","EE","Retinol (regulates) EID2B",,"false","regulates","Retinol (regulates) EID2B",,"ENSG00000176401.6","blood.muscle","0.117077111906114"
"9","regulates","EE","Retinol (regulates) ZNF575",,"false","regulates","Retinol (regulates) ZNF575",,"ENSG00000176472.11","blood.muscle","0.103079750187313"
"9","regulates","EE","Retinol (regulates) GNG7",,"false","regulates","Retinol (regulates) GNG7",,"ENSG00000176533.13","blood.muscle","0.125868330247537"
"9","regulates","EE","Retinol (regulates) LRRC37A",,"false","regulates","Retinol (regulates) LRRC37A",,"ENSG00000176681.14","blood.muscle","0.200892152291232"
"9","regulates","EE","Retinol (regulates) MUC20",,"false","regulates","Retinol (regulates) MUC20",,"ENSG00000176945.18","blood.muscle","0.240966003081771"
"9","regulates","EE","Retinol (regulates) SLC38A9",,"false","regulates","Retinol (regulates) SLC38A9",,"ENSG00000177058.12","blood.muscle","0.117814417493596"
"9","regulates","EE","Retinol (regulates) MAN1B1",,"false","regulates","Retinol (regulates) MAN1B1",,"ENSG00000177239.16","blood.muscle","0.241280325470918"
"9","regulates","EE","Retinol (regulates) ZBTB33",,"false","regulates","Retinol (regulates) ZBTB33",,"ENSG00000177485.7","blood.muscle","0.110004801196377"
"9","regulates","EE","Retinol (regulates) AGTRAP",,"false","regulates","Retinol (regulates) AGTRAP",,"ENSG00000177674.16","blood.muscle","0.116136202249583"
"9","regulates","EE","Retinol (regulates) ODF3B",,"false","regulates","Retinol (regulates) ODF3B",,"ENSG00000177989.14","blood.muscle","0.109287204092028"
"9","regulates","EE","Retinol (regulates) WSCD1",,"false","regulates","Retinol (regulates) WSCD1",,"ENSG00000179314.16","blood.muscle","0.199798402015233"
"9","regulates","EE","Retinol (regulates) SLITRK4",,"false","regulates","Retinol (regulates) SLITRK4",,"ENSG00000179542.16","blood.muscle","0.18504288427376"
"9","regulates","EE","Retinol (regulates) HERC2P3",,"false","regulates","Retinol (regulates) HERC2P3",,"ENSG00000180229.12","blood.muscle","0.132089855379179"
"9","regulates","EE","Retinol (regulates) NME9",,"false","regulates","Retinol (regulates) NME9",,"ENSG00000181322.15","blood.muscle","0.181465991088418"
"9","regulates","EE","Retinol (regulates) ACBD4",,"false","regulates","Retinol (regulates) ACBD4",,"ENSG00000181513.15","blood.muscle","0.185823863191828"
"9","regulates","EE","Retinol (regulates) EWSR1",,"false","regulates","Retinol (regulates) EWSR1",,"ENSG00000182944.18","blood.muscle","0.116256343945077"
"9","regulates","EE","Retinol (regulates) AP2A2",,"false","regulates","Retinol (regulates) AP2A2",,"ENSG00000183020.15","blood.muscle","0.205583853834502"
"9","regulates","EE","Retinol (regulates) SF3A3",,"false","regulates","Retinol (regulates) SF3A3",,"ENSG00000183431.12","blood.muscle","0.113903245998264"
"9","regulates","EE","Retinol (regulates) BMP8A",,"false","regulates","Retinol (regulates) BMP8A",,"ENSG00000183682.8","blood.muscle","0.105545017969129"
"9","regulates","EE","Retinol (regulates) GPR173",,"false","regulates","Retinol (regulates) GPR173",,"ENSG00000184194.6","blood.muscle","0.133561607389709"
"9","regulates","EE","Retinol (regulates) NOTUM",,"false","regulates","Retinol (regulates) NOTUM",,"ENSG00000185269.12","blood.muscle","0.144111810475545"
"9","regulates","EE","Retinol (regulates) KLHL33",,"false","regulates","Retinol (regulates) KLHL33",,"ENSG00000185271.9","blood.muscle","0.125313619809007"
"9","regulates","EE","Retinol (regulates) IFNLR1",,"false","regulates","Retinol (regulates) IFNLR1",,"ENSG00000185436.12","blood.muscle","0.15296467704632"
"9","regulates","EE","Retinol (regulates) FAM174B",,"false","regulates","Retinol (regulates) FAM174B",,"ENSG00000185442.13","blood.muscle","0.193821800093383"
"9","regulates","EE","Retinol (regulates) SV2B",,"false","regulates","Retinol (regulates) SV2B",,"ENSG00000185518.12","blood.muscle","0.130519444495484"
"9","regulates","EE","Retinol (regulates) NR2F2",,"false","regulates","Retinol (regulates) NR2F2",,"ENSG00000185551.15","blood.muscle","0.113744425375053"
"9","regulates","EE","Retinol (regulates) INKA1",,"false","regulates","Retinol (regulates) INKA1",,"ENSG00000185614.7","blood.muscle","0.144759699092663"
"9","regulates","EE","Retinol (regulates) CYP2R1",,"false","regulates","Retinol (regulates) CYP2R1",,"ENSG00000186104.11","blood.muscle","0.122520197346843"
"9","regulates","EE","Retinol (regulates) CLCNKA",,"false","regulates","Retinol (regulates) CLCNKA",,"ENSG00000186510.12","blood.muscle","0.127179932440213"
"9","regulates","EE","Retinol (regulates) GPATCH8",,"false","regulates","Retinol (regulates) GPATCH8",,"ENSG00000186566.13","blood.muscle","0.174237297875303"
"9","regulates","EE","Retinol (regulates) POFUT2",,"false","regulates","Retinol (regulates) POFUT2",,"ENSG00000186866.17","blood.muscle","0.158344254489235"
"9","regulates","EE","Retinol (regulates) ZNF546",,"false","regulates","Retinol (regulates) ZNF546",,"ENSG00000187187.14","blood.muscle","0.159069039788516"
"9","regulates","EE","Retinol (regulates) IFT140",,"false","regulates","Retinol (regulates) IFT140",,"ENSG00000187535.14","blood.muscle","0.219076331263491"
"9","regulates","EE","Retinol (regulates) DUSP28",,"false","regulates","Retinol (regulates) DUSP28",,"ENSG00000188542.10","blood.muscle","0.125365435124876"
"9","regulates","EE","Retinol (regulates) NOXA1",,"false","regulates","Retinol (regulates) NOXA1",,"ENSG00000188747.9","blood.muscle","0.13050507622384"
"9","regulates","EE","Retinol (regulates) SHISA6",,"false","regulates","Retinol (regulates) SHISA6",,"ENSG00000188803.15","blood.muscle","0.143842396996416"
"9","regulates","EE","Retinol (regulates) LRRC66",,"false","regulates","Retinol (regulates) LRRC66",,"ENSG00000188993.4","blood.muscle","0.103581531266321"
"9","regulates","EE","Retinol (regulates) ZKSCAN3",,"false","regulates","Retinol (regulates) ZKSCAN3",,"ENSG00000189298.14","blood.muscle","0.101853910588373"
"9","regulates","EE","Retinol (regulates) ARMCX4",,"false","regulates","Retinol (regulates) ARMCX4",,"ENSG00000196440.12","blood.muscle","0.182340813315831"
"9","regulates","EE","Retinol (regulates) XRCC2",,"false","regulates","Retinol (regulates) XRCC2",,"ENSG00000196584.3","blood.muscle","0.2225618321437"
"9","regulates","EE","Retinol (regulates) TRPV1",,"false","regulates","Retinol (regulates) TRPV1",,"ENSG00000196689.13","blood.muscle","0.18910493917005"
"9","regulates","EE","Retinol (regulates) ZNF512B",,"false","regulates","Retinol (regulates) ZNF512B",,"ENSG00000196700.9","blood.muscle","0.116693026034751"
"9","regulates","EE","Retinol (regulates) ZNF429",,"false","regulates","Retinol (regulates) ZNF429",,"ENSG00000197013.11","blood.muscle","0.161526889443724"
"9","regulates","EE","Retinol (regulates) PSAP",,"false","regulates","Retinol (regulates) PSAP",,"ENSG00000197746.15","blood.muscle","0.175265165978345"
"9","regulates","EE","Retinol (regulates) ZNF461",,"false","regulates","Retinol (regulates) ZNF461",,"ENSG00000197808.13","blood.muscle","0.120396795274111"
"9","regulates","EE","Retinol (regulates) SLC9A8",,"false","regulates","Retinol (regulates) SLC9A8",,"ENSG00000197818.12","blood.muscle","0.190663158520077"
"9","regulates","EE","Retinol (regulates) ZNF790",,"false","regulates","Retinol (regulates) ZNF790",,"ENSG00000197863.9","blood.muscle","0.167953228337071"
"9","regulates","EE","Retinol (regulates) SZT2",,"false","regulates","Retinol (regulates) SZT2",,"ENSG00000198198.17","blood.muscle","0.183218487317263"
"9","regulates","EE","Retinol (regulates) HOXC4",,"false","regulates","Retinol (regulates) HOXC4",,"ENSG00000198353.8","blood.muscle","0.111888068536867"
"9","regulates","EE","Retinol (regulates) SH2D1B",,"false","regulates","Retinol (regulates) SH2D1B",,"ENSG00000198574.6","blood.muscle","0.165455370287985"
"9","regulates","EE","Retinol (regulates) SLC9A6",,"false","regulates","Retinol (regulates) SLC9A6",,"ENSG00000198689.13","blood.muscle","0.133835429221912"
"9","regulates","EE","Retinol (regulates) RASSF9",,"false","regulates","Retinol (regulates) RASSF9",,"ENSG00000198774.5","blood.muscle","0.190473238524884"
"9","regulates","EE","Retinol (regulates) SELENOT",,"false","regulates","Retinol (regulates) SELENOT",,"ENSG00000198843.14","blood.muscle","0.191706874490821"
"9","regulates","EE","Retinol (regulates) RNU4-2",,"false","regulates","Retinol (regulates) RNU4-2",,"ENSG00000202538.1","blood.muscle","0.11247033596946"
"9","regulates","EE","Retinol (regulates) FAM229B",,"false","regulates","Retinol (regulates) FAM229B",,"ENSG00000203778.8","blood.muscle","0.144606211145128"
"9","regulates","EE","Retinol (regulates) LCN8",,"false","regulates","Retinol (regulates) LCN8",,"ENSG00000204001.10","blood.muscle","0.13251207003331"
"9","regulates","EE","Retinol (regulates) BMS1P1",,"false","regulates","Retinol (regulates) BMS1P1",,"ENSG00000204177.11","blood.muscle","0.265314291722909"
"9","regulates","EE","Retinol (regulates) EHMT2",,"false","regulates","Retinol (regulates) EHMT2",,"ENSG00000204371.11","blood.muscle","0.112832258902584"
"9","regulates","EE","Retinol (regulates) CCHCR1",,"false","regulates","Retinol (regulates) CCHCR1",,"ENSG00000204536.15","blood.muscle","0.183405182000329"
"9","regulates","EE","Retinol (regulates) LINC02210",,"false","regulates","Retinol (regulates) LINC02210",,"ENSG00000204650.14","blood.muscle","0.11872135958993"
"9","regulates","EE","Retinol (regulates) SDHAF1",,"false","regulates","Retinol (regulates) SDHAF1",,"ENSG00000205138.4","blood.muscle","0.16216835741384"
"9","regulates","EE","Retinol (regulates) SPDYE18",,"false","regulates","Retinol (regulates) SPDYE18",,"ENSG00000205482.11","blood.muscle","0.104115322519043"
"9","regulates","EE","Retinol (regulates) ENSG00000205959.4",,"false","regulates","Retinol (regulates) ENSG00000205959.4",,"ENSG00000205959.4","blood.muscle","0.231250359719882"
"9","regulates","EE","Retinol (regulates) HERC2P9",,"false","regulates","Retinol (regulates) HERC2P9",,"ENSG00000206149.11","blood.muscle","0.228592695027559"
"9","regulates","EE","Retinol (regulates) SLC48A1",,"false","regulates","Retinol (regulates) SLC48A1",,"ENSG00000211584.14","blood.muscle","0.199356092500764"
"9","regulates","EE","Retinol (regulates) LTC4S",,"false","regulates","Retinol (regulates) LTC4S",,"ENSG00000213316.10","blood.muscle","0.146380785327657"
"9","regulates","EE","Retinol (regulates) GTF2H4",,"false","regulates","Retinol (regulates) GTF2H4",,"ENSG00000213780.11","blood.muscle","0.116485183038572"
"9","regulates","EE","Retinol (regulates) POLR2J4",,"false","regulates","Retinol (regulates) POLR2J4",,"ENSG00000214783.9","blood.muscle","0.291006386416646"
"9","regulates","EE","Retinol (regulates) LINC01356",,"false","regulates","Retinol (regulates) LINC01356",,"ENSG00000215866.9","blood.muscle","0.174364928075415"
"9","regulates","EE","Retinol (regulates) FANCG",,"false","regulates","Retinol (regulates) FANCG",,"ENSG00000221829.10","blood.muscle","0.152588945065516"
"9","regulates","EE","Retinol (regulates) FXYD7",,"false","regulates","Retinol (regulates) FXYD7",,"ENSG00000221946.8","blood.muscle","0.192314842017323"
"9","regulates","EE","Retinol (regulates) MTND2P28",,"false","regulates","Retinol (regulates) MTND2P28",,"ENSG00000225630.1","blood.muscle","0.166515406277281"
"9","regulates","EE","Retinol (regulates) FAM229A",,"false","regulates","Retinol (regulates) FAM229A",,"ENSG00000225828.2","blood.muscle","0.198097887405445"
"9","regulates","EE","Retinol (regulates) LINC01772",,"false","regulates","Retinol (regulates) LINC01772",,"ENSG00000226029.1","blood.muscle","0.14092287757299"
"9","regulates","EE","Retinol (regulates) SGMS1-AS1",,"false","regulates","Retinol (regulates) SGMS1-AS1",,"ENSG00000226200.7","blood.muscle","0.20126803240933"
"9","regulates","EE","Retinol (regulates) LINC01359",,"false","regulates","Retinol (regulates) LINC01359",,"ENSG00000226891.9","blood.muscle","0.357173179176258"
