GeneSym,ZEB1
MIR24-1,0
MIR24-2,1
MIR2467,0
MIR25,0
MIR2681,0
MIR2682,0
MIR26A1,0
MIR26A2,0
MIR26B,0
MIR27A,1
MIR27B,0
MIR2861,1
MIR2909,0
MIR296,0
MIR298,0
MIR299,0
MIR29A,1
MIR29B1,0
MIR29B2,0
MIR29C,0
MIR300,0
MIR301A,0
MIR301B,0
MIR302A,0
MIR302B,0
MIR302C,0
MIR302D,0
MIR302F,0
MIR3064,0
MIR3065,0
MIR3074,0
MIR30A,0
MIR30B,0
MIR30C1,0
MIR30C2,0
MIR30D,0
MIR30E,0
MIR31,0
MIR3115,0
MIR3117,0
MIR3119-1,0
MIR3119-2,0
MIR3120,0
MIR3121,0
MIR3122,0
MIR3123,0
MIR3124,0
MIR3125,0
MIR3126,0
MIR3127,0
MIR3128,0
MIR3129,0
MIR3130-1,0
MIR3130-2,0
MIR3131,1
MIR3132,0
MIR3134,0
MIR3136,0
MIR3138,0
MIR3140,0
MIR3141,0
MIR3142,0
MIR3143,1
MIR3145,0
MIR3146,0
MIR3147,0
MIR3148,0
MIR3150A,1
MIR3150B,1
MIR3151,0
MIR3152,0
MIR3153,0
MIR3154,0
MIR3155A,0
MIR3155B,0
MIR3156-1,0
MIR3156-2,0
MIR3156-3,0
MIR3157,0
MIR3158-1,0
MIR3158-2,0
MIR3160-1,0
MIR3160-2,0
MIR3162,0
MIR3165,0
MIR3167,0
MIR3169,0
MIR3170,0
MIR3173,0
MIR3175,1
MIR3176,0
MIR3177,0
MIR3178,1
MIR3179-1,0
MIR3179-2,0
MIR3179-3,0
MIR3180-1,0
MIR3180-2,0
MIR3180-3,0
MIR3180-4,0
MIR3180-5,0
MIR3182,0
MIR3183,0
MIR3184,0
MIR3185,0
MIR3186,0
MIR3187,1
MIR3188,1
MIR3189,1
MIR3190,1
MIR3191,1
MIR3192,0
MIR3193,1
MIR3194,0
MIR3196,0
MIR3197,0
MIR3198-1,0
MIR3198-2,0
MIR3199-1,1
MIR3199-2,1
MIR31HG,1
MIR32,0
MIR3200,0
MIR3201,0
MIR3202-1,0
MIR3202-2,0
MIR320A,1
MIR320B1,1
MIR320B2,0
MIR320C1,1
MIR320C2,0
MIR320D1,0
MIR320D2,0
MIR320E,0
MIR323A,0
MIR323B,0
MIR324,0
MIR326,0
MIR328,0
MIR329-1,0
MIR329-2,0
MIR330,1
MIR331,0
MIR335,0
MIR337,0
MIR338,0
MIR339,1
MIR33A,0
MIR33B,1
MIR340,0
MIR345,1
MIR346,0
MIR34A,0
MIR34B,0
MIR34C,0
MIR3529,0
MIR3591,0
MIR3605,0
MIR3606,0
MIR3607,0
MIR3609,0
MIR3610,0
MIR3612,0
MIR3613,1
MIR3614,0
MIR3615,1
MIR3616,0
MIR3618,0
MIR3619,0
MIR362,0
MIR3620,0
MIR3621,1
MIR3622A,0
MIR3622B,0
MIR363,0
MIR3646,0
MIR3648-1,1
MIR3649,1
MIR3650,0
MIR3651,1
MIR3652,1
MIR3653,0
MIR3654,0
MIR3655,1
MIR3656,1
MIR3658,0
MIR3659,0
MIR365A,0
MIR365B,0
MIR3660,0
MIR3661,1
MIR3662,0
MIR3663,0
MIR3664,0
MIR3665,1
MIR3666,0
MIR3668,0
MIR367,0
MIR3671,0
MIR3675,0
MIR3677,0
MIR3678,1
MIR3679,0
MIR3680-1,0
MIR3682,0
MIR3684,1
MIR3685,0
MIR3687-1,1
MIR3688-1,0
MIR3688-2,0
MIR3689A,1
MIR3689B,1
MIR3689C,0
MIR3689D1,1
MIR3689D2,1
MIR3689E,1
MIR3689F,1
MIR369,0
MIR3690,0
MIR3691,0
MIR3692,0
MIR370,0
MIR3714,0
MIR371A,0
MIR371B,0
MIR372,0
MIR373,0
MIR374A,0
MIR374B,0
MIR374C,0
MIR375,1
MIR376A1,0
MIR376A2,0
MIR376B,0
MIR376C,0
MIR377,0
MIR378C,0
MIR378D1,0
MIR378D2,0
MIR378E,0
MIR378F,0
MIR379,0
MIR380,0
MIR381,0
MIR382,0
MIR383,0
MIR384,0
MIR3907,0
MIR3908,0
MIR3909,0
MIR3910-1,0
MIR3910-2,0
MIR3911,0
MIR3912,1
MIR3913-1,1
MIR3913-2,1
MIR3914-1,0
MIR3914-2,0
MIR3916,0
MIR3917,1
MIR3918,0
MIR3919,0
MIR3920,0
MIR3921,0
MIR3922,0
MIR3924,0
MIR3925,1
MIR3926-1,0
MIR3926-2,0
MIR3928,1
MIR3935,0
MIR3936,0
MIR3938,0
MIR3939,1
MIR3940,0
MIR3941,0
MIR3942,0
MIR3943,0
MIR3944,1
MIR3945,1
MIR3960,1
MIR3973,0
MIR3974,0
MIR3975,0
MIR3976,0
MIR3977,0
MIR3978,0
MIR409,0
MIR410,0
MIR411,0
MIR412,0
MIR421,0
MIR423,0
MIR424,0
MIR425,1
MIR4251,0
MIR4252,0
MIR4253,0
MIR4254,0
MIR4255,0
MIR4256,0
MIR4257,0
MIR4258,0
MIR4260,0
MIR4261,0
MIR4262,0
MIR4263,0
MIR4264,0
MIR4265,0
MIR4266,0
MIR4267,0
MIR4268,0
MIR4269,0
MIR4270,0
MIR4271,0
MIR4272,0
MIR4273,0
MIR4274,0
MIR4275,0
MIR4276,0
MIR4277,0
MIR4278,0
MIR4279,0
MIR4280,0
MIR4281,0
MIR4282,0
MIR4283-1,0
MIR4283-2,0
MIR4284,0
MIR4285,1
MIR4287,0
MIR4288,0
MIR4289,0
MIR429,1
MIR4290,0
MIR4291,0
MIR4292,0
MIR4294,0
MIR4295,0
MIR4296,0
MIR4297,0
MIR4298,0
MIR4299,0
MIR4300,0
MIR4301,0
MIR4302,0
MIR4303,0
MIR4304,0
MIR4305,0
MIR4306,0
MIR4307,0
MIR4308,0
MIR4309,0
MIR431,0
MIR4310,0
MIR4311,0
MIR4312,0
MIR4313,0
MIR4314,0
MIR4315-1,0
MIR4315-2,0
MIR4316,0
MIR4317,0
MIR4318,0
MIR4319,0
MIR432,0
MIR4320,0
MIR4321,0
MIR4322,1
MIR4323,1
MIR4324,0
MIR4325,0
MIR4326,0
MIR4327,0
MIR4328,0
MIR4329,0
MIR433,0
MIR4330,0
MIR4417,0
MIR4420,0
MIR4422,0
MIR4423,0
MIR4424,0
MIR4426,0
MIR4427,1
MIR4429,0
MIR4432,0
MIR4434,1
MIR4435-1,0
MIR4435-2,0
MIR4436A,0
MIR4437,0
MIR4439,0
MIR4440,0
MIR4441,0
MIR4442,0
MIR4443,0
MIR4446,0
MIR4449,1
MIR4450,0
MIR4451,0
MIR4453,0
MIR4454,0
MIR4456,0
MIR4457,0
MIR4458,0
MIR4460,0
MIR4461,0
MIR4462,1
MIR4464,0
MIR4465,0
MIR4466,0
MIR4467,0
MIR4468,0
MIR4469,1
MIR4470,1
MIR4471,0
MIR4472-1,0
MIR4472-2,0
MIR4473,0
MIR4474,0
MIR4475,0
MIR4476,0
MIR4478,0
MIR4479,1
MIR448,0
MIR4480,0
MIR4482,1
MIR4483,0
MIR4484,0
MIR4485,0
MIR4486,0
MIR4488,0
MIR4489,0
MIR4490,0
MIR4491,0
MIR4492,1
MIR4493,0
MIR4497,0
MIR4498,0
MIR4499,0
MIR449A,0
MIR449B,0
MIR449C,0
MIR4500,0
MIR4500HG,0
MIR4503,0
MIR4505,1
MIR4508,0
MIR4509-1,0
MIR4509-2,0
MIR4509-3,0
MIR450A1,0
MIR450A2,0
MIR450B,0
MIR4510,0
MIR4511,0
MIR4513,1
MIR4514,0
MIR4515,1
MIR4516,0
MIR4517,0
MIR4518,0
MIR4519,1
MIR451A,0
MIR451B,0
MIR452,0
MIR4520-1,1
MIR4520-2,1
MIR4521,1
MIR4522,0
MIR4523,1
MIR4524A,0
MIR4526,1
MIR4529,0
MIR4530,1
MIR4531,1
MIR4532,0
MIR4533,0
MIR4534,0
MIR4535,0
MIR4536-1,0
MIR454,0
MIR4540,0
MIR455,0
MIR4632,0
MIR4633,0
MIR4634,0
MIR4635,0
MIR4636,0
MIR4637,0
MIR4638,1
MIR4639,0
MIR4641,0
MIR4642,0
MIR4643,0
MIR4644,0
MIR4645,0
MIR4646,0
MIR4647,0
MIR4648,0
MIR4649,0
MIR4650-1,0
MIR4650-2,0
MIR4651,1
MIR4652,0
MIR4653,0
MIR4654,0
MIR4655,0
MIR4656,0
MIR4657,0
MIR4658,1
MIR4659A,0
MIR4659B,0
MIR4660,0
MIR4661,0
MIR4663,0
MIR4664,1
MIR4665,0
MIR4666A,0
MIR4667,0
MIR4668,0
MIR4669,0
MIR4670,0
MIR4671,0
MIR4672,1
MIR4673,0
MIR4674,1
MIR4675,0
MIR4676,0
MIR4677,0
MIR4678,0
MIR4679-1,0
MIR4679-2,0
MIR4680,0
MIR4681,0
MIR4682,0
MIR4683,1
MIR4684,0
MIR4685,0
MIR4686,0
MIR4687,1
MIR4688,1
MIR4689,0
MIR4690,0
MIR4691,0
MIR4692,1
MIR4693,0
MIR4694,0
MIR4695,0
MIR4696,0
MIR4697,0
MIR4698,0
MIR4699,0
MIR4700,0
MIR4701,0
MIR4703,0
MIR4705,0
MIR4706,0
MIR4707,0
MIR4708,0
MIR4709,0
MIR4710,0
MIR4711,0
MIR4712,0
MIR4713,0
MIR4714,0
MIR4715,0
MIR4716,1
MIR4717,0
MIR4718,0
MIR4719,0
MIR4720,0
MIR4721,0
MIR4722,0
MIR4723,0
MIR4724,1
MIR4725,0
MIR4726,1
MIR4727,1
MIR4728,0
MIR4729,1
MIR4730,0
MIR4731,0
MIR4732,0
MIR4733,0
MIR4734,1
MIR4735,0
MIR4736,0
MIR4737,0
MIR4738,1
MIR4739,0
MIR4740,0
MIR4741,1
MIR4742,0
MIR4743,0
MIR4744,0
MIR4745,0
MIR4746,0
MIR4747,0
MIR4748,0
MIR4749,0
MIR4750,1
MIR4751,0
MIR4752,0
MIR4753,0
MIR4754,1
MIR4755,0
MIR4756,0
MIR4757,1
MIR4758,0
MIR4759,0
MIR4760,0
MIR4761,0
MIR4762,0
MIR4763,0
MIR4764,0
MIR4765,0
MIR4766,0
MIR4767,1
MIR4768,0
MIR4769,0
MIR4770,0
MIR4772,0
MIR4773-1,0
MIR4773-2,0
MIR4774,0
MIR4775,0
MIR4776-1,0
MIR4776-2,0
MIR4777,0
MIR4778,0
MIR4779,0
MIR4780,0
MIR4781,1
MIR4782,0
MIR4783,0
MIR4784,1
MIR4785,0
MIR4786,0
MIR4787,0
MIR4788,0
MIR4789,0
MIR4790,0
MIR4791,0
MIR4792,0
MIR4793,0
MIR4794,0
MIR4795,1
MIR4796,0
MIR4797,0
MIR4798,0
MIR4799,0
MIR4800,0
MIR4801,0
MIR4802,0
MIR4803,0
MIR4804,0
MIR483,0
MIR484,0
MIR485,0
MIR486-1,0
MIR487A,0
MIR487B,0
MIR488,0
MIR489,0
MIR490,0
MIR491,0
MIR492,0
MIR493,0
MIR494,0
MIR495,0
MIR496,0
MIR497,0
MIR497HG,0
MIR498,0
MIR499A,0
MIR499B,0
MIR500A,0
MIR500B,0
MIR501,0
MIR502,0
MIR503,0
MIR504,0
MIR5047,0
MIR505,0
MIR506,0
MIR507,0
MIR508,0
MIR509-1,0
MIR509-2,0
MIR509-3,0
MIR5095,0
MIR510,0
MIR5100,0
MIR511,0
MIR512-1,0
MIR512-2,0
MIR514A1,0
MIR514A2,0
MIR514A3,0
MIR514B,0
MIR515-1,0
MIR515-2,0
MIR516A1,0
MIR516A2,0
MIR516B1,0
MIR516B2,0
MIR517A,0
MIR517B,0
MIR517C,0
MIR518A1,0
MIR518A2,0
MIR518B,0
MIR518C,0
MIR518D,0
MIR518E,0
MIR518F,0
MIR519A1,0
MIR519A2,0
MIR519B,0
MIR519C,0
MIR519D,0
MIR519E,0
MIR520A,0
MIR520B,0
MIR520C,0
MIR520D,0
MIR520E,0
MIR520F,0
MIR520G,0
MIR520H,0
MIR521-1,0
MIR521-2,0
MIR522,0
MIR523,0
MIR524,0
MIR525,0
MIR526A1,0
MIR526A2,0
MIR526B,0
MIR527,0
MIR532,0
MIR539,0
MIR541,0
MIR542,0
MIR543,0
MIR545,0
MIR548A1,0
MIR548A2,0
MIR548A3,0
MIR548AA1,0
MIR548AA2,0
MIR548AC,0
MIR548AD,0
MIR548AE2,0
MIR548AI,0
MIR548AJ2,0
MIR548AL,0
MIR548AN,0
MIR548B,0
MIR548C,0
MIR548D1,0
MIR548D2,0
MIR548F1,0
MIR548F2,0
MIR548F3,0
MIR548F4,0
MIR548F5,0
MIR548G,0
MIR548H2,0
MIR548H3,0
MIR548H4,0
MIR548I1,0
MIR548I2,0
MIR548I3,0
MIR548I4,0
MIR548J,0
MIR548K,0
MIR548M,0
MIR548N,0
MIR548O2,0
MIR548Q,0
MIR548T,0
MIR548W,0
MIR548X,0
MIR548Y,0
MIR548Z,0
MIR549A,0
MIR550A1,0
MIR550A2,0
MIR550A3,0
MIR550B1,0
MIR550B2,0
MIR551A,0
MIR551B,0
MIR553,0
MIR554,0
MIR555,0
MIR556,0
MIR557,0
MIR558,0
MIR559,0
MIR561,0
MIR563,0
MIR564,0
MIR567,1
MIR568,0
MIR569,0
MIR570,0
MIR572,0
MIR573,0
MIR574,0
MIR575,0
MIR577,0
MIR578,0
MIR580,0
MIR581,0
MIR583,0
MIR585,0
MIR586,0
MIR589,1
MIR590,0
MIR591,0
MIR592,0
MIR593,0
MIR595,0
MIR596,0
MIR597,0
MIR598,0
MIR599,0
MIR600,0
MIR600HG,0
MIR601,0
MIR602,0
MIR603,0
MIR604,0
MIR605,0
MIR608,0
MIR609,0
MIR610,0
MIR611,1
MIR612,0
MIR613,0
MIR614,0
MIR615,0
MIR617,0
MIR618,0
MIR620,0
MIR621,0
MIR622,0
MIR623,0
MIR624,0
MIR626,0
MIR627,0
MIR628,0
MIR629,0
MIR630,0
MIR631,0
MIR632,0
MIR634,0
MIR635,0
MIR636,1
MIR637,0
MIR638,0
MIR639,0
MIR641,0
MIR642A,0
MIR642B,1
MIR643,0
MIR644A,0
MIR645,0
MIR647,0
MIR648,0
MIR650,0
MIR651,0
MIR653,0
MIR654,0
MIR655,0
MIR656,0
MIR657,0
MIR658,0
MIR659,1
MIR660,0
MIR661,1
MIR662,0
MIR663A,1
MIR663B,1
MIR664A,0
MIR665,0
MIR668,0
MIR670,0
MIR671,0
MIR675,0
MIR676,0
MIR7-1,0
MIR7-2,0
MIR7-3,1
MIR7-3HG,1
MIR708,0
MIR711,0
MIR718,0
MIR744,0
MIR758,0
MIR759,0
MIR760,1
MIR761,0
MIR762,0
MIR764,0
MIR765,0
MIR766,0
MIR767,0
MIR769,0
MIR770,0
MIR802,0
MIR873,0
MIR874,0
MIR875,0
MIR876,0
MIR877,0
MIR885,0
MIR888,0
MIR889,0
MIR890,0
MIR891A,0
MIR891B,0
MIR892A,0
MIR892B,0
MIR9-1,1
MIR9-2,0
MIR9-3,0
MIR920,0
MIR921,0
MIR922,0
MIR92A1,0
MIR92A2,0
MIR92B,1
MIR93,0
MIR933,1
MIR934,0
MIR935,0
MIR936,0
MIR937,0
MIR938,0
MIR939,0
MIR940,0
MIR941-1,0
MIR941-2,0
MIR941-3,0
MIR941-4,0
MIR942,0
MIR943,0
MIR944,0
MIR96,0
MIR98,0
MIR99A,0
MIR99AHG,0
MIR99B,0
MIRLET7A1,0
MIRLET7A2,0
MIRLET7A3,0
MIRLET7B,0
MIRLET7BHG,0
MIRLET7C,0
MIRLET7D,0
MIRLET7E,0
MIRLET7F1,0
MIRLET7F2,0
MIRLET7G,0
MIRLET7I,1
MIS12,0
MIS18A,1
MIS18BP1,1
MISP,1
MITD1,1
MITF,0
MIXL1,1
MKI67,1
MKKS,1
MKL1,1
MKL2,1
MKLN1,1
MKNK1,1
MKNK2,1
MKRN1,1
MKRN2,1
MKRN3,0
MKRN7P,0
MKRN9P,0
MKS1,1
MKX,0
MLANA,0
MLC1,0
MLEC,1
MLF1,0
MLF2,1
MLH1,0
MLH3,1
MLIP,0
MLK7-AS1,0
MLKL,0
MLLT1,1
MLLT10,1
MLLT10P1,0
MLLT11,1
MLLT3,1
MLLT4,1
MLLT4-AS1,1
MLLT6,1
MLN,0
MLNR,0
MLPH,0
MLST8,1
MLX,0
MLXIP,1
MLXIPL,0
MLYCD,0
MMAA,1
MMAB,1
MMACHC,1
MMADHC,1
MMD,0
MMD2,0
MME,0
MMEL1,0
MMGT1,0
MMP1,0
MMP10,0
MMP11,1
MMP12,0
MMP13,0
MMP14,0
MMP15,1
MMP16,0
MMP17,0
MMP19,0
MMP2,0
MMP20,0
MMP21,0
MMP23A,0
MMP23B,1
MMP24,0
MMP25,0
MMP26,0
MMP27,0
MMP28,0
MMP3,0
MMP7,0
MMP8,0
MMP9,0
MMRN1,0
MMRN2,0
MMS19,1
MMS22L,1
MN1,0
MNAT1,1
MND1,1
MNDA,0
MNS1,1
MNT,1
MNX1,1
MOAP1,1
MOB1A,0
MOB1B,0
MOB2,1
MOB3A,1
MOB3B,1
MOB3C,0
MOB4,1
MOBP,0
MOCOS,1
MOCS1,0
MOCS2,1
MOCS3,0
MOG,0
MOGAT1,0
MOGAT2,0
MOGAT3,0
MOGS,1
MOK,0
MON1A,1
MON1B,1
MON2,1
MORC1,0
MORC2,0
MORC2-AS1,1
MORC3,1
MORC4,0
MORF4L1,1
MORF4L2,0
MORN1,1
MORN2,1
MORN3,0
MORN4,0
MORN5,0
MOS,0
MOSPD1,0
MOSPD2,0
MOSPD3,1
MOV10,1
MOV10L1,0
MOXD1,1
MOXD2P,0
MPC1,1
MPC2,1
MPDU1,1
MPDZ,0
MPEG1,0
MPG,0
MPHOSPH10,0
MPHOSPH6,1
MPHOSPH8,0
MPHOSPH9,0
MPI,1
MPL,0
MPLKIP,1
MPND,1
MPO,0
MPP1,0
MPP2,0
MPP3,0
MPP4,0
MPP5,0
MPP6,1
MPP7,0
MPPE1,0
MPPED1,0
MPPED2,0
MPRIP,0
MPST,1
MPV17,1
MPV17L,0
MPV17L2,0
MPZ,0
MPZL1,0
MPZL2,0
MPZL3,1
MR1,0
MRAP,0
MRAP2,0
MRAS,0
MRC1,0
MRC2,0
MRE11A,1
MREG,1
MRFAP1,1
MRFAP1L1,1
MRGBP,1
MRGPRD,0
MRGPRE,0
MRGPRF,0
MRGPRG,0
MRGPRG-AS1,0
MRGPRX1,0
MRGPRX2,0
MRGPRX3,0
MRGPRX4,0
MRI1,1
MRM1,1
MRO,0
MROH1,0
MROH2A,0
MROH2B,0
MROH5,0
MROH6,0
MROH7,0
MROH7-TTC4,0
MROH8,0
MROH9,0
MRPL1,1
MRPL10,1
MRPL11,1
MRPL12,1
MRPL13,1
MRPL14,1
MRPL15,0
MRPL16,1
MRPL17,1
MRPL18,1
MRPL19,1
MRPL2,1
MRPL20,1
MRPL21,1
MRPL22,1
MRPL23,1
MRPL23-AS1,0
MRPL24,1
MRPL27,1
MRPL28,0
MRPL3,1
MRPL30,1
MRPL32,1
MRPL33,1
MRPL34,1
MRPL35,0
MRPL36,1
MRPL37,1
MRPL38,1
MRPL39,1
MRPL4,1
MRPL40,1
MRPL41,1
MRPL42,1
MRPL42P5,0
MRPL43,1
MRPL44,1
MRPL45,0
MRPL45P2,0
MRPL46,1
MRPL47,1
MRPL48,1
MRPL49,1
MRPL50,0
MRPL51,0
MRPL52,1
MRPL53,0
MRPL54,1
MRPL55,1
MRPL57,1
MRPL9,1
MRPS10,0
MRPS11,1
MRPS12,0
MRPS14,0
MRPS15,1
MRPS16,1
MRPS17,1
MRPS18A,1
MRPS18B,0
MRPS18C,1
MRPS2,1
MRPS21,0
MRPS22,0
MRPS23,1
MRPS24,1
MRPS25,0
MRPS26,1
MRPS27,1
MRPS28,0
MRPS30,1
MRPS31,1
MRPS33,1
MRPS34,1
MRPS35,1
MRPS36,1
MRPS5,1
MRPS6,0
MRPS7,1
MRPS9,1
MRRF,0
MRS2,1
MRS2P2,0
MRTO4,1
MRVI1,0
MRVI1-AS1,1
MS4A1,1
MS4A10,0
MS4A12,0
MS4A13,0
MS4A14,0
MS4A15,0
MS4A18,0
MS4A2,0
MS4A3,0
MS4A4A,0
MS4A5,0
MS4A6A,0
MS4A6E,0
MS4A7,1
MS4A8,0
MSANTD1,0
MSANTD2,0
MSANTD3,0
MSANTD3-TMEFF1,0
MSANTD4,1
MSC,1
MSGN1,0
MSH2,1
MSH3,1
MSH4,0
MSH5,0
MSH6,0
MSI1,0
MSI2,0
MSL1,0
MSL2,0
MSL3,0
MSL3P1,0
MSLN,0
MSLNL,0
MSMB,0
MSMO1,1
MSMP,0
MSN,0
MSR1,0
MSRA,1
MSRB1,1
MSRB2,0
MSRB3,0
MSS51,0
MST1,1
MST1L,0
MST1P2,1
MST1R,1
MST4,1
MSTN,0
MSTO1,0
MSTO2P,1
MSX1,0
MSX2,0
MSX2P1,0
MT1A,0
MT1B,0
MT1DP,0
MT1E,0
MT1F,1
MT1G,0
MT1H,0
MT1IP,0
MT1JP,0
MT1L,0
MT1M,0
MT1X,0
MT2A,1
MT3,0
MT4,0
MTA1,1
MTA2,1
MTA3,1
MTAP,1
MTBP,1
MTCH1,1
MTCH2,1
MTCL1,0
MTCP1,0
MTDH,1
MTERF,0
MTERF1,0
MTERF2,0
MTERF3,1
MTERF4,1
MTF1,0
MTF2,1
MTFMT,0
MTFP1,1
MTFR1,1
MTFR1L,1
MTFR2,1
MTG1,1
MTG2,1
MTHFD1,0
MTHFD1L,1
MTHFD2,1
MTHFD2L,1
MTHFR,1
MTHFS,1
MTHFSD,1
MTIF2,1
MTIF3,1
MTL5,1
MTM1,1
MTMR1,1
MTMR10,1
MTMR11,0
MTMR12,1
MTMR14,0
MTMR2,1
MTMR3,0
MTMR4,1
MTMR6,1
MTMR7,0
MTMR8,1
MTMR9,1
MTMR9LP,0
MTNR1A,0
MTNR1B,0
MTO1,0
MTOR,1
MTPAP,0
MTPN,1
MTR,1
MTRF1,1
MTRF1L,1
MTRNR2L1,1
MTRNR2L10,0
MTRNR2L2,0
MTRNR2L3,0
MTRNR2L4,0
MTRNR2L5,0
MTRNR2L6,0
MTRNR2L7,0
MTRNR2L8,0
MTRR,1
MTSS1,0
MTSS1L,0
MTTP,0
MTURN,1
MTUS1,1
MTUS2,0
MTVR2,0
MTX1,0
MTX2,1
MTX3,1
MUC1,1
MUC12,0
MUC13,0
MUC15,0
MUC16,0
MUC17,1
MUC2,0
MUC20,0
MUC4,0
MUC5AC,0
MUC5B,0
MUC6,0
MUC7,0
MUCL1,0
MUL1,1
MUM1,0
MUM1L1,0
MURC,0
MUS81,1
MUSK,0
MUSTN1,0
MUT,1
MUTYH,1
MVB12A,1
MVB12B,0
MVD,1
MVK,1
MVP,1
MX1,1
MX2,1
MXD1,0
MXD3,1
MXD4,1
MXI1,1
MXRA5,0
MXRA7,0
MXRA8,0
MYADM,0
MYADML,0
MYADML2,0
MYB,1
MYBBP1A,1
MYBL1,1
MYBL2,0
MYBPC1,0
MYBPC2,1
MYBPC3,0
MYBPH,0
MYBPHL,0
MYC,1
MYCBP,0
MYCBP2,1
MYCBPAP,0
MYCL,1
MYCN,0
MYCNOS,0
MYCT1,0
MYD88,1
MYEF2,1
MYEOV,0
MYEOV2,0
MYF5,0
MYF6,0
MYH1,0
MYH10,1
MYH11,0
MYH13,0
MYH14,0
MYH15,0
MYH16,0
MYH2,0
MYH3,0
MYH4,0
MYH6,0
MYH7,0
MYH7B,1
MYH8,0
MYH9,1
MYL1,0
MYL10,0
MYL12A,1
MYL12B,1
MYL2,0
MYL3,0
MYL4,0
MYL5,1
MYL6,1
MYL6B,1
MYL7,0
MYL9,0
MYLIP,1
MYLK,0
MYLK-AS1,1
MYLK2,0
MYLK3,0
MYLK4,0
MYLPF,0
MYNN,1
MYO10,0
MYO15A,0
MYO15B,1
MYO16,0
MYO18A,0
MYO18B,0
MYO19,1
MYO1A,0
MYO1B,0
MYO1C,0
MYO1D,1
MYO1E,1
MYO1F,0
MYO1G,1
MYO1H,0
MYO3A,0
MYO3B,0
MYO5A,1
MYO5B,1
MYO5C,1
MYO6,1
MYO7A,0
MYO7B,0
MYO9A,0
MYO9B,1
MYOC,0
MYOCD,0
MYOD1,0
MYOF,0
MYOG,0
MYOM1,0
MYOM2,0
MYOM3,0
MYOT,0
MYOZ1,0
MYOZ2,0
MYOZ3,0
MYPN,0
MYPOP,1
MYRF,0
MYRFL,0
MYRIP,0
MYSM1,1
MYT1,0
MYT1L,0
MYZAP,0
MZB1,1
MZF1,1
MZT1,0
MZT2A,1
MZT2B,1
N4BP1,0
N4BP2,0
N4BP2L1,1
N4BP2L2,1
N4BP2L2-IT2,0
N4BP3,1
N6AMT1,1
N6AMT2,0
NAA10,0
NAA11,0
NAA15,1
NAA16,0
NAA20,1
NAA25,0
NAA30,1
NAA35,0
NAA38,1
NAA40,1
NAA50,1
NAA60,0
NAAA,1
NAALAD2,0
NAALADL1,0
NAALADL2,0
NAB1,1
NAB2,1
NABP1,1
NABP2,1
NACA,0
NACA2,0
NACAD,1
NACAP1,0
NACC1,1
NACC2,0
NADK,1
NADK2,1
NADSYN1,1
NAE1,0
NAF1,1
NAGA,0
NAGK,1
NAGLU,1
NAGPA,1
NAGS,0
NAIF1,1
NAIP,0
NALCN,0
NAMPT,1
NANOG,0
NANOGNB,0
NANOS1,0
NANOS2,0
NANOS3,0
NANP,1
NANS,0
NAP1L1,1
NAP1L2,0
NAP1L3,0
NAP1L4,0
NAP1L5,0
NAP1L6,0
NAPA,0
NAPB,1
NAPEPLD,0
NAPG,1
NAPRT,1
NAPSA,1
NAPSB,1
NARF,0
NARFL,1
NARS,1
NARS2,0
NASP,0
NAT1,0
NAT10,1
NAT14,0
NAT16,0
NAT2,0
NAT6,1
NAT8,0
NAT8B,0
NAT8L,0
NAT9,1
NATD1,0
NAV1,0
NAV2,0
NAV2-AS4,0
NAV3,0
NBAS,0
NBEA,1
NBEAL1,0
NBEAL2,1
NBEAP1,0
NBL1,0
NBN,1
NBPF1,1
NBPF10,0
NBPF11,0
NBPF14,0
NBPF15,1
NBPF22P,0
NBPF3,1
NBPF4,0
NBPF6,0
NBPF7,0
NBPF9,0
NBR1,1
NBR2,1
NCALD,0
NCAM1,0
NCAM2,0
NCAN,0
NCAPD2,0
NCAPD3,1
NCAPG,0
NCAPG2,1
NCAPH,1
NCAPH2,1
NCBP1,1
NCBP2,1
NCCRP1,1
NCDN,1
NCEH1,0
NCF1,0
NCF1B,0
NCF1C,0
NCF2,1
NCF4,1
NCK1,1
NCK2,1
NCKAP1,0
NCKAP1L,0
NCKAP5,0
NCKAP5L,0
NCKIPSD,1
NCL,1
NCLN,1
NCMAP,1
NCOA1,0
NCOA2,0
NCOA3,1
NCOA4,0
NCOA5,0
NCOA6,1
NCOA7,0
NCOR1,1
NCOR1P1,0
NCOR2,1
NCR1,0
NCR2,1
NCR3LG1,0
NCRUPAR,0
NCS1,0
NCSTN,1
NDC1,1
NDC80,1
NDE1,0
NDEL1,0
NDFIP1,1
NDFIP2,1
NDN,0
NDNF,0
NDNL2,1
NDOR1,1
NDP,0
NDRG1,0
NDRG2,0
NDRG3,1
NDRG4,0
NDST1,0
NDST2,1
NDST3,0
NDST4,0
NDUFA1,1
NDUFA10,1
NDUFA11,1
NDUFA12,1
NDUFA13,1
NDUFA2,1
NDUFA3,1
NDUFA4,1
NDUFA4L2,1
NDUFA5,0
NDUFA6,1
NDUFA7,1
NDUFA8,0
NDUFA9,1
NDUFAB1,0
NDUFAF1,1
NDUFAF2,0
NDUFAF3,1
NDUFAF4,1
NDUFAF5,1
NDUFAF6,1
NDUFAF7,1
NDUFB1,1
NDUFB10,0
NDUFB11,0
NDUFB2,1
NDUFB3,1
NDUFB4,0
NDUFB5,1
NDUFB6,1
NDUFB7,1
