GeneSym,NFIC
MIR3122,0
MIR3123,0
MIR3124,1
MIR3125,0
MIR3126,0
MIR3127,0
MIR3128,1
MIR3129,0
MIR3130-1,0
MIR3130-2,0
MIR3131,1
MIR3132,0
MIR3134,0
MIR3136,0
MIR3138,0
MIR3140,0
MIR3141,0
MIR3142,1
MIR3143,1
MIR3145,0
MIR3146,0
MIR3147,0
MIR3148,1
MIR3150A,1
MIR3150B,1
MIR3151,0
MIR3152,0
MIR3153,1
MIR3154,0
MIR3155A,1
MIR3155B,1
MIR3156-1,0
MIR3156-2,0
MIR3156-3,0
MIR3157,0
MIR3158-1,0
MIR3158-2,0
MIR3160-1,0
MIR3160-2,0
MIR3162,0
MIR3165,1
MIR3167,0
MIR3169,0
MIR3170,1
MIR3173,0
MIR3175,1
MIR3176,0
MIR3177,0
MIR3178,1
MIR3179-1,0
MIR3179-2,0
MIR3179-3,0
MIR3180-1,1
MIR3180-2,1
MIR3180-3,1
MIR3180-4,1
MIR3180-5,0
MIR3182,0
MIR3183,0
MIR3184,1
MIR3185,0
MIR3186,0
MIR3187,0
MIR3188,1
MIR3189,1
MIR3190,1
MIR3191,1
MIR3192,0
MIR3193,1
MIR3194,0
MIR3196,0
MIR3197,1
MIR3198-1,0
MIR3198-2,0
MIR3199-1,1
MIR3199-2,1
MIR31HG,1
MIR32,0
MIR3200,0
MIR3201,0
MIR3202-1,1
MIR3202-2,1
MIR320A,1
MIR320B1,1
MIR320B2,0
MIR320C1,1
MIR320C2,1
MIR320D1,0
MIR320D2,0
MIR320E,0
MIR323A,0
MIR323B,0
MIR324,0
MIR326,0
MIR328,0
MIR329-1,0
MIR329-2,0
MIR330,1
MIR331,0
MIR335,0
MIR337,0
MIR338,0
MIR339,1
MIR33A,0
MIR33B,1
MIR340,0
MIR345,1
MIR346,0
MIR34A,0
MIR34B,0
MIR34C,0
MIR3529,0
MIR3591,0
MIR3605,1
MIR3606,0
MIR3607,0
MIR3609,0
MIR3610,1
MIR3612,0
MIR3613,1
MIR3614,1
MIR3615,1
MIR3616,1
MIR3618,1
MIR3619,0
MIR362,0
MIR3620,0
MIR3621,1
MIR3622A,1
MIR3622B,1
MIR363,0
MIR3646,0
MIR3648-1,1
MIR3649,1
MIR3650,0
MIR3651,1
MIR3652,1
MIR3653,0
MIR3654,1
MIR3655,1
MIR3656,1
MIR3658,0
MIR3659,0
MIR365A,1
MIR365B,0
MIR3660,1
MIR3661,1
MIR3662,1
MIR3663,1
MIR3664,0
MIR3665,1
MIR3666,0
MIR3668,1
MIR367,0
MIR3671,0
MIR3675,0
MIR3677,0
MIR3678,1
MIR3679,0
MIR3680-1,1
MIR3682,1
MIR3684,1
MIR3685,0
MIR3687-1,1
MIR3688-1,0
MIR3688-2,0
MIR3689A,0
MIR3689B,0
MIR3689C,0
MIR3689D1,0
MIR3689D2,0
MIR3689E,0
MIR3689F,0
MIR369,0
MIR3690,0
MIR3691,0
MIR3692,0
MIR370,0
MIR3714,1
MIR371A,0
MIR371B,0
MIR372,0
MIR373,0
MIR374A,0
MIR374B,0
MIR374C,0
MIR375,1
MIR376A1,1
MIR376A2,1
MIR376B,1
MIR376C,1
MIR377,0
MIR378C,0
MIR378D1,0
MIR378D2,1
MIR378E,0
MIR378F,0
MIR379,0
MIR380,0
MIR381,0
MIR382,0
MIR383,0
MIR384,0
MIR3907,0
MIR3908,0
MIR3909,0
MIR3910-1,0
MIR3910-2,0
MIR3911,0
MIR3912,1
MIR3913-1,1
MIR3913-2,1
MIR3914-1,0
MIR3914-2,0
MIR3916,0
MIR3917,1
MIR3918,0
MIR3919,0
MIR3920,0
MIR3921,0
MIR3922,0
MIR3924,0
MIR3925,1
MIR3926-1,1
MIR3926-2,1
MIR3928,1
MIR3935,0
MIR3936,1
MIR3938,0
MIR3939,1
MIR3940,0
MIR3941,0
MIR3942,0
MIR3943,0
MIR3944,1
MIR3945,1
MIR3960,1
MIR3973,1
MIR3974,0
MIR3975,1
MIR3976,0
MIR3977,0
MIR3978,1
MIR409,0
MIR410,0
MIR411,0
MIR412,0
MIR421,0
MIR423,1
MIR424,0
MIR425,1
MIR4251,0
MIR4252,0
MIR4253,0
MIR4254,0
MIR4255,0
MIR4256,0
MIR4257,0
MIR4258,1
MIR4260,0
MIR4261,1
MIR4262,0
MIR4263,0
MIR4264,0
MIR4265,0
MIR4266,0
MIR4267,0
MIR4268,0
MIR4269,1
MIR4270,0
MIR4271,0
MIR4272,0
MIR4273,0
MIR4274,0
MIR4275,0
MIR4276,1
MIR4277,0
MIR4278,1
MIR4279,1
MIR4280,1
MIR4281,0
MIR4282,1
MIR4283-1,0
MIR4283-2,0
MIR4284,0
MIR4285,1
MIR4287,0
MIR4288,0
MIR4289,1
MIR429,0
MIR4290,0
MIR4291,0
MIR4292,0
MIR4294,0
MIR4295,0
MIR4296,0
MIR4297,0
MIR4298,0
MIR4299,0
MIR4300,0
MIR4301,0
MIR4302,0
MIR4303,0
MIR4304,0
MIR4305,0
MIR4306,0
MIR4307,0
MIR4308,0
MIR4309,1
MIR431,0
MIR4310,1
MIR4311,0
MIR4312,0
MIR4313,1
MIR4314,0
MIR4315-1,0
MIR4315-2,0
MIR4316,0
MIR4317,1
MIR4318,0
MIR4319,0
MIR432,0
MIR4320,0
MIR4321,0
MIR4322,1
MIR4323,1
MIR4324,0
MIR4325,0
MIR4326,0
MIR4327,0
MIR4328,0
MIR4329,0
MIR433,0
MIR4330,0
MIR4417,0
MIR4420,1
MIR4422,0
MIR4423,0
MIR4424,0
MIR4426,1
MIR4427,0
MIR4429,1
MIR4432,0
MIR4434,1
MIR4435-1,0
MIR4435-2,0
MIR4436A,0
MIR4437,1
MIR4439,1
MIR4440,0
MIR4441,0
MIR4442,1
MIR4443,0
MIR4446,0
MIR4449,1
MIR4450,0
MIR4451,0
MIR4453,1
MIR4454,0
MIR4456,0
MIR4457,0
MIR4458,0
MIR4460,0
MIR4461,1
MIR4462,1
MIR4464,0
MIR4465,0
MIR4466,1
MIR4467,0
MIR4468,0
MIR4469,1
MIR4470,1
MIR4471,1
MIR4472-1,0
MIR4472-2,1
MIR4473,0
MIR4474,0
MIR4475,0
MIR4476,0
MIR4478,1
MIR4479,1
MIR448,0
MIR4480,0
MIR4482,1
MIR4483,0
MIR4484,0
MIR4485,1
MIR4486,0
MIR4488,1
MIR4489,1
MIR4490,0
MIR4491,0
MIR4492,1
MIR4493,1
MIR4497,0
MIR4498,1
MIR4499,0
MIR449A,0
MIR449B,0
MIR449C,0
MIR4500,0
MIR4500HG,1
MIR4503,0
MIR4505,1
MIR4508,0
MIR4509-1,0
MIR4509-2,0
MIR4509-3,0
MIR450A1,0
MIR450A2,0
MIR450B,0
MIR4510,0
MIR4511,0
MIR4513,1
MIR4514,0
MIR4515,1
MIR4516,0
MIR4517,0
MIR4518,0
MIR4519,1
MIR451A,0
MIR451B,0
MIR452,0
MIR4520-1,0
MIR4520-2,0
MIR4521,1
MIR4522,1
MIR4523,1
MIR4524A,0
MIR4526,1
MIR4529,0
MIR4530,1
MIR4531,0
MIR4532,0
MIR4533,0
MIR4534,0
MIR4535,0
MIR4536-1,0
MIR454,0
MIR4540,0
MIR455,0
MIR4632,1
MIR4633,0
MIR4634,0
MIR4635,0
MIR4636,0
MIR4637,0
MIR4638,1
MIR4639,0
MIR4641,0
MIR4642,0
MIR4643,0
MIR4644,0
MIR4645,1
MIR4646,0
MIR4647,1
MIR4648,1
MIR4649,0
MIR4650-1,0
MIR4650-2,0
MIR4651,1
MIR4652,0
MIR4653,0
MIR4654,0
MIR4655,0
MIR4656,0
MIR4657,1
MIR4658,0
MIR4659A,1
MIR4659B,1
MIR4660,0
MIR4661,0
MIR4663,0
MIR4664,0
MIR4665,1
MIR4666A,1
MIR4667,0
MIR4668,0
MIR4669,1
MIR4670,0
MIR4671,0
MIR4672,0
MIR4673,1
MIR4674,1
MIR4675,0
MIR4676,0
MIR4677,0
MIR4678,1
MIR4679-1,0
MIR4679-2,0
MIR4680,0
MIR4681,1
MIR4682,0
MIR4683,0
MIR4684,0
MIR4685,0
MIR4686,0
MIR4687,1
MIR4688,0
MIR4689,0
MIR4690,1
MIR4691,0
MIR4692,1
MIR4693,0
MIR4694,0
MIR4695,0
MIR4696,0
MIR4697,0
MIR4698,1
MIR4699,0
MIR4700,0
MIR4701,0
MIR4703,0
MIR4705,0
MIR4706,0
MIR4707,1
MIR4708,1
MIR4709,0
MIR4710,1
MIR4711,0
MIR4712,0
MIR4713,1
MIR4714,0
MIR4715,1
MIR4716,1
MIR4717,0
MIR4718,0
MIR4719,0
MIR4720,0
MIR4721,0
MIR4722,0
MIR4723,0
MIR4724,1
MIR4725,0
MIR4726,0
MIR4727,1
MIR4728,0
MIR4729,1
MIR4730,0
MIR4731,0
MIR4732,0
MIR4733,1
MIR4734,1
MIR4735,0
MIR4736,1
MIR4737,0
MIR4738,1
MIR4739,0
MIR4740,0
MIR4741,1
MIR4742,0
MIR4743,1
MIR4744,0
MIR4745,0
MIR4746,0
MIR4747,0
MIR4748,0
MIR4749,1
MIR4750,0
MIR4751,1
MIR4752,0
MIR4753,0
MIR4754,1
MIR4755,0
MIR4756,1
MIR4757,1
MIR4758,0
MIR4759,0
MIR4760,0
MIR4761,1
MIR4762,0
MIR4763,1
MIR4764,0
MIR4765,0
MIR4766,0
MIR4767,1
MIR4768,0
MIR4769,1
MIR4770,0
MIR4772,0
MIR4773-1,0
MIR4773-2,0
MIR4774,1
MIR4775,0
MIR4776-1,1
MIR4776-2,1
MIR4777,0
MIR4778,0
MIR4779,1
MIR4780,0
MIR4781,1
MIR4782,0
MIR4783,0
MIR4784,1
MIR4785,1
MIR4786,0
MIR4787,0
MIR4788,0
MIR4789,1
MIR4790,0
MIR4791,0
MIR4792,1
MIR4793,0
MIR4794,0
MIR4795,1
MIR4796,1
MIR4797,0
MIR4798,0
MIR4799,0
MIR4800,0
MIR4801,1
MIR4802,0
MIR4803,1
MIR4804,0
MIR483,1
MIR484,1
MIR485,0
MIR486-1,0
MIR487A,0
MIR487B,0
MIR488,0
MIR489,0
MIR490,0
MIR491,0
MIR492,0
MIR493,0
MIR494,0
MIR495,0
MIR496,0
MIR497,1
MIR497HG,1
MIR498,0
MIR499A,0
MIR499B,0
MIR500A,0
MIR500B,0
MIR501,0
MIR502,0
MIR503,0
MIR504,0
MIR5047,0
MIR505,0
MIR506,0
MIR507,0
MIR508,0
MIR509-1,0
MIR509-2,0
MIR509-3,0
MIR5095,0
MIR510,0
MIR5100,0
MIR511,0
MIR512-1,0
MIR512-2,0
MIR514A1,0
MIR514A2,0
MIR514A3,0
MIR514B,0
MIR515-1,0
MIR515-2,0
MIR516A1,0
MIR516A2,0
MIR516B1,0
MIR516B2,0
MIR517A,0
MIR517B,0
MIR517C,0
MIR518A1,0
MIR518A2,0
MIR518B,0
MIR518C,0
MIR518D,0
MIR518E,0
MIR518F,0
MIR519A1,0
MIR519A2,0
MIR519B,0
MIR519C,0
MIR519D,0
MIR519E,0
MIR520A,0
MIR520B,0
MIR520C,0
MIR520D,0
MIR520E,0
MIR520F,0
MIR520G,0
MIR520H,0
MIR521-1,0
MIR521-2,0
MIR522,0
MIR523,0
MIR524,0
MIR525,0
MIR526A1,0
MIR526A2,0
MIR526B,0
MIR527,0
MIR532,0
MIR539,0
MIR541,0
MIR542,1
MIR543,0
MIR545,0
MIR548A1,0
MIR548A2,0
MIR548A3,0
MIR548AA1,0
MIR548AA2,0
MIR548AC,0
MIR548AD,1
MIR548AE2,0
MIR548AI,0
MIR548AJ2,0
MIR548AL,0
MIR548AN,0
MIR548B,0
MIR548C,1
MIR548D1,0
MIR548D2,0
MIR548F1,0
MIR548F2,0
MIR548F3,0
MIR548F4,0
MIR548F5,0
MIR548G,0
MIR548H2,1
MIR548H3,0
MIR548H4,1
MIR548I1,0
MIR548I2,0
MIR548I3,0
MIR548I4,0
MIR548J,0
MIR548K,1
MIR548M,0
MIR548N,0
MIR548O2,0
MIR548Q,0
MIR548T,0
MIR548W,0
MIR548X,0
MIR548Y,0
MIR548Z,1
MIR549A,1
MIR550A1,0
MIR550A2,0
MIR550A3,0
MIR550B1,0
MIR550B2,0
MIR551A,0
MIR551B,0
MIR553,0
MIR554,1
MIR555,0
MIR556,0
MIR557,0
MIR558,0
MIR559,0
MIR561,0
MIR563,1
MIR564,1
MIR567,1
MIR568,1
MIR569,1
MIR570,0
MIR572,0
MIR573,0
MIR574,1
MIR575,0
MIR577,0
MIR578,1
MIR580,0
MIR581,0
MIR583,1
MIR585,0
MIR586,0
MIR589,1
MIR590,0
MIR591,1
MIR592,0
MIR593,0
MIR595,0
MIR596,0
MIR597,0
MIR598,0
MIR599,0
MIR600,0
MIR600HG,0
MIR601,0
MIR602,0
MIR603,0
MIR604,0
MIR605,0
MIR608,0
MIR609,0
MIR610,0
MIR611,1
MIR612,1
MIR613,0
MIR614,0
MIR615,0
MIR617,0
MIR618,1
MIR620,1
MIR621,0
MIR622,0
MIR623,1
MIR624,0
MIR626,0
MIR627,0
MIR628,1
MIR629,1
MIR630,0
MIR631,0
MIR632,1
MIR634,0
MIR635,0
MIR636,1
MIR637,0
MIR638,1
MIR639,1
MIR641,1
MIR642A,0
MIR642B,0
MIR643,0
MIR644A,0
MIR645,1
MIR647,0
MIR648,0
MIR650,0
MIR651,0
MIR653,0
MIR654,1
MIR655,1
MIR656,0
MIR657,0
MIR658,1
MIR659,1
MIR660,0
MIR661,1
MIR662,0
MIR663A,1
MIR663B,1
MIR664A,0
MIR665,0
MIR668,0
MIR670,0
MIR671,0
MIR675,1
MIR676,0
MIR7-1,0
MIR7-2,0
MIR7-3,1
MIR7-3HG,1
MIR708,0
MIR711,0
MIR718,0
MIR744,0
MIR758,0
MIR759,1
MIR760,1
MIR761,0
MIR762,1
MIR764,0
MIR765,0
MIR766,1
MIR767,0
MIR769,0
MIR770,0
MIR802,0
MIR873,0
MIR874,0
MIR875,0
MIR876,0
MIR877,0
MIR885,0
MIR888,0
MIR889,0
MIR890,0
MIR891A,0
MIR891B,0
MIR892A,0
MIR892B,0
MIR9-1,1
MIR9-2,0
MIR9-3,0
MIR920,0
MIR921,0
MIR922,0
MIR92A1,1
MIR92A2,0
MIR92B,1
MIR93,0
MIR933,1
MIR934,0
MIR935,1
MIR936,1
MIR937,0
MIR938,1
MIR939,0
MIR940,0
MIR941-1,0
MIR941-2,0
MIR941-3,0
MIR941-4,0
MIR942,1
MIR943,0
MIR944,0
MIR96,0
MIR98,0
MIR99A,0
MIR99AHG,0
MIR99B,1
MIRLET7A1,1
MIRLET7A2,1
MIRLET7A3,1
MIRLET7B,1
MIRLET7BHG,1
MIRLET7C,0
MIRLET7D,0
MIRLET7E,1
MIRLET7F1,1
MIRLET7F2,0
MIRLET7G,0
MIRLET7I,1
MIS12,1
MIS18A,1
MIS18BP1,1
MISP,1
MITD1,1
MITF,0
MIXL1,1
MKI67,1
MKKS,1
MKL1,1
MKL2,1
MKLN1,1
MKNK1,1
MKNK2,1
MKRN1,1
MKRN2,1
MKRN3,1
MKRN7P,0
MKRN9P,0
MKS1,1
MKX,0
MLANA,0
MLC1,0
MLEC,1
MLF1,0
MLF2,1
MLH1,1
MLH3,1
MLIP,0
MLK7-AS1,0
MLKL,1
MLLT1,0
MLLT10,1
MLLT10P1,0
MLLT11,1
MLLT3,1
MLLT4,1
MLLT4-AS1,1
MLLT6,1
MLN,0
MLNR,1
MLPH,1
MLST8,1
MLX,1
MLXIP,1
MLXIPL,1
MLYCD,1
MMAA,1
MMAB,1
MMACHC,1
MMADHC,1
MMD,1
MMD2,0
MME,0
MMEL1,0
MMGT1,0
MMP1,0
MMP10,1
MMP11,1
MMP12,0
MMP13,0
MMP14,1
MMP15,1
MMP16,1
MMP17,1
MMP19,0
MMP2,1
MMP20,0
MMP21,0
MMP23A,0
MMP23B,0
MMP24,1
MMP25,0
MMP26,0
MMP27,0
MMP28,0
MMP3,0
MMP7,0
MMP8,0
MMP9,1
MMRN1,0
MMRN2,0
MMS19,1
MMS22L,1
MN1,1
MNAT1,1
MND1,1
MNDA,1
MNS1,1
MNT,1
MNX1,1
MOAP1,0
MOB1A,1
MOB1B,0
MOB2,1
MOB3A,1
MOB3B,0
MOB3C,1
MOB4,1
MOBP,0
MOCOS,1
MOCS1,0
MOCS2,1
MOCS3,1
MOG,0
MOGAT1,1
MOGAT2,1
MOGAT3,1
MOGS,1
MOK,1
MON1A,1
MON1B,1
MON2,1
MORC1,0
MORC2,1
MORC2-AS1,1
MORC3,1
MORC4,0
MORF4L1,1
MORF4L2,1
MORN1,1
MORN2,1
MORN3,0
MORN4,1
MORN5,0
MOS,0
MOSPD1,1
MOSPD2,0
MOSPD3,1
MOV10,1
MOV10L1,0
MOXD1,0
MOXD2P,0
MPC1,1
MPC2,1
MPDU1,1
MPDZ,0
MPEG1,1
MPG,0
MPHOSPH10,1
MPHOSPH6,1
MPHOSPH8,0
MPHOSPH9,1
MPI,1
MPL,0
MPLKIP,1
MPND,1
MPO,0
MPP1,0
MPP2,1
MPP3,1
MPP4,1
MPP5,1
MPP6,0
MPP7,0
MPPE1,1
MPPED1,0
MPPED2,1
MPRIP,0
MPST,1
MPV17,1
MPV17L,0
MPV17L2,1
MPZ,0
MPZL1,1
MPZL2,1
MPZL3,1
MR1,0
MRAP,0
MRAP2,0
MRAS,0
MRC1,0
MRC2,0
MRE11A,1
MREG,1
MRFAP1,1
MRFAP1L1,1
MRGBP,1
MRGPRD,0
MRGPRE,0
MRGPRF,0
MRGPRG,0
MRGPRG-AS1,0
MRGPRX1,0
MRGPRX2,0
MRGPRX3,1
MRGPRX4,0
MRI1,1
MRM1,1
MRO,0
MROH1,0
MROH2A,0
MROH2B,0
MROH5,0
MROH6,1
MROH7,0
MROH7-TTC4,0
MROH8,1
MROH9,0
MRPL1,1
MRPL10,1
MRPL11,1
MRPL12,1
MRPL13,1
MRPL14,1
MRPL15,1
MRPL16,1
MRPL17,1
MRPL18,1
MRPL19,1
MRPL2,1
MRPL20,1
MRPL21,1
MRPL22,1
MRPL23,1
MRPL23-AS1,1
MRPL24,1
MRPL27,1
MRPL28,1
MRPL3,1
MRPL30,1
MRPL32,1
MRPL33,1
MRPL34,1
MRPL35,1
MRPL36,1
MRPL37,1
MRPL38,1
MRPL39,1
MRPL4,1
MRPL40,1
MRPL41,1
MRPL42,1
MRPL42P5,0
MRPL43,1
MRPL44,1
MRPL45,1
MRPL45P2,1
MRPL46,1
MRPL47,1
MRPL48,1
MRPL49,1
MRPL50,1
MRPL51,1
MRPL52,1
MRPL53,1
MRPL54,1
MRPL55,1
MRPL57,1
MRPL9,1
MRPS10,1
MRPS11,1
MRPS12,1
MRPS14,1
MRPS15,1
MRPS16,1
MRPS17,1
MRPS18A,1
MRPS18B,0
MRPS18C,1
MRPS2,1
MRPS21,1
MRPS22,1
MRPS23,1
MRPS24,1
MRPS25,1
MRPS26,1
MRPS27,1
MRPS28,1
MRPS30,1
MRPS31,1
MRPS33,1
MRPS34,1
MRPS35,1
MRPS36,1
MRPS5,1
MRPS6,1
MRPS7,1
MRPS9,1
MRRF,1
MRS2,1
MRS2P2,0
MRTO4,1
MRVI1,0
MRVI1-AS1,1
MS4A1,1
MS4A10,0
MS4A12,0
MS4A13,0
MS4A14,1
MS4A15,0
MS4A18,0
MS4A2,0
MS4A3,0
MS4A4A,0
MS4A5,0
MS4A6A,1
MS4A6E,0
MS4A7,1
MS4A8,0
MSANTD1,0
MSANTD2,1
MSANTD3,1
MSANTD3-TMEFF1,0
MSANTD4,1
MSC,1
MSGN1,1
MSH2,1
MSH3,1
MSH4,1
MSH5,0
MSH6,1
MSI1,0
MSI2,0
MSL1,1
MSL2,1
MSL3,1
MSL3P1,0
MSLN,1
MSLNL,1
MSMB,1
MSMO1,1
MSMP,0
MSN,1
MSR1,0
MSRA,1
MSRB1,1
MSRB2,1
MSRB3,1
MSS51,0
MST1,1
MST1L,0
MST1P2,1
MST1R,1
MST4,1
MSTN,0
MSTO1,1
MSTO2P,1
MSX1,1
MSX2,0
MSX2P1,0
MT1A,0
MT1B,0
MT1DP,1
MT1E,1
MT1F,1
MT1G,0
MT1H,0
MT1IP,0
MT1JP,0
MT1L,1
MT1M,0
MT1X,1
MT2A,1
MT3,1
MT4,0
MTA1,0
MTA2,1
MTA3,1
MTAP,1
MTBP,1
MTCH1,1
MTCH2,1
MTCL1,0
MTCP1,1
MTDH,1
MTERF,0
MTERF1,1
MTERF2,1
MTERF3,1
MTERF4,1
MTF1,1
MTF2,1
MTFMT,1
MTFP1,1
MTFR1,1
MTFR1L,1
MTFR2,1
MTG1,1
MTG2,1
MTHFD1,1
MTHFD1L,1
MTHFD2,1
MTHFD2L,1
MTHFR,1
MTHFS,1
MTHFSD,1
MTIF2,1
MTIF3,1
MTL5,1
MTM1,0
MTMR1,1
MTMR10,1
MTMR11,0
MTMR12,1
MTMR14,1
MTMR2,1
MTMR3,1
MTMR4,1
MTMR6,1
MTMR7,0
MTMR8,0
MTMR9,1
MTMR9LP,1
MTNR1A,0
MTNR1B,1
MTO1,1
MTOR,1
MTPAP,1
MTPN,1
MTR,1
MTRF1,1
MTRF1L,1
MTRNR2L1,1
MTRNR2L10,0
MTRNR2L2,1
MTRNR2L3,1
MTRNR2L4,0
MTRNR2L5,0
MTRNR2L6,0
MTRNR2L7,0
MTRNR2L8,1
MTRR,1
MTSS1,1
MTSS1L,1
MTTP,1
MTURN,0
MTUS1,1
MTUS2,0
MTVR2,0
MTX1,1
MTX2,1
MTX3,1
MUC1,1
MUC12,0
MUC13,0
MUC15,1
MUC16,0
MUC17,1
MUC2,1
MUC20,0
MUC4,0
MUC5AC,0
MUC5B,1
MUC6,0
MUC7,0
MUCL1,0
MUL1,1
MUM1,1
MUM1L1,0
MURC,0
MUS81,1
MUSK,0
MUSTN1,0
MUT,1
MUTYH,1
MVB12A,1
MVB12B,0
MVD,1
MVK,1
MVP,1
MX1,0
MX2,1
MXD1,1
MXD3,1
MXD4,1
MXI1,1
MXRA5,1
MXRA7,0
MXRA8,0
MYADM,1
MYADML,0
MYADML2,0
MYB,1
MYBBP1A,1
MYBL1,1
MYBL2,1
MYBPC1,0
MYBPC2,1
MYBPC3,0
MYBPH,0
MYBPHL,0
MYC,1
MYCBP,1
MYCBP2,1
MYCBPAP,0
MYCL,1
MYCN,1
MYCNOS,1
MYCT1,0
MYD88,1
MYEF2,0
MYEOV,1
MYEOV2,1
MYF5,0
MYF6,0
MYH1,0
MYH10,1
MYH11,1
MYH13,0
MYH14,0
MYH15,0
MYH16,0
MYH2,0
MYH3,0
MYH4,0
MYH6,0
MYH7,1
MYH7B,1
MYH8,0
MYH9,1
MYL1,0
MYL10,0
MYL12A,1
MYL12B,1
MYL2,0
MYL3,0
MYL4,0
MYL5,0
MYL6,1
MYL6B,1
MYL7,0
MYL9,1
MYLIP,1
MYLK,0
MYLK-AS1,1
MYLK2,0
MYLK3,0
MYLK4,0
MYLPF,0
MYNN,1
MYO10,1
MYO15A,0
MYO15B,1
MYO16,1
MYO18A,1
MYO18B,0
MYO19,1
MYO1A,0
MYO1B,1
MYO1C,1
MYO1D,1
MYO1E,1
MYO1F,1
MYO1G,1
MYO1H,0
MYO3A,0
MYO3B,1
MYO5A,1
MYO5B,0
MYO5C,1
MYO6,0
MYO7A,1
MYO7B,0
MYO9A,1
MYO9B,1
MYOC,0
MYOCD,0
MYOD1,0
MYOF,1
MYOG,0
MYOM1,1
MYOM2,0
MYOM3,0
MYOT,0
MYOZ1,0
MYOZ2,0
MYOZ3,0
MYPN,1
MYPOP,1
MYRF,0
MYRFL,0
MYRIP,1
MYSM1,1
MYT1,0
MYT1L,0
MYZAP,1
MZB1,1
MZF1,1
MZT1,1
MZT2A,1
MZT2B,1
N4BP1,1
N4BP2,1
N4BP2L1,1
N4BP2L2,1
N4BP2L2-IT2,0
N4BP3,1
N6AMT1,1
N6AMT2,1
NAA10,0
NAA11,0
NAA15,1
NAA16,1
NAA20,1
NAA25,1
NAA30,0
NAA35,1
NAA38,1
NAA40,1
NAA50,1
NAA60,0
NAAA,0
NAALAD2,1
NAALADL1,0
NAALADL2,1
NAB1,1
NAB2,1
NABP1,1
NABP2,1
NACA,1
NACA2,0
NACAD,1
NACAP1,0
NACC1,1
NACC2,1
NADK,1
NADK2,1
NADSYN1,1
NAE1,1
NAF1,1
NAGA,1
NAGK,1
NAGLU,1
NAGPA,1
NAGS,0
NAIF1,1
NAIP,0
NALCN,0
NAMPT,1
NANOG,0
NANOGNB,0
NANOS1,1
NANOS2,0
NANOS3,0
NANP,1
NANS,1
NAP1L1,1
NAP1L2,0
NAP1L3,0
NAP1L4,1
NAP1L5,0
NAP1L6,0
NAPA,1
NAPB,1
NAPEPLD,1
NAPG,1
NAPRT,1
NAPSA,1
NAPSB,1
NARF,1
NARFL,1
NARS,1
NARS2,1
NASP,1
NAT1,0
NAT10,1
NAT14,0
NAT16,0
NAT2,1
NAT6,1
NAT8,1
NAT8B,0
NAT8L,1
NAT9,1
NATD1,0
NAV1,0
NAV2,0
NAV2-AS4,0
NAV3,0
NBAS,1
NBEA,0
NBEAL1,1
NBEAL2,1
NBEAP1,0
NBL1,0
NBN,1
NBPF1,1
NBPF10,0
NBPF11,1
NBPF14,0
NBPF15,1
NBPF22P,0
NBPF3,1
NBPF4,0
NBPF6,0
NBPF7,0
NBPF9,0
NBR1,1
NBR2,1
NCALD,1
NCAM1,0
NCAM2,0
NCAN,0
NCAPD2,1
NCAPD3,1
NCAPG,1
NCAPG2,1
NCAPH,1
NCAPH2,1
NCBP1,1
NCBP2,1
NCCRP1,0
NCDN,1
NCEH1,1
NCF1,1
NCF1B,1
NCF1C,1
NCF2,1
NCF4,1
NCK1,1
NCK2,1
NCKAP1,1
NCKAP1L,1
NCKAP5,0
NCKAP5L,1
NCKIPSD,1
NCL,1
NCLN,1
NCMAP,1
NCOA1,0
NCOA2,1
NCOA3,1
NCOA4,1
NCOA5,1
NCOA6,1
NCOA7,1
NCOR1,1
NCOR1P1,0
NCOR2,1
NCR1,0
NCR2,1
NCR3LG1,0
NCRUPAR,1
NCS1,1
NCSTN,1
NDC1,1
NDC80,1
NDE1,1
NDEL1,1
NDFIP1,1
NDFIP2,1
NDN,0
NDNF,0
NDNL2,1
NDOR1,1
NDP,0
NDRG1,1
NDRG2,1
NDRG3,1
NDRG4,0
NDST1,1
NDST2,1
NDST3,1
NDST4,0
NDUFA1,1
NDUFA10,1
NDUFA11,1
NDUFA12,1
NDUFA13,1
NDUFA2,1
NDUFA3,1
NDUFA4,1
NDUFA4L2,1
NDUFA5,1
NDUFA6,1
NDUFA7,1
NDUFA8,0
NDUFA9,1
NDUFAB1,1
NDUFAF1,1
NDUFAF2,1
NDUFAF3,1
NDUFAF4,1
NDUFAF5,1
NDUFAF6,1
NDUFAF7,1
NDUFB1,1
NDUFB10,1
NDUFB11,0
NDUFB2,1
NDUFB3,1
NDUFB4,1
NDUFB5,1
NDUFB6,1
NDUFB7,1
NDUFB8,1
NDUFB9,1
NDUFC1,1
NDUFC2,1
NDUFC2-KCTD14,1
NDUFS1,1
NDUFS2,1
NDUFS3,1
NDUFS4,1
NDUFS5,1
NDUFS6,1
NDUFS7,1
NDUFS8,1
NDUFV1,1
NDUFV2,1
NDUFV3,1
NEAT1,1
NEB,0
NEBL,1
NECAB1,0
NECAB2,0
NECAB3,1
NECAP1,1
NECAP2,1
NEDD1,0
NEDD4,1
NEDD4L,1
NEDD8,1
NEDD8-MDP1,1
NEDD9,1
NEFH,1
NEFL,0
NEFM,0
NEGR1,0
NEIL1,1
NEIL2,1
NEIL3,1
NEK1,1
NEK10,1
NEK11,1
NEK2,1
NEK3,1
NEK4,1
