contrast,collection,database,set_id,set,set_short,set_size,set_size_DB,size_ratio,set_size_in_input,input_size,background_size,p_value,adj_p_value
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15483,PTMSIGDB_PERT-P100-DIA2_BMS-345541,PTMSIGDB_PERT-P100-DIA2_BMS-345541,55,124,0.444,16,3836,15818,0.243365524,0.51727137
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15334,PTMSIGDB_KINASE-iKiP_PIM3,PTMSIGDB_KINASE-iKiP_PIM3,25,96,0.26,8,3836,15818,0.24423741,0.51727137
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15376,PTMSIGDB_KINASE-iKiP_SGK2,PTMSIGDB_KINASE-iKiP_SGK2,25,63,0.397,8,3836,15818,0.24423741,0.51727137
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15308,PTMSIGDB_KINASE-iKiP_NIM1K,PTMSIGDB_KINASE-iKiP_NIM1K,40,185,0.216,12,3836,15818,0.247616716,0.518181201
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15409,PTMSIGDB_KINASE-iKiP_TSSK1,PTMSIGDB_KINASE-iKiP_TSSK1,59,233,0.253,17,3836,15818,0.247872245,0.518181201
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15549,PTMSIGDB_PERT-P100-DIA2_OSI-027,PTMSIGDB_PERT-P100-DIA2_OSI-027,59,131,0.45,17,3836,15818,0.247872245,0.518181201
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15447,PTMSIGDB_PATH-NP_KIT_RECEPTOR_PATHWAY,PTMSIGDB_PATH-NP_KIT_RECEPTOR_PATHWAY,18,50,0.36,6,3836,15818,0.257051523,0.532777729
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-WP,15467,PTMSIGDB_PATH-WP_PI3K-Akt_signaling_pathway,PTMSIGDB_PATH-WP_PI3K-Akt_signaling_pathway,18,52,0.346,6,3836,15818,0.257051523,0.532777729
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14979,PTMSIGDB_KINASE-PSP_MARK2,PTMSIGDB_KINASE-PSP_MARK2,11,25,0.44,4,3836,15818,0.266237958,0.542543739
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15300,PTMSIGDB_KINASE-iKiP_MYLK2,PTMSIGDB_KINASE-iKiP_MYLK2,11,36,0.306,4,3836,15818,0.266237958,0.542543739
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15432,PTMSIGDB_PATH-NP_CRH_PATHWAY,PTMSIGDB_PATH-NP_CRH_PATHWAY,11,18,0.611,4,3836,15818,0.266237958,0.542543739
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15722,PTMSIGDB_PERT-PSP_U0126,PTMSIGDB_PERT-PSP_U0126,11,24,0.458,4,3836,15818,0.266237958,0.542543739
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15514,PTMSIGDB_PERT-P100-DIA2_ETOPOSIDE,PTMSIGDB_PERT-P100-DIA2_ETOPOSIDE,56,117,0.479,16,3836,15818,0.268875069,0.54562514
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15501,PTMSIGDB_PERT-P100-DIA2_DACTOLISIB,PTMSIGDB_PERT-P100-DIA2_DACTOLISIB,64,160,0.4,18,3836,15818,0.276030365,0.557811363
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15372,PTMSIGDB_KINASE-iKiP_RPS6KA6,PTMSIGDB_KINASE-iKiP_RPS6KA6,41,108,0.38,12,3836,15818,0.278022435,0.559215316
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15555,PTMSIGDB_PERT-P100-DIA2_PRI-724,PTMSIGDB_PERT-P100-DIA2_PRI-724,68,151,0.45,19,3836,15818,0.279031147,0.559215316
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15477,PTMSIGDB_PERT-P100-DIA2_AR_A014418,PTMSIGDB_PERT-P100-DIA2_AR_A014418,72,159,0.453,20,3836,15818,0.281717178,0.562275026
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14914,PTMSIGDB_KINASE-PSP_Chk1/CHEK1,PTMSIGDB_KINASE-PSP_Chk1/CHEK1,26,196,0.133,8,3836,15818,0.283025399,0.562570977
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15527,PTMSIGDB_PERT-P100-DIA2_GSK525762A,PTMSIGDB_PERT-P100-DIA2_GSK525762A,49,116,0.422,14,3836,15818,0.28789575,0.568322071
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15537,PTMSIGDB_PERT-P100-DIA2_LENALIDOMIDE,PTMSIGDB_PERT-P100-DIA2_LENALIDOMIDE,84,188,0.447,23,3836,15818,0.288262329,0.568322071
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14803,PTMSIGDB_DISEASE-PSP_breast_cancer,PTMSIGDB_DISEASE-PSP_breast_cancer,30,138,0.217,9,3836,15818,0.291827244,0.573021107
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14827,PTMSIGDB_DISEASE-PSP_lung_cancer,PTMSIGDB_DISEASE-PSP_lung_cancer,8,47,0.17,3,3836,15818,0.302866939,0.582898673
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15126,PTMSIGDB_KINASE-iKiP_BMPR1A,PTMSIGDB_KINASE-iKiP_BMPR1A,8,20,0.4,3,3836,15818,0.302866939,0.582898673
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15234,PTMSIGDB_KINASE-iKiP_IRAK1,PTMSIGDB_KINASE-iKiP_IRAK1,8,69,0.116,3,3836,15818,0.302866939,0.582898673
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15385,PTMSIGDB_KINASE-iKiP_STK11,PTMSIGDB_KINASE-iKiP_STK11,8,30,0.267,3,3836,15818,0.302866939,0.582898673
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15625,PTMSIGDB_PERT-PSP_ANISOMYCIN,PTMSIGDB_PERT-PSP_ANISOMYCIN,8,17,0.471,3,3836,15818,0.302866939,0.582898673
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15584,PTMSIGDB_PERT-P100-DIA2_UNC1215,PTMSIGDB_PERT-P100-DIA2_UNC1215,46,113,0.407,13,3836,15818,0.313546724,0.601067831
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14906,PTMSIGDB_KINASE-PSP_CK2A1/CSNK2A1,PTMSIGDB_KINASE-PSP_CK2A1/CSNK2A1,58,571,0.102,16,3836,15818,0.322415996,0.612383459
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15149,PTMSIGDB_KINASE-iKiP_CDK2-CCNE1,PTMSIGDB_KINASE-iKiP_CDK2-CCNE1,58,140,0.414,16,3836,15818,0.322415996,0.612383459
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15055,PTMSIGDB_KINASE-PSP_PLK1,PTMSIGDB_KINASE-PSP_PLK1,27,302,0.089,8,3836,15818,0.323237455,0.612383459
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15062,PTMSIGDB_KINASE-PSP_Pim1/PIM1,PTMSIGDB_KINASE-PSP_Pim1/PIM1,12,67,0.179,4,3836,15818,0.328115341,0.61680597
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15242,PTMSIGDB_KINASE-iKiP_LATS1,PTMSIGDB_KINASE-iKiP_LATS1,12,42,0.286,4,3836,15818,0.328115341,0.61680597
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15375,PTMSIGDB_KINASE-iKiP_SGK1,PTMSIGDB_KINASE-iKiP_SGK1,31,82,0.378,9,3836,15818,0.329544943,0.617101534
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14822,PTMSIGDB_DISEASE-PSP_hepatocellular_carcinoma,PTMSIGDB_DISEASE-PSP_hepatocellular_carcinoma,5,39,0.128,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14830,PTMSIGDB_DISEASE-PSP_melanoma_skin_cancer,PTMSIGDB_DISEASE-PSP_melanoma_skin_cancer,5,25,0.2,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14836,PTMSIGDB_DISEASE-PSP_non-small_cell_lung_cancer,PTMSIGDB_DISEASE-PSP_non-small_cell_lung_cancer,5,26,0.192,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14923,PTMSIGDB_KINASE-PSP_EEF2K,PTMSIGDB_KINASE-PSP_EEF2K,5,13,0.385,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15041,PTMSIGDB_KINASE-PSP_PKCB_iso2/PRKCB,PTMSIGDB_KINASE-PSP_PKCB_iso2/PRKCB,5,52,0.096,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15163,PTMSIGDB_KINASE-iKiP_CHEK2,PTMSIGDB_KINASE-iKiP_CHEK2,5,34,0.147,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15187,PTMSIGDB_KINASE-iKiP_EEF2K,PTMSIGDB_KINASE-iKiP_EEF2K,5,30,0.167,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15287,PTMSIGDB_KINASE-iKiP_MAST2,PTMSIGDB_KINASE-iKiP_MAST2,5,12,0.417,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15380,PTMSIGDB_KINASE-iKiP_SPHK2,PTMSIGDB_KINASE-iKiP_SPHK2,5,28,0.179,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15398,PTMSIGDB_KINASE-iKiP_TAOK2,PTMSIGDB_KINASE-iKiP_TAOK2,5,65,0.077,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-PRM,15607,PTMSIGDB_PERT-P100-PRM_LENALIDOMIDE,PTMSIGDB_PERT-P100-PRM_LENALIDOMIDE,5,10,0.5,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-PRM,15608,PTMSIGDB_PERT-P100-PRM_LOSMAPIMOD,PTMSIGDB_PERT-P100-PRM_LOSMAPIMOD,5,9,0.556,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15659,PTMSIGDB_PERT-PSP_GEFITINIB,PTMSIGDB_PERT-PSP_GEFITINIB,5,26,0.192,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15712,PTMSIGDB_PERT-PSP_SU11274,PTMSIGDB_PERT-PSP_SU11274,5,10,0.5,2,3836,15818,0.351386376,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15162,PTMSIGDB_KINASE-iKiP_CHEK1,PTMSIGDB_KINASE-iKiP_CHEK1,20,107,0.187,6,3836,15818,0.352643314,0.624204406
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15560,PTMSIGDB_PERT-P100-DIA2_RO4929097,PTMSIGDB_PERT-P100-DIA2_RO4929097,87,198,0.439,23,3836,15818,0.355688657,0.626262086
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15037,PTMSIGDB_KINASE-PSP_PKACA/PRKACA,PTMSIGDB_KINASE-PSP_PKACA/PRKACA,99,607,0.163,26,3836,15818,0.356388321,0.626262086
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15285,PTMSIGDB_KINASE-iKiP_MARK3,PTMSIGDB_KINASE-iKiP_MARK3,32,110,0.291,9,3836,15818,0.368058232,0.642115981
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15522,PTMSIGDB_PERT-P100-DIA2_GINKGETIN,PTMSIGDB_PERT-P100-DIA2_GINKGETIN,32,81,0.395,9,3836,15818,0.368058232,0.642115981
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15368,PTMSIGDB_KINASE-iKiP_RPS6KA2,PTMSIGDB_KINASE-iKiP_RPS6KA2,52,212,0.245,14,3836,15818,0.377012717,0.647483611
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15481,PTMSIGDB_PERT-P100-DIA2_BIX-01294,PTMSIGDB_PERT-P100-DIA2_BIX-01294,52,118,0.441,14,3836,15818,0.377012717,0.647483611
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14857,PTMSIGDB_KINASE-PSP_ATM,PTMSIGDB_KINASE-PSP_ATM,9,291,0.031,3,3836,15818,0.378325875,0.647483611
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15043,PTMSIGDB_KINASE-PSP_PKCE/PRKCE,PTMSIGDB_KINASE-PSP_PKCE/PRKCE,9,66,0.136,3,3836,15818,0.378325875,0.647483611
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15687,PTMSIGDB_PERT-PSP_LY294002,PTMSIGDB_PERT-PSP_LY294002,9,19,0.474,3,3836,15818,0.378325875,0.647483611
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14862,PTMSIGDB_KINASE-PSP_Akt1/AKT1,PTMSIGDB_KINASE-PSP_Akt1/AKT1,72,356,0.202,19,3836,15818,0.379145042,0.647483611
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15049,PTMSIGDB_KINASE-PSP_PKG1/PRKG1,PTMSIGDB_KINASE-PSP_PKG1/PRKG1,13,50,0.26,4,3836,15818,0.390616482,0.66240907
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15151,PTMSIGDB_KINASE-iKiP_CDK4-CCND1,PTMSIGDB_KINASE-iKiP_CDK4-CCND1,13,32,0.406,4,3836,15818,0.390616482,0.66240907
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15150,PTMSIGDB_KINASE-iKiP_CDK3-CCNE1,PTMSIGDB_KINASE-iKiP_CDK3-CCNE1,17,73,0.233,5,3836,15818,0.397442001,0.671635436
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15042,PTMSIGDB_KINASE-PSP_PKCD/PRKCD,PTMSIGDB_KINASE-PSP_PKCD/PRKCD,21,135,0.156,6,3836,15818,0.401591197,0.672861344
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15117,PTMSIGDB_KINASE-iKiP_AKT2,PTMSIGDB_KINASE-iKiP_AKT2,25,72,0.347,7,3836,15818,0.404221403,0.672861344
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15156,PTMSIGDB_KINASE-iKiP_CDK6-CCND3,PTMSIGDB_KINASE-iKiP_CDK6-CCND3,29,68,0.426,8,3836,15818,0.405905218,0.672861344
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15474,PTMSIGDB_PERT-P100-DIA2_1271738-62-5,PTMSIGDB_PERT-P100-DIA2_1271738-62-5,49,101,0.485,13,3836,15818,0.407835408,0.672861344
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15204,PTMSIGDB_KINASE-iKiP_ERBB2,PTMSIGDB_KINASE-iKiP_ERBB2,41,84,0.488,11,3836,15818,0.407878835,0.672861344
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15286,PTMSIGDB_KINASE-iKiP_MARK4,PTMSIGDB_KINASE-iKiP_MARK4,41,173,0.237,11,3836,15818,0.407878835,0.672861344
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15411,PTMSIGDB_KINASE-iKiP_TTBK1,PTMSIGDB_KINASE-iKiP_TTBK1,41,268,0.153,11,3836,15818,0.407878835,0.672861344
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15185,PTMSIGDB_KINASE-iKiP_DYRK3,PTMSIGDB_KINASE-iKiP_DYRK3,106,320,0.331,27,3836,15818,0.421092269,0.692304239
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15318,PTMSIGDB_KINASE-iKiP_PAK2,PTMSIGDB_KINASE-iKiP_PAK2,54,152,0.355,14,3836,15818,0.438278253,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15165,PTMSIGDB_KINASE-iKiP_CLK1,PTMSIGDB_KINASE-iKiP_CLK1,34,68,0.5,9,3836,15818,0.445861181,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15448,PTMSIGDB_PATH-NP_LEPTIN_PATHWAY,PTMSIGDB_PATH-NP_LEPTIN_PATHWAY,30,44,0.682,8,3836,15818,0.447388118,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14845,PTMSIGDB_DISEASE-PSP_psoriasis,PTMSIGDB_DISEASE-PSP_psoriasis,6,10,0.6,2,3836,15818,0.448217772,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14858,PTMSIGDB_KINASE-PSP_ATR,PTMSIGDB_KINASE-PSP_ATR,6,117,0.051,2,3836,15818,0.448217772,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15298,PTMSIGDB_KINASE-iKiP_MTOR,PTMSIGDB_KINASE-iKiP_MTOR,6,17,0.353,2,3836,15818,0.448217772,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15436,PTMSIGDB_PATH-NP_GASTRIN_PATHWAY,PTMSIGDB_PATH-NP_GASTRIN_PATHWAY,6,18,0.333,2,3836,15818,0.448217772,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15631,PTMSIGDB_PERT-PSP_BACTERIAL_INFECTION,PTMSIGDB_PERT-PSP_BACTERIAL_INFECTION,6,6,1,2,3836,15818,0.448217772,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15638,PTMSIGDB_PERT-PSP_CISPLATIN,PTMSIGDB_PERT-PSP_CISPLATIN,6,14,0.429,2,3836,15818,0.448217772,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15675,PTMSIGDB_PERT-PSP_IL_2,PTMSIGDB_PERT-PSP_IL_2,6,17,0.353,2,3836,15818,0.448217772,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15694,PTMSIGDB_PERT-PSP_PAR2_ACTIVATING_PEPTIDE,PTMSIGDB_PERT-PSP_PAR2_ACTIVATING_PEPTIDE,6,6,1,2,3836,15818,0.448217772,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15127,PTMSIGDB_KINASE-iKiP_BMPR1B,PTMSIGDB_KINASE-iKiP_BMPR1B,22,91,0.242,6,3836,15818,0.450259241,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15228,PTMSIGDB_KINASE-iKiP_HIPK4,PTMSIGDB_KINASE-iKiP_HIPK4,18,55,0.327,5,3836,15818,0.451438338,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15679,PTMSIGDB_PERT-PSP_IONIZING_RADIATION,PTMSIGDB_PERT-PSP_IONIZING_RADIATION,10,85,0.118,3,3836,15818,0.451821676,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-PSP,15718,PTMSIGDB_PERT-PSP_THROMBIN,PTMSIGDB_PERT-PSP_THROMBIN,14,24,0.583,4,3836,15818,0.452168144,0.707424354
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15284,PTMSIGDB_KINASE-iKiP_MARK2,PTMSIGDB_KINASE-iKiP_MARK2,51,167,0.305,13,3836,15818,0.471581171,0.735424013
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15317,PTMSIGDB_KINASE-iKiP_PAK1,PTMSIGDB_KINASE-iKiP_PAK1,43,145,0.297,11,3836,15818,0.477492681,0.74225625
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15341,PTMSIGDB_KINASE-iKiP_PRKACA,PTMSIGDB_KINASE-iKiP_PRKACA,72,190,0.379,18,3836,15818,0.486250385,0.75345507
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15332,PTMSIGDB_KINASE-iKiP_PIM1,PTMSIGDB_KINASE-iKiP_PIM1,31,141,0.22,8,3836,15818,0.488377048,0.754037073
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,15039,PTMSIGDB_KINASE-PSP_PKCA/PRKCA,PTMSIGDB_KINASE-PSP_PKCA/PRKCA,27,468,0.058,7,3836,15818,0.49284485,0.754037073
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15123,PTMSIGDB_KINASE-iKiP_AURKB,PTMSIGDB_KINASE-iKiP_AURKB,27,128,0.211,7,3836,15818,0.49284485,0.754037073
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15288,PTMSIGDB_KINASE-iKiP_MATK.CTK,PTMSIGDB_KINASE-iKiP_MATK.CTK,27,83,0.325,7,3836,15818,0.49284485,0.754037073
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15177,PTMSIGDB_KINASE-iKiP_CSNK2A2.CK2A2,PTMSIGDB_KINASE-iKiP_CSNK2A2.CK2A2,122,323,0.378,30,3836,15818,0.500088415,0.762713463
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15253,PTMSIGDB_KINASE-iKiP_MAP2K4,PTMSIGDB_KINASE-iKiP_MAP2K4,19,41,0.463,5,3836,15818,0.504029111,0.763919122
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15452,PTMSIGDB_PATH-NP_PROLACTIN_PATHWAY,PTMSIGDB_PATH-NP_PROLACTIN_PATHWAY,19,167,0.114,5,3836,15818,0.504029111,0.763919122
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15250,PTMSIGDB_KINASE-iKiP_MAP2K1,PTMSIGDB_KINASE-iKiP_MAP2K1,15,26,0.577,4,3836,15818,0.511511871,0.770444899
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15431,PTMSIGDB_PATH-NP_CCR7_PATHWAY,PTMSIGDB_PATH-NP_CCR7_PATHWAY,15,31,0.484,4,3836,15818,0.511511871,0.770444899
Muscle_only,PTMSIGDB,PTMSIGDB_DISEASE-PSP,14813,PTMSIGDB_DISEASE-PSP_colorectal_cancer,PTMSIGDB_DISEASE-PSP_colorectal_cancer,11,68,0.162,3,3836,15818,0.52141557,0.772213612
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14852,PTMSIGDB_KINASE-PSP_AMPKA2/PRKAA2,PTMSIGDB_KINASE-PSP_AMPKA2/PRKAA2,11,41,0.268,3,3836,15818,0.52141557,0.772213612
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15238,PTMSIGDB_KINASE-iKiP_JAK2,PTMSIGDB_KINASE-iKiP_JAK2,11,98,0.112,3,3836,15818,0.52141557,0.772213612
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15365,PTMSIGDB_KINASE-iKiP_ROCK2,PTMSIGDB_KINASE-iKiP_ROCK2,11,33,0.333,3,3836,15818,0.52141557,0.772213612
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15393,PTMSIGDB_KINASE-iKiP_STK38L,PTMSIGDB_KINASE-iKiP_STK38L,11,25,0.44,3,3836,15818,0.52141557,0.772213612
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15120,PTMSIGDB_KINASE-iKiP_AMPKA1,PTMSIGDB_KINASE-iKiP_AMPKA1,36,88,0.409,9,3836,15818,0.522239309,0.772213612
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15433,PTMSIGDB_PATH-NP_EGFR1_PATHWAY,PTMSIGDB_PATH-NP_EGFR1_PATHWAY,61,495,0.123,15,3836,15818,0.524705731,0.773502369
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15319,PTMSIGDB_KINASE-iKiP_PAK3,PTMSIGDB_KINASE-iKiP_PAK3,32,147,0.218,8,3836,15818,0.52848332,0.774037662
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15218,PTMSIGDB_KINASE-iKiP_GRK2,PTMSIGDB_KINASE-iKiP_GRK2,28,124,0.226,7,3836,15818,0.535671854,0.774037662
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14872,PTMSIGDB_KINASE-PSP_BRAF,PTMSIGDB_KINASE-PSP_BRAF,7,17,0.412,2,3836,15818,0.536240524,0.774037662
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-PSP,14901,PTMSIGDB_KINASE-PSP_CK1A/CSNK1A1,PTMSIGDB_KINASE-PSP_CK1A/CSNK1A1,7,143,0.049,2,3836,15818,0.536240524,0.774037662
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15252,PTMSIGDB_KINASE-iKiP_MAP2K3,PTMSIGDB_KINASE-iKiP_MAP2K3,7,14,0.5,2,3836,15818,0.536240524,0.774037662
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15294,PTMSIGDB_KINASE-iKiP_MLCK,PTMSIGDB_KINASE-iKiP_MLCK,7,8,0.875,2,3836,15818,0.536240524,0.774037662
Muscle_only,PTMSIGDB,PTMSIGDB_PATH-NP,15439,PTMSIGDB_PATH-NP_IL11_PATHWAY,PTMSIGDB_PATH-NP_IL11_PATHWAY,7,17,0.412,2,3836,15818,0.536240524,0.774037662
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15492,PTMSIGDB_PERT-P100-DIA2_CC-401,PTMSIGDB_PERT-P100-DIA2_CC-401,70,154,0.455,17,3836,15818,0.543446094,0.780809595
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15118,PTMSIGDB_KINASE-iKiP_AKT3,PTMSIGDB_KINASE-iKiP_AKT3,24,58,0.414,6,3836,15818,0.544151841,0.780809595
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15504,PTMSIGDB_PERT-P100-DIA2_DECITABINE,PTMSIGDB_PERT-P100-DIA2_DECITABINE,58,150,0.387,14,3836,15818,0.558651187,0.799250223
Muscle_only,PTMSIGDB,PTMSIGDB_PERT-P100-DIA2,15578,PTMSIGDB_PERT-P100-DIA2_TOFACITINIB,PTMSIGDB_PERT-P100-DIA2_TOFACITINIB,54,117,0.462,13,3836,15818,0.564544074,0.802730189
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15243,PTMSIGDB_KINASE-iKiP_LATS2,PTMSIGDB_KINASE-iKiP_LATS2,33,94,0.351,8,3836,15818,0.567370703,0.802730189
Muscle_only,PTMSIGDB,PTMSIGDB_KINASE-iKiP,15167,PTMSIGDB_KINASE-iKiP_CLK3,PTMSIGDB_KINASE-iKiP_CLK3,16,45,0.356,4,3836,15818,0.567704031,0.802730189
