"Cluster","EdgeBetweenness","interaction","modality","name","Peak_chr","Peak_end","Peak_start","regulator_id","selected","shared interaction","shared name","site","source","strand","Target_gene_id","target_id","TF_id","tissue","Weight"
"11","420992.48733211897","regulates","EE","MEF2A (regulates) TOM1","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) TOM1","S98s","SCION","","","ENSG00000100284.22","","muscle","0.177702896125933"
"11","7036.182692307322","regulates","EE","MEF2A (regulates) KCNK6","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) KCNK6","S98sT108t","SCION","","","ENSG00000099337.5","","muscle","0.115450531700173"
,"122237.56071429023","binds","","NFIL3 (binds) TMEM214","chr2","27064502","27063461","","false","binds","NFIL3 (binds) TMEM214","","MAGICAL","+","ENSG00000119777.20","","ENSG00000165030.4","",
"4","41567.104761901304","regulates","RE","NFIB (regulates) OTUD1","",,,"O00712_S328s","false","regulates","NFIB (regulates) OTUD1","S328s","SCION","","","ENSG00000165312.7","","muscle","0.14844617187402"
"6","542559.7307359207","regulates","EE","NFIC (regulates) SLC25A4","",,,"P08651_S343s","false","regulates","NFIC (regulates) SLC25A4","S343s","SCION","","","ENSG00000151729.11","","muscle","0.287455638405485"
"11","7009.08091908036","regulates","EE","MEF2A (regulates) OSBPL8","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) OSBPL8","S98sT108t","SCION","","","ENSG00000091039.17","","muscle","0.193418938768861"
,"252794.75219735727","binds","","NFIL3 (binds) DIAPH1","chr5","141574705","141573488","","false","binds","NFIL3 (binds) DIAPH1","","MAGICAL","-","ENSG00000131504.18","","ENSG00000165030.4","",
"11","14481.573767753654","regulates","EE","MEF2A (regulates) DDX24","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) DDX24","S98s","SCION","","","ENSG00000089737.18","","muscle","0.230713157333145"
,"21262.209982173415","binds","","JUN (binds) CHMP4B","chr20","33804602","33803822","","false","binds","JUN (binds) CHMP4B","","MAGICAL","+","ENSG00000101421.4","","ENSG00000177606.8","",
"11","791490.2757936304","regulates","EE","MEF2A (regulates) PXN","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) PXN","S98sT108t","SCION","","","ENSG00000089159.17","","muscle","0.150958589057924"
"11","497737.22835496196","regulates","EE","MEF2A (regulates) SEH1L","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) SEH1L","S98sT108t","SCION","","","ENSG00000085415.16","","muscle","0.149870836506014"
"1","7051.3099025968795","regulates","EE","HES1 (regulates) NEDD4","",,,"Q14469_S12s","false","regulates","HES1 (regulates) NEDD4","S12s","SCION","","","ENSG00000069869.17","","muscle","0.198585951583869"
,"14070.099603175264","binds","","ZBTB6 (binds) LSMEM1","chr7","112423574","112422704","","false","binds","ZBTB6 (binds) LSMEM1","","MAGICAL","+","ENSG00000181016.9","","ENSG00000186130.5","",
,"42553.41754519346","binds","","NFIL3 (binds) LMCD1","chr3","8544630","8543983","","false","binds","NFIL3 (binds) LMCD1","","MAGICAL","+","ENSG00000071282.12","","ENSG00000165030.4","",
,"19067.220358589835","binds","","NFIB (binds) ACSL1","chr4","184755585","184755182","","false","binds","NFIB (binds) ACSL1","","MAGICAL","-","ENSG00000151726.15","","ENSG00000147862.18","",
"1","119051.72368579464","regulates","EE","HES1 (regulates) USP28","",,,"Q14469_S12s","false","regulates","HES1 (regulates) USP28","S12s","SCION","","","ENSG00000048028.11","","muscle","0.127947145799177"
"11","1213961.0","regulates","EE","MEF2A (regulates) REXO1","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) REXO1","S98s","SCION","","","ENSG00000079313.15","","muscle","0.11512996629929"
,"17686.275747472522","binds","","JUN (binds) GNA13","chr17","64989616","64989145","","false","binds","JUN (binds) GNA13","","MAGICAL","-","ENSG00000120063.10","","ENSG00000177606.8","",
"11","526555.0036546187","regulates","EE","MEF2A (regulates) FOSL2","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) FOSL2","S98sT108t","SCION","","","ENSG00000075426.12","","muscle","0.192539993182135"
"11","1065515.5618347437","regulates","EE","MEF2A (regulates) NCK2","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) NCK2","S98sT108t","SCION","","","ENSG00000071051.14","","muscle","0.134847063683376"
"11","8338.614285714675","regulates","EE","MEF2A (regulates) ATP2B1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) ATP2B1","S98sT108t","SCION","","","ENSG00000070961.16","","muscle","0.188714557842127"
,"756231.1746031661","binds","","NFIL3 (binds) EGR2","chr10","62916621","62916145","","false","binds","NFIL3 (binds) EGR2","","MAGICAL","-","ENSG00000122877.18","","ENSG00000165030.4","",
"11","416138.05033579865","regulates","EE","MEF2A (regulates) CSNK2A2","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) CSNK2A2","S98s","SCION","","","ENSG00000070770.10","","muscle","0.149706112789405"
,"1614.2000000002297","binds","","NR1D2 (binds) CPEB4","chr5","173955581","173954255","","false","binds","NR1D2 (binds) CPEB4","","MAGICAL","+","ENSG00000113742.14","","ENSG00000174738.13","",
"11","332111.12500000413","regulates","EE","MEF2A (regulates) RASSF1","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) RASSF1","S98s","SCION","","","ENSG00000068028.18","","muscle","0.116250889205205"
,"11468.714285713815","binds","","NFIB (binds) OST4","chr2","27064502","27063461","","false","binds","NFIB (binds) OST4","","MAGICAL","-","ENSG00000228474.6","","ENSG00000147862.18","",
,"1.1239899398362836E7","binds","","ZBTB6 (binds) FOSL2","chr2","28407518","28406738","","false","binds","ZBTB6 (binds) FOSL2","","MAGICAL","+","ENSG00000075426.12","","ENSG00000186130.5","",
"9","69481.26042568212","regulates","RE","GATAD2B (regulates) SEMA4C","",,,"Q8WXI9_S334s","false","regulates","GATAD2B (regulates) SEMA4C","S334s","SCION","","","ENSG00000168758.11","","muscle","0.178816064956788"
,"85850.42619048167","binds","","NFIL3 (binds) PDK4","chr7","95591653","95590809","","false","binds","NFIL3 (binds) PDK4","","MAGICAL","-","ENSG00000004799.8","","ENSG00000165030.4","",
,"120224.70762031202","binds","","NFIL3 (binds) RCAN1","chr21","34522983","34522212","","false","binds","NFIL3 (binds) RCAN1","","MAGICAL","-","ENSG00000159200.18","","ENSG00000165030.4","",
"4","27021.666666668618","regulates","RE","NFIB (regulates) CCN1","",,,"O00712_S328s","false","regulates","NFIB (regulates) CCN1","S328s","SCION","","","ENSG00000142871.18","","muscle","0.181464337752152"
"11","461307.3543651223","regulates","EE","MEF2A (regulates) SLC12A2","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) SLC12A2","S98sT108t","SCION","","","ENSG00000064651.14","","muscle","0.128807432401688"
,"621335.1987862098","binds","","NFIL3 (binds) DNAJB4","chr1","78019600","78018834","","false","binds","NFIL3 (binds) DNAJB4","","MAGICAL","+","ENSG00000162616.9","","ENSG00000165030.4","",
,"6122327.688178569","binds","","ZBTB6 (binds) NR4A1","chr12","52047111","52046911","","false","binds","ZBTB6 (binds) NR4A1","","MAGICAL","+","ENSG00000123358.20","","ENSG00000186130.5","",
"11","759474.8544372364","regulates","EE","MEF2A (regulates) ELMO2","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) ELMO2","S98sT108t","SCION","","","ENSG00000062598.18","","muscle","0.169078247696117"
,"2017.5","binds","","NR1D2 (binds) IRS2","chr13","109840903","109840167","","false","binds","NR1D2 (binds) IRS2","","MAGICAL","-","ENSG00000185950.9","","ENSG00000174738.13","",
"12","6115.835714286045","regulates","RE","NFIC (regulates) TMEM214","",,,"P08651_S343s","false","regulates","NFIC (regulates) TMEM214","S343s","SCION","","","ENSG00000119777.20","","muscle","0.148213254133939"
,"17295.524999999987","binds","","NFIB (binds) TMEM214","chr2","27064502","27063461","","false","binds","NFIB (binds) TMEM214","","MAGICAL","+","ENSG00000119777.20","","ENSG00000147862.18","",
"11","791177.3623015631","regulates","EE","MEF2A (regulates) HDAC9","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) HDAC9","S98sT108t","SCION","","","ENSG00000048052.24","","muscle","0.110360629073972"
"11","1112423.2570410427","regulates","EE","MEF2A (regulates) EDC4","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) EDC4","S98s","SCION","","","ENSG00000038358.15","","muscle","0.136288389474491"
"11","9321.928571428907","regulates","EE","MEF2A (regulates) VCL","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) VCL","S98s","SCION","","","ENSG00000035403.18","","muscle","0.15486399125246"
"4","1052858.3444444307","regulates","EE","NFIB (regulates) RANBP9","",,,"O00712_S333s","false","regulates","NFIB (regulates) RANBP9","S333s","SCION","","","ENSG00000010017.13","","muscle","0.108046267921763"
,"166627.9666666789","binds","","NFIL3 (binds) LSMEM1","chr7","112423574","112422704","","false","binds","NFIL3 (binds) LSMEM1","","MAGICAL","+","ENSG00000181016.9","","ENSG00000165030.4","",
"11","159445.0620448154","regulates","EE","MEF2A (regulates) KDM7A","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) KDM7A","S98s","SCION","","","ENSG00000006459.11","","muscle","0.152496535692318"
,"214321.56181317958","binds","","NFIL3 (binds) SLC25A30","chr13","45511902","45511386","","false","binds","NFIL3 (binds) SLC25A30","","MAGICAL","-","ENSG00000174032.17","","ENSG00000165030.4","",
,"18810.34229877865","binds","","JUN (binds) BAG3","chr10","119678795","119678388","","false","binds","JUN (binds) BAG3","","MAGICAL","+","ENSG00000151929.10","","ENSG00000177606.8","",
"11","995137.156493518","regulates","EE","MEF2A (regulates) ZFX","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) ZFX","S98sT108t","SCION","","","ENSG00000005889.16","","muscle","0.135310651375204"
,"121272.01900093757","binds","","NFIL3 (binds) IRS2","chr13","109757126","109756551","","false","binds","NFIL3 (binds) IRS2","","MAGICAL","-","ENSG00000185950.9","","ENSG00000165030.4","",
"9","8593.0","regulates","RE","TMF1 (regulates) SEMA4C","",,,"P82094_S344s","false","regulates","TMF1 (regulates) SEMA4C","S344s","SCION","","","ENSG00000168758.11","","muscle","0.25463872556694"
,"87346.12784992997","binds","","NFIB (binds) HOMER1","chr5","79490266","79489860","","false","binds","NFIB (binds) HOMER1","","MAGICAL","-","ENSG00000152413.15","","ENSG00000147862.18","",
,"193465.88593074118","binds","","NFIL3 (binds) ETS2","chr21","38821561","38820532","","false","binds","NFIL3 (binds) ETS2","","MAGICAL","+","ENSG00000157557.13","","ENSG00000165030.4","",
,"4034.0","binds","","NR1D2 (binds) ANKRD2","chr10","97575572","97575070","","false","binds","NR1D2 (binds) ANKRD2","","MAGICAL","+","ENSG00000165887.12","","ENSG00000174738.13","",
,"16092.24223497028","binds","","JUN (binds) ARPP19","chr15","52558704","52558094","","false","binds","JUN (binds) ARPP19","","MAGICAL","-","ENSG00000128989.11","","ENSG00000177606.8","",
,"11153.90476190441","binds","","SP2 (binds) LSMEM1","chr7","112423574","112422704","","false","binds","SP2 (binds) LSMEM1","","MAGICAL","+","ENSG00000181016.9","","ENSG00000167182.16","",
,"1345.3333333333858","binds","","NR1D2 (binds) CCN1","chr1","85557129","85555916","","false","binds","NR1D2 (binds) CCN1","","MAGICAL","+","ENSG00000142871.18","","ENSG00000174738.13","",
,"8.103489200757876E7","binds","","NFIL3 (binds) NR4A1","chr12","52059897","52059484","","false","binds","NFIL3 (binds) NR4A1","","MAGICAL","+","ENSG00000123358.20","","ENSG00000165030.4","",
,"2017.5","binds","","NR1D2 (binds) RCAN1","chr21","34580912","34579951","","false","binds","NR1D2 (binds) RCAN1","","MAGICAL","-","ENSG00000159200.18","","ENSG00000174738.13","",
"13","499045.26522365806","regulates","RE","MEF2A (regulates) SCAF8","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) SCAF8","S98sT108t","SCION","","","ENSG00000213079.10","","muscle","0.151347311421552"
,"1345.3333333333858","binds","","NR1D2 (binds) PDK4","chr7","95589609","95588794","","false","binds","NR1D2 (binds) PDK4","","MAGICAL","-","ENSG00000004799.8","","ENSG00000174738.13","",
"11","28965.0","regulates","EE","DR1 (regulates) TLE1","",,,"Q01658_S106s","false","regulates","DR1 (regulates) TLE1","S106s","SCION","","","ENSG00000196781.16","","muscle","0.126824016255033"
,"54364.838095234016","binds","","JDP2 (binds) PARD3","chr10","34822633","34822114","","false","binds","JDP2 (binds) PARD3","","MAGICAL","-","ENSG00000148498.16","","ENSG00000140044.13","",
,"11973.416666667592","binds","","NFIB (binds) LMCD1","chr3","8533463","8532263","","false","binds","NFIB (binds) LMCD1","","MAGICAL","+","ENSG00000071282.12","","ENSG00000147862.18","",
"13","1619962.5564260948","regulates","RE","NFIB (regulates) CEBPD","",,,"O00712_S265s","false","regulates","NFIB (regulates) CEBPD","S265s","SCION","","","ENSG00000221869.5","","muscle","0.126047149204131"
,"14748.476569264674","binds","","JUN (binds) NEDD4","chr15","55909965","55909123","","false","binds","JUN (binds) NEDD4","","MAGICAL","-","ENSG00000069869.17","","ENSG00000177606.8","",
"13","1196923.0","regulates","RE","MEF2A (regulates) BTBD8","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) BTBD8","S98sT108t","SCION","","","ENSG00000189195.15","","muscle","0.187395103899095"
,"30160.220833332678","binds","","NFIB (binds) SLC25A30","chr13","45434142","45432847","","false","binds","NFIB (binds) SLC25A30","","MAGICAL","-","ENSG00000174032.17","","ENSG00000147862.18","",
"13","573099.259743041","regulates","RE","MEF2A (regulates) FRAT2","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) FRAT2","S98sT108t","SCION","","","ENSG00000181274.7","","muscle","0.113069462831757"
"11","180046.62032134045","regulates","EE","DR1 (regulates) FRAT2","",,,"Q01658_S106s","false","regulates","DR1 (regulates) FRAT2","S106s","SCION","","","ENSG00000181274.7","","muscle","0.163652997123943"
"11","31192.38436147224","regulates","EE","NFIB (regulates) SRSF3","",,,"O00712_S328s","false","regulates","NFIB (regulates) SRSF3","S328s","SCION","","","ENSG00000112081.17","","muscle","0.114727887962621"
"13","486688.5450216334","regulates","RE","MEF2A (regulates) CAMTA1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) CAMTA1","S98sT108t","SCION","","","ENSG00000171735.19","","muscle","0.111482293264785"
,"16696.974747474094","binds","","JUN (binds) HOMER1","chr5","79490266","79489860","","false","binds","JUN (binds) HOMER1","","MAGICAL","-","ENSG00000152413.15","","ENSG00000177606.8","",
"13","330318.8860071256","regulates","RE","MEF2A (regulates) ASXL1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) ASXL1","S98sT108t","SCION","","","ENSG00000171456.21","","muscle","0.104710018189981"
"11","4462153.318970678","regulates","EE","DR1 (regulates) ZHX2","",,,"Q01658_S106s","false","regulates","DR1 (regulates) ZHX2","S106s","SCION","","","ENSG00000178764.8","","muscle","0.100854496037547"
,"32742.289682536884","binds","","JDP2 (binds) LSMEM1","chr7","112449617","112449403","","false","binds","JDP2 (binds) LSMEM1","","MAGICAL","+","ENSG00000181016.9","","ENSG00000140044.13","",
,"24132.333333332164","binds","","NFIB (binds) ANKRD1","chr10","90989386","90988445","","false","binds","NFIB (binds) ANKRD1","","MAGICAL","-","ENSG00000148677.7","","ENSG00000147862.18","",
,"10650.567114987338","binds","","NR1D2 (binds) NR4A1","chr12","52054879","52053844","","false","binds","NR1D2 (binds) NR4A1","","MAGICAL","+","ENSG00000123358.20","","ENSG00000174738.13","",
"11","287860.92225274135","regulates","EE","DR1 (regulates) PPP1R3B","",,,"Q01658_S106s","false","regulates","DR1 (regulates) PPP1R3B","S106s","SCION","","","ENSG00000173281.5","","muscle","0.218462985208873"
,"13442.822523090617","binds","","JUN (binds) ACSL1","chr4","184794052","184792423","","false","binds","JUN (binds) ACSL1","","MAGICAL","-","ENSG00000151726.15","","ENSG00000177606.8","",
"4","1093342.5288219806","regulates","RE","NFIB (regulates) DDX24","",,,"O00712_S328s","false","regulates","NFIB (regulates) DDX24","S328s","SCION","","","ENSG00000089737.18","","muscle","0.143565431778647"
,"15546.222222222726","binds","","NFIB (binds) PDK4","chr7","95689521","95688746","","false","binds","NFIB (binds) PDK4","","MAGICAL","-","ENSG00000004799.8","","ENSG00000147862.18","",
"13","1009322.4675324511","regulates","RE","NFIB (regulates) HMGB2","",,,"O00712_S265s","false","regulates","NFIB (regulates) HMGB2","S265s","SCION","","","ENSG00000164104.12","","muscle","0.141208270942248"
,"132897.33320960117","binds","","NFIC (binds) USP28","chr11","113856143","113855410","","false","binds","NFIC (binds) USP28","","MAGICAL","-","ENSG00000048028.11","","ENSG00000141905.19","",
"13","5345.0","regulates","RE","MEF2A (regulates) HMGB2","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) HMGB2","S98sT108t","SCION","","","ENSG00000164104.12","","muscle","0.113817331311362"
"13","5345.0","regulates","RE","MEF2A (regulates) NXF1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) NXF1","S98sT108t","SCION","","","ENSG00000162231.14","","muscle","0.111102334491462"
"9","8828.166666666795","regulates","RE","TMF1 (regulates) PIK3R3","",,,"P82094_S344s","false","regulates","TMF1 (regulates) PIK3R3","S344s","SCION","","","ENSG00000117461.15","","muscle","0.148410614298765"
,"15289.498688471991","binds","","JUN (binds) TP53BP2","chr1","223887218","223886495","","false","binds","JUN (binds) TP53BP2","","MAGICAL","-","ENSG00000143514.17","","ENSG00000177606.8","",
"13","1010535.6997114233","regulates","RE","NFIB (regulates) NXF1","",,,"O00712_S265s","false","regulates","NFIB (regulates) NXF1","S265s","SCION","","","ENSG00000162231.14","","muscle","0.43586979753506"
"7","264270.63701296557","regulates","RE","HES1 (regulates) IER5","",,,"Q14469_S12s","false","regulates","HES1 (regulates) IER5","S12s","SCION","","","ENSG00000162783.11","","muscle","0.114484393936275"
"6","261475.57712214827","regulates","RE","NFIC (regulates) TRIM8","",,,"P08651_T274t","false","regulates","NFIC (regulates) TRIM8","T274t","SCION","","","ENSG00000171206.15","","muscle","0.106861772382442"
"13","250029.45434782005","regulates","RE","MEF2A (regulates) MBNL1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) MBNL1","S98sT108t","SCION","","","ENSG00000152601.18","","muscle","0.110507381528538"
"13","1089765.0238094945","regulates","RE","NFIB (regulates) NOTCH1","",,,"O00712_S265s","false","regulates","NFIB (regulates) NOTCH1","S265s","SCION","","","ENSG00000148400.13","","muscle","0.144783755338215"
"13","504280.3640693165","regulates","RE","MEF2A (regulates) TAF5","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) TAF5","S98sT108t","SCION","","","ENSG00000148835.12","","muscle","0.144551530905508"
,"27021.666666668618","binds","","NFIB (binds) CCN1","chr1","85522029","85521046","","false","binds","NFIB (binds) CCN1","","MAGICAL","+","ENSG00000142871.18","","ENSG00000147862.18","",
,"6346.5084595960125","binds","","JUN (binds) SIK2","chr11","111695361","111694802","","false","binds","JUN (binds) SIK2","","MAGICAL","+","ENSG00000170145.5","","ENSG00000177606.8","",
"13","13111.700000000495","regulates","RE","MEF2A (regulates) NOTCH1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) NOTCH1","S98sT108t","SCION","","","ENSG00000148400.13","","muscle","0.204496476607417"
"4","15546.222222222726","regulates","RE","NFIB (regulates) PDK4","",,,"O00712_S328s","false","regulates","NFIB (regulates) PDK4","S328s","SCION","","","ENSG00000004799.8","","muscle","0.185751209715381"
"13","1057926.2738094938","regulates","EE","NFIB (regulates) RHOB","",,,"O00712_S264s","false","regulates","NFIB (regulates) RHOB","S264s","SCION","","","ENSG00000143878.10","","muscle","0.264932554319793"
"11","20479.0","regulates","EE","DR1 (regulates) SNIP1","",,,"Q01658_S106s","false","regulates","DR1 (regulates) SNIP1","S106s","SCION","","","ENSG00000163877.11","","muscle","0.117018082947591"
"13","504139.7150090989","regulates","RE","MEF2A (regulates) MEPCE","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) MEPCE","S98sT108t","SCION","","","ENSG00000146834.14","","muscle","0.144578310021422"
,"7358.267857143118","binds","","NFIC (binds) POFUT1","chr20","32286406","32285176","","false","binds","NFIC (binds) POFUT1","","MAGICAL","+","ENSG00000101346.14","","ENSG00000141905.19","",
"13","5345.0","regulates","RE","MEF2A (regulates) RHOB","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) RHOB","S98sT108t","SCION","","","ENSG00000143878.10","","muscle","0.254016890048856"
"13","1051845.2836746296","regulates","RE","MEF2A (regulates) ARNT","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) ARNT","S98sT108t","SCION","","","ENSG00000143437.21","","muscle","0.123883473481305"
"11","536757.2793167802","regulates","EE","MEF2A (regulates) MCL1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) MCL1","S98sT108t","SCION","","","ENSG00000143384.14","","muscle","0.117088869605409"
"6","9520.428571429347","regulates","RE","NFIC (regulates) PARD3","",,,"P08651_T274t","false","regulates","NFIC (regulates) PARD3","T274t","SCION","","","ENSG00000148498.16","","muscle","0.154249739733401"
,"379908.8508477549","binds","","NFIB (binds) NR4A1","chr12","52042170","52041710","","false","binds","NFIB (binds) NR4A1","","MAGICAL","+","ENSG00000123358.20","","ENSG00000147862.18","",
,"9961.375000000204","binds","","JUN (binds) ASB5","chr4","176188000","176187402","","false","binds","JUN (binds) ASB5","","MAGICAL","-","ENSG00000164122.9","","ENSG00000177606.8","",
,"15336.894078142825","binds","","JDP2 (binds) OST4","chr2","27064502","27063461","","false","binds","JDP2 (binds) OST4","","MAGICAL","-","ENSG00000228474.6","","ENSG00000140044.13","",
,"1.0584197683576512E9","regulates","EE","NFIB (regulates) NFIC","",,,"O00712_S264s","false","regulates","NFIB (regulates) NFIC","S264s","SCION","","","ENSG00000141905.19","","muscle","0.111440766925827"
,"189467.9407481391","binds","","NFIC (binds) FKBP15","chr9","113272417","113272215","","false","binds","NFIC (binds) FKBP15","","MAGICAL","-","ENSG00000119321.10","","ENSG00000141905.19","",
"11","241446.99154178688","regulates","EE","DR1 (regulates) ARID5B","",,,"Q01658_S106s","false","regulates","DR1 (regulates) ARID5B","S106s","SCION","","","ENSG00000150347.17","","muscle","0.105127040711506"
,"5090.448227752685","binds","","JUN (binds) CPEB4","chr5","173955581","173954255","","false","binds","JUN (binds) CPEB4","","MAGICAL","+","ENSG00000113742.14","","ENSG00000177606.8","",
"13","341336.96663059556","regulates","RE","MEF2A (regulates) EPC2","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) EPC2","S98sT108t","SCION","","","ENSG00000135999.12","","muscle","0.129136240171048"
,"9267.000000000187","binds","","NFIC (binds) TBC1D22B","chr6","37161482","37160832","","false","binds","NFIC (binds) TBC1D22B","","MAGICAL","+","ENSG00000065491.8","","ENSG00000141905.19","",
"13","1060070.4781191614","regulates","RE","MEF2A (regulates) E2F8","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) E2F8","S98sT108t","SCION","","","ENSG00000129173.13","","muscle","0.125382761852742"
,"6555.503463203422","binds","","NFIC (binds) JOSD1","chr22","38607016","38605935","","false","binds","NFIC (binds) JOSD1","","MAGICAL","-","ENSG00000100221.11","","ENSG00000141905.19","",
"11","2366774.7264875364","regulates","EE","DR1 (regulates) JDP2","",,,"Q01658_S106s","false","regulates","DR1 (regulates) JDP2","S106s","SCION","","","ENSG00000140044.13","","muscle","0.126363820417385"
,"15521.412895887222","binds","","JUN (binds) USP31","chr16","23124728","23124075","","false","binds","JUN (binds) USP31","","MAGICAL","-","ENSG00000103404.15","","ENSG00000177606.8","",
,"296563.37296919915","binds","","JDP2 (binds) CHMP4B","chr20","33804602","33803822","","false","binds","JDP2 (binds) CHMP4B","","MAGICAL","+","ENSG00000101421.4","","ENSG00000140044.13","",
"13","501797.77499999537","regulates","RE","MEF2A (regulates) HERPUD2","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) HERPUD2","S98sT108t","SCION","","","ENSG00000122557.11","","muscle","0.118381608532565"
"7","375722.6495066387","regulates","RE","HES1 (regulates) MYC","",,,"Q14469_S12s","false","regulates","HES1 (regulates) MYC","S12s","SCION","","","ENSG00000136997.21","","muscle","0.182391923311701"
,"107440.46488095126","binds","","JDP2 (binds) TFAM","chr10","58295690","58294671","","false","binds","JDP2 (binds) TFAM","","MAGICAL","+","ENSG00000108064.11","","ENSG00000140044.13","",
"13","389493.16722106206","regulates","RE","MEF2A (regulates) KLF9","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) KLF9","S98sT108t","SCION","","","ENSG00000119138.5","","muscle","0.244774527807099"
,"22918.344444443814","binds","","JDP2 (binds) TMEM214","chr2","27064502","27063461","","false","binds","JDP2 (binds) TMEM214","","MAGICAL","+","ENSG00000119777.20","","ENSG00000140044.13","",
,"14527.60845429139","binds","","JUN (binds) PIM1","chr6","37135224","37134186","","false","binds","JUN (binds) PIM1","","MAGICAL","+","ENSG00000137193.14","","ENSG00000177606.8","",
"13","762063.9374541766","regulates","RE","MEF2A (regulates) MAN2A1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) MAN2A1","S98sT108t","SCION","","","ENSG00000112893.10","","muscle","0.109384344345785"
,"7579.451852558897","binds","","JUN (binds) LMCD1","chr3","8510444","8509282","","false","binds","JUN (binds) LMCD1","","MAGICAL","+","ENSG00000071282.12","","ENSG00000177606.8","",
"13","503039.96168829093","regulates","RE","MEF2A (regulates) CEP85L","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) CEP85L","S98sT108t","SCION","","","ENSG00000111860.14","","muscle","0.27111506521809"
"6","337428.8256146474","regulates","EE","NFIC (regulates) OGDH","",,,"P08651_S343s","false","regulates","NFIC (regulates) OGDH","S343s","SCION","","","ENSG00000105953.16","","muscle","0.177024591414384"
"11","1099829.8950860612","regulates","EE","MEF2A (regulates) CHRAC1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) CHRAC1","S98sT108t","SCION","","","ENSG00000104472.10","","muscle","0.200403961589319"
"7","102476.0715488086","regulates","RE","HES1 (regulates) NR4A1","",,,"Q14469_S12s","false","regulates","HES1 (regulates) NR4A1","S12s","SCION","","","ENSG00000123358.20","","muscle","0.118657117475429"
"1","12647.457665112477","regulates","EE","NFIC (regulates) LIMS1","",,,"P08651_T274t","false","regulates","NFIC (regulates) LIMS1","T274t","SCION","","","ENSG00000169756.16","","muscle","0.247382894431461"
"7","7929.048214286148","regulates","RE","HES1 (regulates) EGR2","",,,"Q14469_S12s","false","regulates","HES1 (regulates) EGR2","S12s","SCION","","","ENSG00000122877.18","","muscle","0.228915704970986"
,"14999.753282829615","binds","","JUN (binds) ANKRD2","chr10","97575060","97574427","","false","binds","JUN (binds) ANKRD2","","MAGICAL","+","ENSG00000165887.12","","ENSG00000177606.8","",
,"49670.42272727626","binds","","JDP2 (binds) NEDD4","chr15","55909965","55909123","","false","binds","JDP2 (binds) NEDD4","","MAGICAL","-","ENSG00000069869.17","","ENSG00000140044.13","",
"13","5345.0","regulates","RE","MEF2A (regulates) IZUMO4","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) IZUMO4","S98sT108t","SCION","","","ENSG00000099840.14","","muscle","0.136612302152012"
"13","499990.4227993954","regulates","RE","MEF2A (regulates) IKZF5","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) IKZF5","S98sT108t","SCION","","","ENSG00000095574.12","","muscle","0.129388037231664"
,"12534.11297313792","binds","","JUN (binds) RND3","chr2","150473092","150472084","","false","binds","JUN (binds) RND3","","MAGICAL","-","ENSG00000115963.14","","ENSG00000177606.8","",
