protein_id	gene_symbol	go_id	location	score
ENSP00000381498	FGFRL1	GO:0005576	Extracellular region	2.496
ENSP00000381498	FGFRL1	GO:0070062	Extracellular exosome	1.360
ENSP00000381498	FGFRL1	GO:1903561	Extracellular vesicle	1.347
ENSP00000381498	FGFRL1	GO:0005615	Extracellular space	1.342
ENSP00000381499	PAX1	GO:0005576	Extracellular region	1.583
ENSP00000381499	PAX1	GO:0005615	Extracellular space	1.329
ENSP00000381499	PAX1	GO:1903561	Extracellular vesicle	0.882
ENSP00000381499	PAX1	GO:0070062	Extracellular exosome	0.715
ENSP00000381504	PRPS2	GO:0005576	Extracellular region	1.280
ENSP00000381504	PRPS2	GO:0005615	Extracellular space	0.799
ENSP00000381504	PRPS2	GO:0070062	Extracellular exosome	0.523
ENSP00000381504	PRPS2	GO:1903561	Extracellular vesicle	0.517
ENSP00000381531	CSNK1D	GO:0005576	Extracellular region	1.595
ENSP00000381531	CSNK1D	GO:0005615	Extracellular space	1.176
ENSP00000381531	CSNK1D	GO:1903561	Extracellular vesicle	0.966
ENSP00000381531	CSNK1D	GO:0070062	Extracellular exosome	0.898
ENSP00000381535	STK32A	GO:0005576	Extracellular region	0.765
ENSP00000381549	FRMD4B	GO:0005576	Extracellular region	4.161
ENSP00000381549	FRMD4B	GO:0005615	Extracellular space	4.135
ENSP00000381553	CFAP53	GO:0005576	Extracellular region	2.382
ENSP00000381577	USP34	GO:0005576	Extracellular region	0.656
ENSP00000381581	LCP1	GO:0005576	Extracellular region	4.388
ENSP00000381581	LCP1	GO:0005615	Extracellular space	4.342
ENSP00000381581	LCP1	GO:1903561	Extracellular vesicle	4.320
ENSP00000381581	LCP1	GO:0070062	Extracellular exosome	4.308
ENSP00000381588	TMPRSS2	GO:0005576	Extracellular region	4.578
ENSP00000381588	TMPRSS2	GO:0005615	Extracellular space	4.501
ENSP00000381588	TMPRSS2	GO:1903561	Extracellular vesicle	4.477
ENSP00000381588	TMPRSS2	GO:0070062	Extracellular exosome	4.430
ENSP00000381589	PCDHGA11	GO:0005576	Extracellular region	0.521
ENSP00000381594	PCDHGB7	GO:0005576	Extracellular region	1.016
ENSP00000381601	MX1	GO:0005576	Extracellular region	2.698
ENSP00000381601	MX1	GO:0005615	Extracellular space	2.568
ENSP00000381601	MX1	GO:1903561	Extracellular vesicle	1.859
ENSP00000381601	MX1	GO:0070062	Extracellular exosome	1.635
ENSP00000381605	PCDHGA8	GO:0005576	Extracellular region	0.616
ENSP00000381607	GSTP1	GO:0005576	Extracellular region	4.485
ENSP00000381607	GSTP1	GO:0005615	Extracellular space	4.443
ENSP00000381607	GSTP1	GO:1903561	Extracellular vesicle	4.414
ENSP00000381607	GSTP1	GO:0070062	Extracellular exosome	4.390
ENSP00000381611	PCDHGA10	GO:0005576	Extracellular region	0.745
ENSP00000381613	ZNF596	GO:1903561	Extracellular vesicle	0.582
ENSP00000381613	ZNF596	GO:0070062	Extracellular exosome	0.531
ENSP00000381628	PCDHA12	GO:0005576	Extracellular region	0.957
ENSP00000381636	PCDHA11	GO:0005576	Extracellular region	0.887
ENSP00000381652	EIPR1	GO:0005576	Extracellular region	0.795
ENSP00000381654	HMGCLL1	GO:0005576	Extracellular region	1.542
ENSP00000381654	HMGCLL1	GO:0005615	Extracellular space	0.598
ENSP00000381657	DOT1L	GO:0005576	Extracellular region	1.711
ENSP00000381657	DOT1L	GO:0005615	Extracellular space	1.442
ENSP00000381657	DOT1L	GO:1903561	Extracellular vesicle	1.239
ENSP00000381657	DOT1L	GO:0070062	Extracellular exosome	1.132
ENSP00000381666	GXYLT1	GO:0005576	Extracellular region	1.752
ENSP00000381666	GXYLT1	GO:1903561	Extracellular vesicle	0.600
ENSP00000381666	GXYLT1	GO:0005615	Extracellular space	0.552
ENSP00000381698	SHARPIN	GO:0005576	Extracellular region	2.539
ENSP00000381698	SHARPIN	GO:0005615	Extracellular space	1.208
ENSP00000381698	SHARPIN	GO:1903561	Extracellular vesicle	0.902
ENSP00000381698	SHARPIN	GO:0070062	Extracellular exosome	0.684
ENSP00000381699	B3GALT5	GO:0005576	Extracellular region	3.376
ENSP00000381699	B3GALT5	GO:0005615	Extracellular space	0.937
ENSP00000381699	B3GALT5	GO:1903561	Extracellular vesicle	0.794
ENSP00000381699	B3GALT5	GO:0070062	Extracellular exosome	0.649
ENSP00000381703	DEFB113	GO:0005576	Extracellular region	4.289
ENSP00000381717	UBE2D2	GO:0005576	Extracellular region	4.311
ENSP00000381717	UBE2D2	GO:0005615	Extracellular space	4.251
ENSP00000381717	UBE2D2	GO:0070062	Extracellular exosome	4.221
ENSP00000381717	UBE2D2	GO:1903561	Extracellular vesicle	4.221
ENSP00000381736	ATP5F1A	GO:0005576	Extracellular region	4.373
ENSP00000381736	ATP5F1A	GO:0005615	Extracellular space	4.287
ENSP00000381736	ATP5F1A	GO:1903561	Extracellular vesicle	4.275
ENSP00000381736	ATP5F1A	GO:0070062	Extracellular exosome	4.240
ENSP00000381740	PARP3	GO:0005576	Extracellular region	4.278
ENSP00000381740	PARP3	GO:0005615	Extracellular space	0.823
ENSP00000381758	CAPN11	GO:0005576	Extracellular region	0.724
ENSP00000381758	CAPN11	GO:0005615	Extracellular space	0.642
ENSP00000381760	IQCF6	GO:0005576	Extracellular region	0.375
ENSP00000381773	TOP3B	GO:0005576	Extracellular region	0.573
ENSP00000381775	TNFSF11	GO:0005576	Extracellular region	4.685
ENSP00000381775	TNFSF11	GO:0005615	Extracellular space	4.196
ENSP00000381775	TNFSF11	GO:1903561	Extracellular vesicle	2.660
ENSP00000381775	TNFSF11	GO:0070062	Extracellular exosome	2.460
ENSP00000381782	SLC25A45	GO:0005576	Extracellular region	1.312
ENSP00000381785	HSDL2	GO:0005576	Extracellular region	0.849
ENSP00000381785	HSDL2	GO:0005615	Extracellular space	0.792
ENSP00000381785	HSDL2	GO:0070062	Extracellular exosome	0.521
ENSP00000381795	CCDC33	GO:0005576	Extracellular region	0.681
ENSP00000381821	YPEL3	GO:0005576	Extracellular region	2.044
ENSP00000381823	SEC24A	GO:0005576	Extracellular region	1.694
ENSP00000381823	SEC24A	GO:0005615	Extracellular space	1.307
ENSP00000381840	AEBP2	GO:0005576	Extracellular region	0.602
ENSP00000381844	ATL3	GO:0005576	Extracellular region	1.193
ENSP00000381844	ATL3	GO:0005615	Extracellular space	0.767
ENSP00000381844	ATL3	GO:1903561	Extracellular vesicle	0.721
ENSP00000381857	MROH6	GO:0005576	Extracellular region	0.938
ENSP00000381859	TOMM6	GO:0005576	Extracellular region	0.656
ENSP00000381876	DAAM2	GO:0005576	Extracellular region	4.248
ENSP00000381876	DAAM2	GO:0005615	Extracellular space	4.182
ENSP00000381876	DAAM2	GO:1903561	Extracellular vesicle	4.146
ENSP00000381876	DAAM2	GO:0070062	Extracellular exosome	4.124
ENSP00000381911	KCNJ15	GO:0005576	Extracellular region	1.640
ENSP00000381911	KCNJ15	GO:0005615	Extracellular space	0.938
ENSP00000381928	MGARP	GO:0005576	Extracellular region	0.995
ENSP00000381928	MGARP	GO:1903561	Extracellular vesicle	0.756
ENSP00000381928	MGARP	GO:0005615	Extracellular space	0.646
ENSP00000381949	COL13A1	GO:0005576	Extracellular region	4.422
ENSP00000381949	COL13A1	GO:0005615	Extracellular space	1.332
ENSP00000381949	COL13A1	GO:1903561	Extracellular vesicle	0.784
ENSP00000381949	COL13A1	GO:0070062	Extracellular exosome	0.680
ENSP00000381958	KSR1	GO:0005576	Extracellular region	1.751
ENSP00000381958	KSR1	GO:0005615	Extracellular space	1.354
ENSP00000381958	KSR1	GO:1903561	Extracellular vesicle	0.937
ENSP00000381958	KSR1	GO:0070062	Extracellular exosome	0.752
ENSP00000381968	SPTLC3	GO:0005576	Extracellular region	2.218
ENSP00000381968	SPTLC3	GO:0005615	Extracellular space	2.011
ENSP00000381968	SPTLC3	GO:1903561	Extracellular vesicle	1.572
ENSP00000381968	SPTLC3	GO:0070062	Extracellular exosome	1.343
ENSP00000381970	GIN1	GO:0005576	Extracellular region	0.760
ENSP00000381981	TTC3	GO:0005576	Extracellular region	1.259
ENSP00000381981	TTC3	GO:0005615	Extracellular space	1.025
ENSP00000381981	TTC3	GO:1903561	Extracellular vesicle	1.013
ENSP00000381981	TTC3	GO:0070062	Extracellular exosome	0.975
ENSP00000381984	RPRD1A	GO:0070062	Extracellular exosome	0.834
ENSP00000381984	RPRD1A	GO:1903561	Extracellular vesicle	0.831
ENSP00000381984	RPRD1A	GO:0005576	Extracellular region	0.768
ENSP00000381984	RPRD1A	GO:0005615	Extracellular space	0.674
ENSP00000382004	CTNND1	GO:0005576	Extracellular region	4.456
ENSP00000382004	CTNND1	GO:0005615	Extracellular space	4.372
ENSP00000382004	CTNND1	GO:1903561	Extracellular vesicle	4.332
ENSP00000382004	CTNND1	GO:0070062	Extracellular exosome	4.323
ENSP00000382015	ZNF24	GO:0005576	Extracellular region	0.910
ENSP00000382015	ZNF24	GO:1903561	Extracellular vesicle	0.792
ENSP00000382015	ZNF24	GO:0070062	Extracellular exosome	0.603
ENSP00000382015	ZNF24	GO:0005615	Extracellular space	0.591
ENSP00000382021	LCMT1	GO:0005576	Extracellular region	1.344
ENSP00000382021	LCMT1	GO:0005615	Extracellular space	0.716
ENSP00000382026	C4orf3	GO:0005576	Extracellular region	0.183
ENSP00000382071	HLCS	GO:0005576	Extracellular region	1.088
ENSP00000382071	HLCS	GO:0005615	Extracellular space	0.751
ENSP00000382083	COL25A1	GO:0005576	Extracellular region	5.000
ENSP00000382083	COL25A1	GO:0005615	Extracellular space	5.000
ENSP00000382090	CLDN14	GO:0005576	Extracellular region	1.715
ENSP00000382090	CLDN14	GO:0005615	Extracellular space	1.262
ENSP00000382090	CLDN14	GO:1903561	Extracellular vesicle	0.937
ENSP00000382091	ALKBH5	GO:0005576	Extracellular region	2.074
ENSP00000382091	ALKBH5	GO:1903561	Extracellular vesicle	1.919
ENSP00000382091	ALKBH5	GO:0005615	Extracellular space	1.904
ENSP00000382091	ALKBH5	GO:0070062	Extracellular exosome	1.884
ENSP00000382104	DOP1B	GO:0005576	Extracellular region	4.165
ENSP00000382104	DOP1B	GO:1903561	Extracellular vesicle	4.103
ENSP00000382104	DOP1B	GO:0005615	Extracellular space	4.000
ENSP00000382104	DOP1B	GO:0070062	Extracellular exosome	4.000
ENSP00000382120	AIFM3	GO:0005576	Extracellular region	2.147
ENSP00000382120	AIFM3	GO:1903561	Extracellular vesicle	1.242
ENSP00000382120	AIFM3	GO:0070062	Extracellular exosome	1.239
ENSP00000382120	AIFM3	GO:0005615	Extracellular space	1.015
ENSP00000382163	SETD4	GO:0005576	Extracellular region	0.734
ENSP00000382163	SETD4	GO:0005615	Extracellular space	0.575
ENSP00000382163	SETD4	GO:1903561	Extracellular vesicle	0.560
ENSP00000382177	MYO5A	GO:0005576	Extracellular region	4.349
ENSP00000382177	MYO5A	GO:0005615	Extracellular space	4.260
ENSP00000382177	MYO5A	GO:1903561	Extracellular vesicle	4.243
ENSP00000382177	MYO5A	GO:0070062	Extracellular exosome	4.218
ENSP00000382204	JMJD1C	GO:0005576	Extracellular region	1.553
ENSP00000382204	JMJD1C	GO:0005615	Extracellular space	1.490
ENSP00000382204	JMJD1C	GO:1903561	Extracellular vesicle	1.104
ENSP00000382204	JMJD1C	GO:0070062	Extracellular exosome	1.027
ENSP00000382218	ZSWIM7	GO:0005576	Extracellular region	2.267
ENSP00000382226	KCNE1	GO:0005576	Extracellular region	3.119
ENSP00000382226	KCNE1	GO:0005615	Extracellular space	1.292
ENSP00000382226	KCNE1	GO:1903561	Extracellular vesicle	0.670
ENSP00000382226	KCNE1	GO:0070062	Extracellular exosome	0.523
ENSP00000382237	TMEM26	GO:0005576	Extracellular region	1.497
ENSP00000382237	TMEM26	GO:0005615	Extracellular space	1.324
ENSP00000382237	TMEM26	GO:1903561	Extracellular vesicle	0.701
ENSP00000382237	TMEM26	GO:0070062	Extracellular exosome	0.501
ENSP00000382239	RBM12B	GO:0005576	Extracellular region	1.219
ENSP00000382241	QSER1	GO:0005615	Extracellular space	0.745
ENSP00000382241	QSER1	GO:0005576	Extracellular region	0.648
ENSP00000382250	MRPS6	GO:0005576	Extracellular region	0.731
ENSP00000382250	MRPS6	GO:0005615	Extracellular space	0.525
ENSP00000382269	HECTD1	GO:0005576	Extracellular region	1.431
ENSP00000382269	HECTD1	GO:0005615	Extracellular space	1.025
ENSP00000382269	HECTD1	GO:1903561	Extracellular vesicle	0.929
ENSP00000382269	HECTD1	GO:0070062	Extracellular exosome	0.836
ENSP00000382274	NOMO3	GO:0005576	Extracellular region	1.312
ENSP00000382323	OTOG	GO:0005576	Extracellular region	4.033
ENSP00000382323	OTOG	GO:0005615	Extracellular space	3.236
ENSP00000382327	SDR39U1	GO:0005576	Extracellular region	0.752
ENSP00000382327	SDR39U1	GO:0005615	Extracellular space	0.598
ENSP00000382328	N4BP2L2	GO:0005576	Extracellular region	4.144
ENSP00000382328	N4BP2L2	GO:0005615	Extracellular space	4.000
ENSP00000382328	N4BP2L2	GO:0070062	Extracellular exosome	4.000
ENSP00000382328	N4BP2L2	GO:1903561	Extracellular vesicle	4.000
ENSP00000382334	PSG5	GO:0005576	Extracellular region	3.963
ENSP00000382334	PSG5	GO:0005615	Extracellular space	1.316
ENSP00000382334	PSG5	GO:1903561	Extracellular vesicle	0.591
ENSP00000382341	RABGGTA	GO:0005576	Extracellular region	0.857
ENSP00000382341	RABGGTA	GO:0005615	Extracellular space	0.716
ENSP00000382342	ABCC1	GO:0005576	Extracellular region	4.507
ENSP00000382342	ABCC1	GO:0005615	Extracellular space	4.446
ENSP00000382342	ABCC1	GO:1903561	Extracellular vesicle	4.437
ENSP00000382342	ABCC1	GO:0070062	Extracellular exosome	4.421
ENSP00000382349	ACSM4	GO:0005576	Extracellular region	0.665
ENSP00000382356	COL28A1	GO:0005576	Extracellular region	4.210
ENSP00000382356	COL28A1	GO:0005615	Extracellular space	0.727
ENSP00000382379	ANKRD28	GO:0005576	Extracellular region	0.760
ENSP00000382382	USP47	GO:0005576	Extracellular region	1.198
ENSP00000382382	USP47	GO:0005615	Extracellular space	0.954
ENSP00000382382	USP47	GO:1903561	Extracellular vesicle	0.903
ENSP00000382382	USP47	GO:0070062	Extracellular exosome	0.762
ENSP00000382390	NEURL4	GO:0005576	Extracellular region	0.566
ENSP00000382423	MAP3K1	GO:0005576	Extracellular region	2.272
ENSP00000382423	MAP3K1	GO:0005615	Extracellular space	1.980
ENSP00000382423	MAP3K1	GO:1903561	Extracellular vesicle	1.566
ENSP00000382423	MAP3K1	GO:0070062	Extracellular exosome	1.453
ENSP00000382434	PLA2G4E	GO:0005576	Extracellular region	1.173
ENSP00000382434	PLA2G4E	GO:0005615	Extracellular space	0.992
ENSP00000382434	PLA2G4E	GO:1903561	Extracellular vesicle	0.845
ENSP00000382434	PLA2G4E	GO:0070062	Extracellular exosome	0.765
ENSP00000382474	C22orf39	GO:0005576	Extracellular region	4.000
ENSP00000382476	MROH2B	GO:0005576	Extracellular region	0.976
ENSP00000382476	MROH2B	GO:0005615	Extracellular space	0.862
ENSP00000382476	MROH2B	GO:1903561	Extracellular vesicle	0.581
ENSP00000382485	OPRPN	GO:0005576	Extracellular region	5.000
ENSP00000382485	OPRPN	GO:0005615	Extracellular space	4.155
ENSP00000382492	RADIL	GO:0005576	Extracellular region	1.017
ENSP00000382492	RADIL	GO:0005615	Extracellular space	0.882
ENSP00000382507	UBXN2B	GO:0005576	Extracellular region	0.577
ENSP00000382508	CDIP1	GO:0005576	Extracellular region	1.590
ENSP00000382508	CDIP1	GO:0070062	Extracellular exosome	1.463
ENSP00000382508	CDIP1	GO:1903561	Extracellular vesicle	1.445
ENSP00000382508	CDIP1	GO:0005615	Extracellular space	1.316
ENSP00000382518	SRL	GO:0005576	Extracellular region	1.958
ENSP00000382518	SRL	GO:0005615	Extracellular space	0.861
ENSP00000382544	TSSK2	GO:0005576	Extracellular region	1.230
ENSP00000382590	KRTAP5-4	GO:0070062	Extracellular exosome	1.566
ENSP00000382590	KRTAP5-4	GO:1903561	Extracellular vesicle	1.508
ENSP00000382590	KRTAP5-4	GO:0005615	Extracellular space	1.205
ENSP00000382590	KRTAP5-4	GO:0005576	Extracellular region	1.122
ENSP00000382595	PAICS	GO:0005576	Extracellular region	4.383
ENSP00000382595	PAICS	GO:0005615	Extracellular space	4.212
ENSP00000382595	PAICS	GO:1903561	Extracellular vesicle	4.191
ENSP00000382595	PAICS	GO:0070062	Extracellular exosome	4.142
ENSP00000382628	RBBP8	GO:0005576	Extracellular region	1.340
ENSP00000382628	RBBP8	GO:0005615	Extracellular space	0.919
ENSP00000382628	RBBP8	GO:1903561	Extracellular vesicle	0.757
ENSP00000382628	RBBP8	GO:0070062	Extracellular exosome	0.570
ENSP00000382646	FAM166B	GO:0005576	Extracellular region	0.188
ENSP00000382670	GRXCR1	GO:0005576	Extracellular region	1.291
ENSP00000382675	ENHO	GO:0005576	Extracellular region	4.756
ENSP00000382675	ENHO	GO:0005615	Extracellular space	4.387
ENSP00000382675	ENHO	GO:1903561	Extracellular vesicle	0.849
ENSP00000382675	ENHO	GO:0070062	Extracellular exosome	0.542
ENSP00000382684	MRAP	GO:0005576	Extracellular region	1.820
ENSP00000382684	MRAP	GO:0005615	Extracellular space	1.038
ENSP00000382688	KDM5A	GO:0005576	Extracellular region	1.606
ENSP00000382688	KDM5A	GO:0005615	Extracellular space	1.354
ENSP00000382688	KDM5A	GO:1903561	Extracellular vesicle	1.209
ENSP00000382688	KDM5A	GO:0070062	Extracellular exosome	1.189
ENSP00000382697	ROCK1	GO:0005576	Extracellular region	4.506
ENSP00000382697	ROCK1	GO:1903561	Extracellular vesicle	2.369
ENSP00000382697	ROCK1	GO:0005615	Extracellular space	2.272
ENSP00000382697	ROCK1	GO:0070062	Extracellular exosome	2.210
ENSP00000382707	IFITM3	GO:0005576	Extracellular region	2.970
ENSP00000382707	IFITM3	GO:0005615	Extracellular space	2.115
ENSP00000382707	IFITM3	GO:1903561	Extracellular vesicle	1.853
ENSP00000382707	IFITM3	GO:0070062	Extracellular exosome	1.672
ENSP00000382713	UBE2QL1	GO:0005576	Extracellular region	0.894
ENSP00000382717	WDR19	GO:0005576	Extracellular region	1.099
ENSP00000382717	WDR19	GO:1903561	Extracellular vesicle	0.590
ENSP00000382731	ADA2	GO:0005576	Extracellular region	5.000
ENSP00000382731	ADA2	GO:0005615	Extracellular space	5.000
ENSP00000382731	ADA2	GO:1903561	Extracellular vesicle	0.942
ENSP00000382731	ADA2	GO:0070062	Extracellular exosome	0.622
ENSP00000382767	SEL1L3	GO:0005576	Extracellular region	0.731
ENSP00000382767	SEL1L3	GO:0005615	Extracellular space	0.701
ENSP00000382770	KCNU1	GO:0005576	Extracellular region	1.541
ENSP00000382779	SEH1L	GO:0005576	Extracellular region	0.773
ENSP00000382783	CLDN8	GO:0005576	Extracellular region	1.957
ENSP00000382783	CLDN8	GO:0005615	Extracellular space	1.779
ENSP00000382783	CLDN8	GO:1903561	Extracellular vesicle	1.266
ENSP00000382783	CLDN8	GO:0070062	Extracellular exosome	1.158
ENSP00000382800	RUNX3	GO:0005576	Extracellular region	2.503
ENSP00000382800	RUNX3	GO:0005615	Extracellular space	2.436
ENSP00000382800	RUNX3	GO:1903561	Extracellular vesicle	1.888
ENSP00000382800	RUNX3	GO:0070062	Extracellular exosome	1.826
ENSP00000382804	ODF3B	GO:0005576	Extracellular region	0.700
ENSP00000382805	BACH1	GO:0005576	Extracellular region	1.313
ENSP00000382805	BACH1	GO:0005615	Extracellular space	1.079
ENSP00000382805	BACH1	GO:1903561	Extracellular vesicle	0.981
ENSP00000382805	BACH1	GO:0070062	Extracellular exosome	0.937
ENSP00000382814	FAM234A	GO:0005576	Extracellular region	4.126
ENSP00000382814	FAM234A	GO:0005615	Extracellular space	4.000
ENSP00000382814	FAM234A	GO:0070062	Extracellular exosome	4.000
ENSP00000382814	FAM234A	GO:1903561	Extracellular vesicle	4.000
ENSP00000382828	MAP3K7CL	GO:0005576	Extracellular region	1.258
ENSP00000382828	MAP3K7CL	GO:1903561	Extracellular vesicle	0.588
ENSP00000382828	MAP3K7CL	GO:0005615	Extracellular space	0.517
ENSP00000382856	MTRNR2L4	GO:0005576	Extracellular region	3.577
ENSP00000382856	MTRNR2L4	GO:1903561	Extracellular vesicle	1.195
ENSP00000382856	MTRNR2L4	GO:0070062	Extracellular exosome	1.102
ENSP00000382856	MTRNR2L4	GO:0005615	Extracellular space	1.073
ENSP00000382895	RPGRIP1	GO:0005576	Extracellular region	1.023
ENSP00000382951	DEFB130A	GO:0005576	Extracellular region	3.000
ENSP00000382951	DEFB130A	GO:0005615	Extracellular space	3.000
ENSP00000382953	GABRA5	GO:0005576	Extracellular region	2.419
ENSP00000382953	GABRA5	GO:0005615	Extracellular space	1.021
ENSP00000382982	TUBA3C	GO:0005576	Extracellular region	0.540
ENSP00000383003	FKBP1A	GO:0005576	Extracellular region	2.434
ENSP00000383003	FKBP1A	GO:0005615	Extracellular space	1.806
ENSP00000383003	FKBP1A	GO:1903561	Extracellular vesicle	1.319
ENSP00000383003	FKBP1A	GO:0070062	Extracellular exosome	1.041
ENSP00000383042	KDM1A	GO:0005576	Extracellular region	2.726
ENSP00000383042	KDM1A	GO:0005615	Extracellular space	1.982
ENSP00000383042	KDM1A	GO:1903561	Extracellular vesicle	1.939
ENSP00000383042	KDM1A	GO:0070062	Extracellular exosome	1.866
ENSP00000383044	USP25	GO:0005576	Extracellular region	1.441
ENSP00000383044	USP25	GO:0005615	Extracellular space	1.243
ENSP00000383044	USP25	GO:1903561	Extracellular vesicle	0.928
ENSP00000383044	USP25	GO:0070062	Extracellular exosome	0.768
ENSP00000383053	EPHB2	GO:0005576	Extracellular region	4.602
ENSP00000383053	EPHB2	GO:0005615	Extracellular space	2.003
ENSP00000383053	EPHB2	GO:1903561	Extracellular vesicle	1.818
ENSP00000383053	EPHB2	GO:0070062	Extracellular exosome	1.713
ENSP00000383059	ARGLU1	GO:0005576	Extracellular region	0.568
ENSP00000383067	TPTEP2-CSNK1E	GO:0005576	Extracellular region	1.128
ENSP00000383067	TPTEP2-CSNK1E	GO:0005615	Extracellular space	0.872
ENSP00000383089	TPTE2	GO:0005576	Extracellular region	0.762
ENSP00000383096	RFPL2	GO:0005576	Extracellular region	1.308
ENSP00000383115	COLEC12	GO:0005576	Extracellular region	1.872
ENSP00000383115	COLEC12	GO:0005615	Extracellular space	1.842
ENSP00000383115	COLEC12	GO:1903561	Extracellular vesicle	0.996
ENSP00000383115	COLEC12	GO:0070062	Extracellular exosome	0.611
ENSP00000383145	SFI1	GO:0005576	Extracellular region	0.750
ENSP00000383168	PCBP3	GO:0005576	Extracellular region	4.158
ENSP00000383168	PCBP3	GO:0070062	Extracellular exosome	4.130
ENSP00000383168	PCBP3	GO:0005615	Extracellular space	4.120
ENSP00000383168	PCBP3	GO:1903561	Extracellular vesicle	4.118
ENSP00000383178	DIAPH3	GO:0005576	Extracellular region	1.609
ENSP00000383178	DIAPH3	GO:1903561	Extracellular vesicle	1.454
ENSP00000383178	DIAPH3	GO:0070062	Extracellular exosome	1.300
ENSP00000383178	DIAPH3	GO:0005615	Extracellular space	1.276
ENSP00000383185	MACC1	GO:0070062	Extracellular exosome	1.988
ENSP00000383185	MACC1	GO:1903561	Extracellular vesicle	1.936
ENSP00000383185	MACC1	GO:0005576	Extracellular region	1.850
ENSP00000383185	MACC1	GO:0005615	Extracellular space	1.777
ENSP00000383199	NEDD4L	GO:0005576	Extracellular region	4.432
ENSP00000383199	NEDD4L	GO:0005615	Extracellular space	4.342
ENSP00000383199	NEDD4L	GO:1903561	Extracellular vesicle	4.337
ENSP00000383199	NEDD4L	GO:0070062	Extracellular exosome	4.325
ENSP00000383212	SGSM1	GO:0005576	Extracellular region	0.941
ENSP00000383216	KRTAP10-12	GO:0005576	Extracellular region	0.656
ENSP00000383225	KRTAP10-4	GO:0005576	Extracellular region	0.562
ENSP00000383226	KRTAP10-1	GO:0005576	Extracellular region	1.359
ENSP00000383232	GGT1-2	GO:0005576	Extracellular region	4.554
ENSP00000383232	GGT1-2	GO:0005615	Extracellular space	4.429
ENSP00000383232	GGT1-2	GO:1903561	Extracellular vesicle	4.301
ENSP00000383232	GGT1-2	GO:0070062	Extracellular exosome	4.275
ENSP00000383234	MAPK4	GO:0005576	Extracellular region	1.841
ENSP00000383234	MAPK4	GO:0005615	Extracellular space	1.622
ENSP00000383234	MAPK4	GO:1903561	Extracellular vesicle	1.491
ENSP00000383234	MAPK4	GO:0070062	Extracellular exosome	1.462
ENSP00000383256	SIAH3	GO:0005576	Extracellular region	0.750
ENSP00000383270	SMIM2	GO:0005576	Extracellular region	0.656
ENSP00000383274	EIF4G3	GO:0005576	Extracellular region	1.209
ENSP00000383274	EIF4G3	GO:0005615	Extracellular space	0.830
ENSP00000383274	EIF4G3	GO:1903561	Extracellular vesicle	0.589
ENSP00000383295	NBEA	GO:0005576	Extracellular region	1.161
ENSP00000383295	NBEA	GO:0005615	Extracellular space	0.676
ENSP00000383303	DSCAM	GO:0005576	Extracellular region	3.775
ENSP00000383303	DSCAM	GO:0005615	Extracellular space	1.240
ENSP00000383303	DSCAM	GO:1903561	Extracellular vesicle	0.963
ENSP00000383303	DSCAM	GO:0070062	Extracellular exosome	0.812
ENSP00000383333	MORC3	GO:0005576	Extracellular region	1.274
ENSP00000383333	MORC3	GO:0005615	Extracellular space	0.920
ENSP00000383364	PLA2G2A	GO:0005576	Extracellular region	4.807
ENSP00000383364	PLA2G2A	GO:0005615	Extracellular space	4.487
ENSP00000383364	PLA2G2A	GO:1903561	Extracellular vesicle	4.384
ENSP00000383364	PLA2G2A	GO:0070062	Extracellular exosome	4.286
ENSP00000383365	TXNRD2	GO:0005576	Extracellular region	2.203
ENSP00000383365	TXNRD2	GO:0005615	Extracellular space	1.640
ENSP00000383365	TXNRD2	GO:1903561	Extracellular vesicle	1.130
ENSP00000383365	TXNRD2	GO:0070062	Extracellular exosome	0.890
ENSP00000383376	JAM2	GO:0005576	Extracellular region	2.573
ENSP00000383376	JAM2	GO:0005615	Extracellular space	1.511
ENSP00000383376	JAM2	GO:1903561	Extracellular vesicle	1.251
ENSP00000383376	JAM2	GO:0070062	Extracellular exosome	1.143
ENSP00000383382	GP1BB	GO:0005576	Extracellular region	2.943
ENSP00000383382	GP1BB	GO:1903561	Extracellular vesicle	1.378
ENSP00000383382	GP1BB	GO:0005615	Extracellular space	1.156
ENSP00000383382	GP1BB	GO:0070062	Extracellular exosome	0.788
ENSP00000383392	NCAM2	GO:0005576	Extracellular region	1.705
ENSP00000383392	NCAM2	GO:0005615	Extracellular space	0.701
ENSP00000383396	DEFB116	GO:0005576	Extracellular region	4.274
ENSP00000383398	DEFB115	GO:0005576	Extracellular region	4.200
ENSP00000383402	PPP4R1	GO:0005576	Extracellular region	0.823
ENSP00000383421	RBM11	GO:1903561	Extracellular vesicle	1.450
ENSP00000383421	RBM11	GO:0005576	Extracellular region	1.377
ENSP00000383421	RBM11	GO:0070062	Extracellular exosome	1.205
ENSP00000383421	RBM11	GO:0005615	Extracellular space	1.051
ENSP00000383428	CECR2	GO:0005576	Extracellular region	0.684
ENSP00000383428	CECR2	GO:0005615	Extracellular space	0.511
ENSP00000383433	ZDHHC20	GO:0005576	Extracellular region	0.894
ENSP00000383456	C9orf152	GO:0005576	Extracellular region	1.031
ENSP00000383474	C20orf202	GO:0005576	Extracellular region	0.562
ENSP00000383505	KLHDC7A	GO:0005576	Extracellular region	1.453
ENSP00000383558	GCGR	GO:0005576	Extracellular region	2.266
ENSP00000383558	GCGR	GO:0005615	Extracellular space	1.924
